,DBN,schoolyear,frl_percent,total_enrollment,ell_percent,sped_percent,asian_per,black_per,hispanic_per,white_per,male_per,StartingYear,EndingYear
2199,21K400,20052006,NA,1849,26.4,8.6,19.5,43.8,25.9,9.3,50.1,2005,2006
2200,21K400,20062007,NA,1408,31.1,9.2,22.8,42.7,23.7,9.6,49.3,2006,2007
2201,21K400,20072008,NA,811,34.8,8.4,25.9,41.6,22.4,8.8,50.6,2007,2008
2202,21K400,20082009,NA,324,35.2,13.6,26.2,39.8,21.9,10.8,54.3,2008,2009
2203,21K400,20092010,56.8,86,39.5,12.8,23.3,37.2,27.9,9.3,62.8,2009,2010
2204,21K410,20052006,NA,2795,9.6,10.9,13,35.1,21.3,28.9,56.4,2005,2006
2205,21K410,20062007,NA,2688,10.3,11.4,14,36.5,21.1,26,57.2,2006,2007
2206,21K410,20072008,NA,2628,13.4,10.4,15.8,36.5,22.3,23.4,58.6,2007,2008
2207,21K410,20082009,NA,2552,12.7,11.8,16.2,35.9,22.2,24.6,57.3,2008,2009
2208,21K410,20092010,55.4,2533,17.2,11.3,16.7,35.8,21.3,25,56.1,2009,2010
2209,21K410,20102011,55.9,2617,19.5,11,18,34.2,20.6,26.6,56,2010,2011
2210,21K410,20112012,53.3,2595,16.7,11.5,19.3,35.1,20.1,25.1,56.4,2011,2012
2211,21K468,20092010,80.6,327,2.8,12.8,6.7,28.7,19.3,44.6,54.7,2009,2010
2212,21K468,20102011,80.6,403,3.2,13.6,6.9,27,22.8,42.9,55.3,2010,2011
2213,21K468,20112012,70,472,2.8,15.7,7.2,25,22.7,44.7,57.8,2011,2012
2214,21K525,20052006,NA,3985,8,8.8,21.4,27.2,14.8,33.9,38.7,2005,2006
2215,21K525,20062007,NA,3921,6.2,9.2,23.8,27.5,15.1,30.8,39.8,2006,2007
2216,21K525,20072008,NA,4020,8.2,10.4,24.9,26.3,15.4,31.1,40.5,2007,2008
2217,21K525,20082009,NA,3888,6.8,11.8,26.5,26.7,15,31.4,41.1,2008,2009
2218,21K525,20092010,34.5,3949,8.2,12.8,26,25.9,15.8,31.7,42,2009,2010
2219,21K525,20102011,19.6,4019,9.1,13.8,25.6,24.9,17,32.2,41.8,2010,2011
2220,21K525,20112012,28.5,4022,9.1,14.1,27.1,24.1,17.6,30.8,42.4,2011,2012
2221,21K540,20052006,NA,3294,13.7,8.7,31.1,29,18.7,19,47.1,2005,2006
2222,21K540,20062007,NA,3186,10.6,8.5,31.6,29.5,19.3,17.3,47.2,2006,2007
2223,21K540,20072008,NA,3216,13,9.4,32.4,29.5,20.8,16.1,47.7,2007,2008
2224,21K540,20082009,NA,2972,12.7,9.4,33.4,30.6,20.8,14.6,47,2008,2009
2225,21K540,20092010,45,2756,16.3,7.8,33.9,32.2,20.1,13.2,47.7,2009,2010
2226,21K540,20102011,55.9,2613,19.2,8.7,36.7,31.2,19.9,11.9,49,2010,2011
2227,21K540,20112012,58.7,2168,19.6,8.7,39.1,30.6,19.1,10.8,51.5,2011,2012
2228,21K559,20072008,NA,53,7.5,5.7,0,45.3,43.4,11.3,45.3,2007,2008
2229,21K559,20082009,NA,121,5,16.5,4.1,41.3,37.2,16.5,53.7,2008,2009
2230,21K559,20092010,80.5,153,2.6,15.7,3.3,41.8,38.6,13.7,47.1,2009,2010
2231,21K559,20102011,80.5,219,3.7,17.8,5.9,42,34.2,17.4,48.4,2010,2011
2232,21K559,20112012,72,251,4.8,20.3,4.8,44.6,29.9,20.3,51,2011,2012
2233,21K572,20072008,NA,48,25,20.8,14.6,25,39.6,18.8,60.4,2007,2008
2234,21K572,20082009,NA,108,27.8,15.7,14.8,27.8,44.4,13,57.4,2008,2009
2235,21K572,20092010,69.2,161,31.1,16.1,17.4,23,42.9,16.8,54,2009,2010
2236,21K572,20102011,69.2,210,23.3,17.6,16.7,20,45.2,18.1,54.3,2010,2011
2237,21K572,20112012,64.4,226,21.7,16.4,19.5,19.5,41.2,19.5,51.3,2011,2012
2238,21K620,20052006,NA,1659,2.4,17.8,3.1,70.4,18.6,6.1,79.6,2005,2006
2239,21K620,20062007,NA,1458,2.3,18,2.9,70.9,18.2,5.5,80.6,2006,2007
2240,21K620,20072008,NA,1448,2.8,17.1,2.3,73.2,18.6,5,80.6,2007,2008
2241,21K620,20082009,NA,1443,2.2,17,2.7,76.2,16.4,4.2,81.4,2008,2009
2242,21K620,20092010,75.3,1366,2.4,16.5,3.1,74.1,17.7,4.6,81.3,2009,2010
2243,21K620,20102011,88.2,1171,3.3,21.4,3.2,74.6,15.7,6.1,80.6,2010,2011
2244,21K620,20112012,74.3,956,3.1,22.7,3.2,74.9,14,6.9,78,2011,2012
2245,21K690,20052006,NA,795,4.5,24.5,9.1,15,15.1,59.6,52.3,2005,2006
2246,21K690,20062007,NA,799,4.1,23.3,9.3,14.9,15,60.8,50.9,2006,2007
2247,21K690,20072008,NA,819,6,20.9,9,13.3,18.2,59.2,48.5,2007,2008
2248,21K690,20082009,NA,842,5.5,19.4,11,11.6,19.7,57.5,48.1,2008,2009
2249,21K690,20092010,65.2,875,7.4,18.3,11.2,10.1,20.1,58.1,45.9,2009,2010
2250,21K690,20102011,65.2,895,6.5,18.4,10.5,8.5,22.5,58.5,49.2,2010,2011
2251,21K690,20112012,49.9,876,8.4,18.7,12.8,7.2,23.1,56.5,50.1,2011,2012
2252,21K728,20072008,NA,165,1.8,12.7,3,50.9,31.5,14.5,60,2007,2008
2253,21K728,20082009,NA,172,0.6,8.7,5.8,47.7,28.5,18,52.3,2008,2009
2254,21K728,20092010,83.1,180,0.6,8.9,5.6,44.4,24.4,25,52.8,2009,2010
2255,21K728,20102011,88.3,187,1.6,8,2.7,45.5,38.5,12.8,47.1,2010,2011
2256,21K728,20112012,82.3,191,1.6,6.3,2.6,44,37.7,15.2,41.9,2011,2012
2257,22K405,20052006,NA,3773,3.4,4.1,22.4,40.1,8.3,26.2,45.3,2005,2006
2258,22K405,20062007,NA,3764,2.8,3.7,25.5,38.1,9,24.3,44.7,2006,2007
2259,22K405,20072008,NA,3762,3.2,4,27.1,38.2,9.3,23.5,45,2007,2008
2260,22K405,20082009,NA,3758,2.8,4.8,29.2,38,10.2,22.4,45.4,2008,2009
2261,22K405,20092010,28.1,3938,3.4,5.6,30.3,37.7,11.3,20.5,46.4,2009,2010
2262,22K405,20102011,31.7,3986,3.5,5.5,30.9,36.5,11.8,20.6,45.7,2010,2011
2263,22K405,20112012,41.2,3842,3.7,5.2,31.7,35.2,11.7,21.2,45.3,2011,2012
2264,22K425,20052006,NA,4223,7.4,8,15.5,22.6,12.5,47.4,54.6,2005,2006
2265,22K425,20062007,NA,4362,6.1,8.2,15.9,26,13.8,41.9,54.3,2006,2007
2266,22K425,20072008,NA,3828,8,8.8,16.1,26.8,14.7,42.3,54.1,2007,2008
2267,22K425,20082009,NA,3406,8.2,9.8,17.5,23.3,15.4,43.6,53.9,2008,2009
2268,22K425,20092010,48.5,3288,10.2,10.7,17.5,22.5,15.7,43,53.7,2009,2010
2269,22K425,20102011,52,3145,12.9,12.3,19.4,18.9,15,46.4,54.1,2010,2011
2270,22K425,20112012,58.3,3076,13.2,12.4,20.8,17.9,14.5,46.4,54.4,2011,2012
2271,22K495,20052006,NA,3531,12.1,10.5,11,63,13.4,11.2,51.1,2005,2006
2272,22K495,20062007,NA,2983,12.9,11.6,10,63.2,15,9.9,51.4,2006,2007
2273,22K495,20072008,NA,2651,16.3,10.6,10,63.6,15.7,8.4,51,2007,2008
2274,22K495,20082009,NA,2450,14,11.6,10.3,65.1,16.3,6.9,50.1,2008,2009
2275,22K495,20092010,39.9,2272,17.9,11.6,10.3,64.8,16.5,7.6,50,2009,2010
2276,22K495,20102011,54.8,2147,18.4,13.2,10.2,65.8,15.8,8,52.1,2010,2011
2277,22K495,20112012,53.1,1928,21.7,13.1,12,61.8,15.8,10.1,53.2,2011,2012
2278,22K535,20052006,NA,970,1.1,9,10,20.7,10.2,51.3,51.4,2005,2006
2279,22K535,20062007,NA,974,0.5,7.1,11,17.8,8.9,53,47.7,2006,2007
2280,22K535,20072008,NA,1025,1,5.5,12.1,16.7,8.3,60.3,46.2,2007,2008
2281,22K535,20082009,NA,1007,0.1,5.5,12.4,13.9,7.5,66,42.3,2008,2009
2282,22K535,20092010,32.6,1049,0.6,5,11.6,11.1,9.1,68.1,40.1,2009,2010
2283,22K535,20102011,36.9,1028,0.2,6.5,12.2,9.8,9.8,67.9,40.5,2010,2011
2284,22K535,20112012,29,1022,0.5,7.3,13.5,9.4,10.8,65.6,41.2,2011,2012
2285,22K555,20052006,NA,556,0.4,1.4,1.8,80.8,8.6,5.4,32.6,2005,2006
2286,22K555,20062007,NA,581,NA,0.9,1.7,82.8,9,3.3,34.9,2006,2007
2287,22K555,20072008,NA,602,0,1.5,1.7,82.7,9.5,3.3,34.9,2007,2008
2288,22K555,20082009,NA,603,0.2,1.8,2.2,83.6,10.6,2.8,34.3,2008,2009
2289,22K555,20092010,61.9,586,NA,1.7,2.7,80.7,12.1,1.9,33.6,2009,2010
2290,22K555,20102011,72.5,620,0.6,2.1,4.8,78.1,14.2,1.9,34,2010,2011
2291,22K555,20112012,48.4,630,0.2,1.7,5.9,77.9,12.4,2.7,36.3,2011,2012
2292,23K493,20052006,NA,298,1.3,6,2,80.9,13.4,0.7,44.6,2005,2006
2293,23K493,20062007,NA,443,1.1,8.1,4.1,79.5,12.2,0.7,44.2,2006,2007
2294,23K493,20072008,NA,521,1.2,10.4,3.1,82.9,11.3,0.6,46.6,2007,2008
2295,23K493,20082009,NA,573,0.5,9.9,2.8,85.2,10.8,0.3,48.3,2008,2009
2296,23K493,20092010,68,606,1,9.9,2.3,86.3,9.7,0.3,48.3,2009,2010
2297,23K493,20102011,88.1,598,1.2,11.2,2.2,87.1,9.5,0.3,49,2010,2011
2298,23K493,20112012,74.5,580,1.6,12.1,1.9,88.1,8.3,0.5,50.7,2011,2012
2299,23K514,20052006,NA,216,1.9,7.9,0.5,73.1,16.7,0.9,41.7,2005,2006
2300,23K514,20062007,NA,309,0.6,7.1,1,82.8,11.3,1,43.4,2006,2007
2301,23K514,20072008,NA,409,0.7,10.8,0.5,85.1,10.8,1.2,42.8,2007,2008
2302,23K514,20082009,NA,431,0.5,12.3,0.7,89.8,7.7,0.9,44.3,2008,2009
2303,23K514,20092010,81,422,1.2,16.1,0.7,89.1,7.8,0.7,47.9,2009,2010
2304,23K514,20102011,81,390,0.8,18.2,0.3,91,7.9,0.5,47.9,2010,2011
2305,23K514,20112012,66.9,365,1.4,20.3,0.8,88.5,10.4,0,48.5,2011,2012
2306,23K643,20082009,NA,151,2,9.3,0.7,88.7,9.3,0.7,46.4,2008,2009
2307,23K643,20092010,53.3,199,2.5,11.1,0,86.4,11.1,1,43.2,2009,2010
2308,23K643,20102011,46.9,203,4.9,14.3,0,86.7,10.3,1.5,47.3,2010,2011
2309,23K643,20112012,62.3,205,2.4,16.1,1.5,85.9,11.7,0.5,47.8,2011,2012
2310,23K644,20112012,67,336,3,24.1,0,87.8,11.3,0.6,100,2011,2012
2311,23K645,20052006,NA,520,6.5,13.8,0.4,56.2,40.4,1,49.8,2005,2006
2312,23K645,20062007,NA,518,4.2,16,0.6,55.8,41.5,0.4,49.2,2006,2007
2313,23K645,20072008,NA,515,6,14.6,0.8,56.3,41.6,0.2,46,2007,2008
2314,23K645,20082009,NA,312,6.4,15.1,1,55.1,41.7,0.3,45.5,2008,2009
2315,23K645,20092010,61.8,197,8.1,16.2,1.5,52.8,42.1,1,43.7,2009,2010
2316,23K645,20102011,64.1,90,7.8,20,3.3,53.3,38.9,2.2,51.1,2010,2011
2317,23K646,20082009,NA,150,4,13.3,0,82,16.7,0.7,42,2008,2009
2318,23K646,20092010,85.8,272,2.6,5.5,0,78.7,20.6,0.4,44.9,2009,2010
2319,23K646,20102011,87.5,270,1.9,8.1,1.5,77.4,19.6,0.7,45.2,2010,2011
2320,23K646,20112012,72.5,275,2.2,7.3,1.5,77.8,20,0.4,46.2,2011,2012
2321,23K647,20082009,NA,160,1.3,15.6,0,85,14.4,0.6,43.1,2008,2009
2322,23K647,20092010,81.2,191,1.6,8.9,0.5,83.8,14.7,0.5,39.8,2009,2010
2323,23K647,20102011,72.8,220,3.6,12.7,0.5,80.9,18.2,0,41.4,2010,2011
2324,23K647,20112012,72.1,181,1.1,8.8,0,86.2,13.8,0,48.6,2011,2012
2325,23K697,20052006,NA,575,0.7,8.9,0.3,85.7,11.5,0.9,39.1,2005,2006
2326,23K697,20062007,NA,580,0.5,11.2,0.7,85.2,11.4,1,37.2,2006,2007
2327,23K697,20072008,NA,614,1.3,11.6,0.2,86,12.1,1,35.7,2007,2008
2328,23K697,20082009,NA,607,1.2,11.7,0.2,87.5,10.9,0.8,35.7,2008,2009
2329,23K697,20092010,81.6,582,1.9,11.9,0.5,84.4,13.1,0.9,33.8,2009,2010
2330,23K697,20102011,81.6,570,0.7,12.3,1.2,84.7,13.5,0.2,33.3,2010,2011
2331,23K697,20112012,69.8,566,1.8,11,0.7,84.8,13.1,1.2,34.1,2011,2012
2332,24Q264,20052006,NA,108,16.7,6.5,17.6,13,50,8.3,40.7,2005,2006
2333,24Q264,20062007,NA,213,10.3,7,20.7,13.6,49.8,15,49.3,2006,2007
2334,24Q264,20072008,NA,331,8.5,7.9,16.9,10.6,55.3,16.6,45.3,2007,2008
2335,24Q264,20082009,NA,386,7.5,9.3,16.3,12.4,55.7,15.5,44.3,2008,2009
2336,24Q264,20092010,78.5,397,8.1,9.8,14.6,11.8,55.7,15.6,45.8,2009,2010
2337,24Q264,20102011,74.4,425,8,9.2,15.3,10.6,59.1,14.6,46.1,2010,2011
2338,24Q264,20112012,62.8,420,7.9,9.8,17.9,9.8,56.4,15.2,49.3,2011,2012
2339,24Q267,20052006,NA,113,16.8,13.3,19.5,15.9,45.1,15.9,46,2005,2006
2340,24Q267,20062007,NA,228,13.6,11,14.5,14.5,50,18.9,46.9,2006,2007
2341,24Q267,20072008,NA,330,12.7,13.9,12.7,13,53.3,19.1,42.7,2007,2008
2342,24Q267,20082009,NA,368,7.9,14.4,12,11.7,55.4,19.8,41.6,2008,2009
2343,24Q267,20092010,73.9,360,10.6,14.2,11.4,10.3,58.1,18.6,41.1,2009,2010
2344,24Q267,20102011,78.2,358,11.7,16.2,11.7,8.9,60.3,19,41.9,2010,2011
2345,24Q267,20112012,66.9,388,10.3,16.2,13.9,12.9,57.2,16,43.8,2011,2012
2346,24Q293,20082009,NA,121,13.2,12.4,7.4,10.7,75.2,6.6,52.9,2008,2009
2347,24Q293,20092010,77.7,221,12.2,13.1,5.4,8.6,76.5,4.1,51.6,2009,2010
2348,24Q293,20102011,79.1,327,13.8,16.8,7.6,8.3,77.4,4,46.5,2010,2011
2349,24Q293,20112012,71,449,9.1,18.5,7.8,9.1,79.3,3.3,44.5,2011,2012
2350,24Q296,20082009,NA,172,93.6,0,0.6,0,99.4,0,50.6,2008,2009
2351,24Q296,20092010,73.3,259,93.1,0,0.4,0,99.6,0,56,2009,2010
2352,24Q296,20102011,69.5,347,89.6,1.2,0,0,100,0,52.7,2010,2011
2353,24Q296,20112012,78.3,366,91.3,0.8,0,0,100,0,47.8,2011,2012
2354,24Q299,20082009,NA,257,0,0,24.1,19.5,22.6,21,35.8,2008,2009
2355,24Q299,20092010,55.9,456,0.7,0,25,19.7,24.8,23.9,35.5,2009,2010
2356,24Q299,20102011,50,528,0.8,0,29,18.2,23.9,28,37.5,2010,2011
2357,24Q299,20112012,39.2,631,0.3,0,32,16.2,21.2,30.3,39.3,2011,2012
2358,24Q455,20052006,NA,4138,26.5,9,23.8,8.4,61.3,4.8,55.2,2005,2006
2359,24Q455,20062007,NA,3805,24.3,8.5,23.3,8,63.2,4.3,55.3,2006,2007
2360,24Q455,20072008,NA,3400,31,8.7,22.8,8.2,63.9,4.7,56.4,2007,2008
2361,24Q455,20082009,NA,3196,29.8,8.2,22,8,64.9,5,58,2008,2009
2362,24Q455,20092010,48.2,3060,30.2,8,21.9,9,63.4,4.9,58.3,2009,2010
2363,24Q455,20102011,53.7,2908,30.2,9.2,23.9,9.1,61.4,5.3,58,2010,2011
2364,24Q455,20112012,56.2,2572,30,10.3,24.6,9.3,60.3,5.3,57.5,2011,2012
2365,24Q485,20052006,NA,3058,17.9,9.6,6.8,4.2,61.8,25.2,53.3,2005,2006
2366,24Q485,20062007,NA,3051,17.4,9.3,6.3,3.9,63.8,23.9,52,2006,2007
2367,24Q485,20072008,NA,2946,21.2,9.3,6.2,3.8,64.8,22.8,53.1,2007,2008
2368,24Q485,20082009,NA,2771,21.8,10.6,6.8,4.2,64.9,23.1,53.7,2008,2009
2369,24Q485,20092010,47.1,2664,22.6,10.2,6.8,4.2,64.4,23.9,54,2009,2010
2370,24Q485,20102011,47.1,2416,21.5,12,7.4,4.8,63.6,23.9,54,2010,2011
2371,24Q485,20112012,41.4,2069,21.6,12.7,9.1,4.4,63.5,22.7,55,2011,2012
2372,24Q520,20052006,NA,488,2.5,6.8,8.4,10.2,63.1,18,46.3,2005,2006
2373,24Q520,20062007,NA,481,1.7,7.9,8.5,10.2,64,16.6,50.7,2006,2007
2374,24Q520,20072008,NA,465,2.4,9.7,9,11.2,65.4,13.3,51.8,2007,2008
2375,24Q520,20082009,NA,449,1.1,10.5,10.2,11.1,63.9,14.3,48.6,2008,2009
2376,24Q520,20092010,74.9,457,1.3,11.2,9.2,13.8,64.3,12.3,47.9,2009,2010
2377,24Q520,20102011,74.9,473,0.8,11.4,9.1,11.8,67.7,11.4,49.7,2010,2011
2378,24Q520,20112012,58.9,497,0.2,13.1,7.8,9.5,71.4,11.3,52.9,2011,2012
2379,24Q530,20052006,NA,480,57.5,0.6,32.3,3.1,48.8,15,44.4,2005,2006
2380,24Q530,20062007,NA,475,48,0,33.3,2.3,49.9,13.3,46.5,2006,2007
2381,24Q530,20072008,NA,472,70.8,0,35.2,2.8,47.9,14.2,47.5,2007,2008
2382,24Q530,20082009,NA,488,71.1,0,38.9,2,46.3,12.7,48,2008,2009
2383,24Q530,20092010,85.3,478,77.4,0,37.9,1.3,49,11.9,47.3,2009,2010
2384,24Q530,20102011,89.8,475,76.8,0,38.5,2.5,48.4,10.5,48.6,2010,2011
2385,24Q530,20112012,75.7,493,76.5,0,43,2,44,10.3,46,2011,2012
2386,24Q550,20052006,NA,796,15.8,8.4,5.7,6.9,81,4.3,45.7,2005,2006
2387,24Q550,20062007,NA,757,13.7,10.4,5.4,6.9,82.4,1.7,46.6,2006,2007
2388,24Q550,20072008,NA,769,17.7,10.4,6.5,6.9,81.8,1.4,42.8,2007,2008
2389,24Q550,20082009,NA,769,13.8,11.1,6.9,6.4,84.7,1.8,44,2008,2009
2390,24Q550,20092010,81.3,764,14.1,12.3,7.5,6.9,82.5,2.5,43.5,2009,2010
2391,24Q550,20102011,81.3,784,11.5,12.1,9.3,8.3,79.1,2.9,43.1,2010,2011
2392,24Q550,20112012,69.6,828,13.3,12.2,9.1,8.3,79.2,3,43.1,2011,2012
2393,24Q560,20052006,NA,503,2.6,7.8,11.3,17.3,51.3,17.3,44.1,2005,2006
2394,24Q560,20062007,NA,495,3.4,10.5,14.3,14.5,53.7,14.1,44.2,2006,2007
2395,24Q560,20072008,NA,531,3.6,13,16.2,10.4,57.1,13.6,44.6,2007,2008
2396,24Q560,20082009,NA,553,2.4,11.2,17.2,9.4,59.9,12.8,43.8,2008,2009
2397,24Q560,20092010,76,551,3.3,12.9,19.6,7.3,59.7,12.7,44.6,2009,2010
2398,24Q560,20102011,69.8,564,3.9,12.9,20.4,6.4,62.6,10.1,44.1,2010,2011
2399,24Q560,20112012,60.5,601,3.8,12.3,20.8,6.2,62.4,10.5,46.6,2011,2012
2400,24Q585,20112012,40,248,5.2,8.1,19.8,4.8,46,29,46.8,2011,2012
2401,24Q600,20052006,NA,1210,5.3,16.7,7.9,14.3,61.2,13.7,59.5,2005,2006
2402,24Q600,20062007,NA,1161,2.2,16.2,8.6,14.6,61.3,11.9,60.8,2006,2007
2403,24Q600,20072008,NA,1176,6.7,14.5,8.9,13.2,66.8,10.7,60.9,2007,2008
2404,24Q600,20082009,NA,1218,3.9,15.3,9.1,10.2,69.6,10.7,61.2,2008,2009
2405,24Q600,20092010,73.7,1281,5.5,13.9,10.9,8.5,70.3,9.8,61.6,2009,2010
2406,24Q600,20102011,84,1316,5.2,13.9,10.2,7,73.3,9.5,61.1,2010,2011
2407,24Q600,20112012,71.9,1368,6.4,13.7,10.2,6.9,74.2,8.7,60.3,2011,2012
2408,24Q610,20052006,NA,1863,4.2,5.5,20.4,8.7,52.2,12.9,87.3,2005,2006
2409,24Q610,20062007,NA,1959,2.4,4.6,22.1,7.8,52.5,11,86.3,2006,2007
2410,24Q610,20072008,NA,1981,3.4,4.7,22.2,7.6,54,10.3,84.6,2007,2008
2411,24Q610,20082009,NA,1975,2.1,4.4,23.4,7.9,57.9,10,86.2,2008,2009
2412,24Q610,20092010,75.5,2097,3,4.6,23.1,7.2,57.6,9.9,86.6,2009,2010
2413,24Q610,20102011,77.4,2119,3,4.9,25.3,6.1,58,9.2,85.7,2010,2011
2414,24Q610,20112012,61.2,2201,3.2,5.3,27.1,6.8,55.3,10.1,85.3,2011,2012
2415,24Q744,20082009,NA,151,8.6,2,7.9,28.5,55,7.3,56.3,2008,2009
2416,24Q744,20092010,72,199,7,0.5,7,28.1,57.3,6.5,53.8,2009,2010
2417,24Q744,20102011,76.5,232,7.8,6.5,5.2,25,63.8,6,50,2010,2011
2418,24Q744,20112012,59.1,248,3.6,6,8.1,23,61.7,6.9,50.4,2011,2012
2419,25Q025,20052006,NA,1065,6.9,12.6,38.3,3.8,21.1,36.2,50.3,2005,2006
2420,25Q168,20052006,NA,412,10,11.9,34.5,25,25,15,53.9,2005,2006
2421,25Q168,20062007,NA,235,13.2,11.1,42.6,20.9,23.8,12.8,50.6,2006,2007
2422,25Q185,20052006,NA,856,13.8,11.4,46,7.9,31.5,14.5,51.6,2005,2006
2423,25Q185,20062007,NA,804,11.2,12.4,45,5.3,32.1,17.5,50,2006,2007
2424,25Q189,20052006,NA,815,25.5,9.6,54.6,5.9,34.7,4.5,54.4,2005,2006
2425,25Q194,20052006,NA,928,4.4,13,26.6,2.3,25.8,45.4,50.1,2005,2006
2426,25Q194,20062007,NA,832,4.9,10.8,27,2.4,23,47.5,50.5,2006,2007
2427,25Q237,20052006,NA,1127,15.8,16.7,55.2,13.1,25.3,5.9,52.3,2005,2006
2428,25Q237,20062007,NA,1006,14.5,15.5,57.5,10.6,26.2,5.6,55.9,2006,2007
2429,25Q252,20082009,NA,329,5.5,12.2,39.5,15.8,24.9,18.5,48.3,2008,2009
2430,25Q252,20092010,65.3,421,3.8,13.3,38.2,16.9,24.5,18.8,47.3,2009,2010
2431,26Q067,20072008,NA,946,4.2,9.2,53,3.8,8.9,34,53.1,2007,2008
2432,25Q252,20102011,65.3,493,3.7,12.4,37.9,17,26.4,17.8,45.6,2010,2011
2433,25Q252,20112012,41.3,587,2.7,11.8,40.2,17,24.2,18.1,46.7,2011,2012
2434,25Q263,20052006,NA,216,90.7,0.9,40.3,0.9,56.5,1.4,51.4,2005,2006
2435,25Q263,20062007,NA,310,77.1,0,37.4,1.3,58.7,1,52.3,2006,2007
2436,25Q263,20072008,NA,382,88,1,38,2.1,59.4,0.5,52.4,2007,2008
2437,25Q263,20082009,NA,393,85.2,1,39.7,1.8,57.5,1,51.4,2008,2009
2438,25Q263,20092010,92.3,393,90.8,0.5,48.1,1.5,49.1,0.8,57.3,2009,2010
2439,25Q263,20102011,92.3,400,88.5,1.5,55,1,42,2,55.3,2010,2011
2440,25Q263,20112012,84.1,422,88.6,0.7,64.5,1.2,32.7,1.7,57.3,2011,2012
2441,25Q281,20062007,NA,149,16.1,4.7,47.7,17.4,28.2,3.4,53.7,2006,2007
2442,25Q281,20072008,NA,356,16.6,6.2,52.5,15.7,24.2,4.5,50.8,2007,2008
2443,25Q281,20082009,NA,426,14.6,9.2,53.3,20.2,21.4,4.7,54.9,2008,2009
2444,25Q281,20092010,67.8,547,15.7,7.5,54.5,17.9,21.2,4.6,53.7,2009,2010
2445,25Q281,20102011,68.9,582,14.8,8.4,58.2,17.4,20.1,4,54.5,2010,2011
2446,25Q281,20112012,53.3,616,13.6,9.4,62.7,14.8,17.9,3.4,54.1,2011,2012
2447,25Q285,20062007,NA,165,1.2,13.3,18.2,12.7,32.1,31.5,39.4,2006,2007
2448,25Q285,20072008,NA,355,1.1,16.9,17.7,8.5,29.6,41.4,40.8,2007,2008
2449,25Q285,20082009,NA,445,0.7,18.7,18.4,9,29,43.6,41.1,2008,2009
2450,25Q285,20092010,44,561,0.9,19.8,19.3,10,25.3,43.5,43.5,2009,2010
2451,25Q285,20102011,44.3,568,0.7,20.6,19.2,8.3,21.5,50.5,43.3,2010,2011
2452,25Q285,20112012,33.5,595,0.8,17.8,19.3,8.4,20.3,51.6,42.2,2011,2012
2453,25Q294,20102011,51.4,305,9.2,17.7,33.4,4.3,22,39,53.1,2010,2011
2454,25Q425,20052006,NA,3326,21.1,9.3,25,21.2,46.5,5,50,2005,2006
2455,25Q425,20062007,NA,3188,20,9.4,23.2,22.4,46.5,4.8,49.9,2006,2007
2456,25Q425,20072008,NA,3049,24.8,10.5,23.3,23.9,47.5,4.9,48.8,2007,2008
2457,25Q425,20082009,NA,3127,23.6,10.7,24.1,24,46.4,4.6,50.5,2008,2009
2458,25Q425,20092010,83.6,3114,25,10,27.6,22.7,43.9,4.9,49.7,2009,2010
2459,25Q425,20102011,69.4,3471,25.3,10.8,33.1,20.4,40.9,5.2,50,2010,2011
2460,25Q425,20112012,68.2,3660,24.7,9.8,34.3,19.2,40.7,5.2,49.2,2011,2012
2461,25Q460,20052006,NA,2661,23.6,7.9,23.1,20.7,48.9,5.3,53.3,2005,2006
2462,25Q460,20062007,NA,2545,20.6,9.2,21.6,19.2,52.9,4.3,53.4,2006,2007
2463,25Q460,20072008,NA,2604,24.8,9.1,19.8,20.2,55.5,4.1,53.7,2007,2008
2464,25Q460,20082009,NA,2616,24,10.7,18.7,20.3,57.1,3.7,54.9,2008,2009
2465,25Q460,20092010,72.5,2745,23.6,9.8,18.5,21.6,55,3.5,54.7,2009,2010
2466,25Q460,20102011,75.7,3041,21.5,12,19.2,24.7,52.2,3.7,56.5,2010,2011
2467,25Q460,20112012,67.6,3113,20,11.7,19.9,26.5,49.8,3.2,55.8,2011,2012
2468,25Q525,20052006,NA,1048,NA,0.1,41.8,7.3,11.6,36.2,30.6,2005,2006
2469,25Q525,20062007,NA,1093,NA,0.1,47.9,7.9,11.8,32.4,30.3,2006,2007
2470,25Q525,20072008,NA,1093,NA,0.4,50.8,7.4,11.8,30,29.2,2007,2008
2471,25Q525,20082009,NA,1085,NA,0.5,51,6.3,11.9,28.5,29.9,2008,2009
2472,25Q525,20092010,39.9,1108,0,0.4,51.5,6,12,27.7,30.2,2009,2010
2473,25Q525,20102011,39.7,1098,NA,0.3,53.5,5.6,12.7,26.2,31.2,2010,2011
2474,25Q525,20112012,29.2,1140,0,0.2,55.5,5.9,12.9,24.6,28.9,2011,2012
2475,25Q670,20052006,NA,446,4,14.3,21.1,14.1,26.9,35.4,48,2005,2006
2476,25Q670,20062007,NA,460,2.4,17,18.9,13.7,31.1,32.8,49.3,2006,2007
2477,25Q670,20072008,NA,604,5.3,17.7,21.9,15.7,31.8,28,51.2,2007,2008
2478,25Q670,20082009,NA,665,4.5,16.4,26.5,14.3,32.2,26.8,50.4,2008,2009
2479,25Q670,20092010,42.2,723,4.7,14.4,27.5,12.3,32.8,26.7,52,2009,2010
2480,25Q670,20102011,48.4,739,6.5,15,28.1,11.4,33.8,26.5,53.5,2010,2011
