,DBN,school_name,Borough,lat_long,lat,long
352,16K455,Boys and Girls High School,Brooklyn,"(40.679433045, -73.93243177)",40.67943305,-73.93243177
353,10X433,High School for Teaching and the Professions,Bronx,"(40.870377467, -73.898162952)",40.87037747,-73.89816295
354,21K525,Edward R. Murrow High School,Brooklyn,"(40.620504358, -73.959233933)",40.62050436,-73.95923393
355,03M402,The Urban Assembly School for Green Careers,Manhattan,"(40.785743157, -73.974415228)",40.78574316,-73.97441523
356,01M539,"New Explorations into Science, Technology and Math High School",Manhattan,"(40.718725451, -73.979426386)",40.71872545,-73.97942639
357,08X332,Holcombe L. Rucker School of Community Research,Bronx,"(40.817439446, -73.898049206)",40.81743945,-73.89804921
358,20K445,New Utrecht High School,Brooklyn,"(40.613424494, -74.003653766)",40.61342449,-74.00365377
359,30Q580,Baccalaureate School for Global Education,Queens,"(40.755174833, -73.926823614)",40.75517483,-73.92682361
360,25Q425,John Bowne High School,Queens,"(40.738697203, -73.824794821)",40.7386972,-73.82479482
361,10X439,Bronx High School for Law and Community Service,Bronx,"(40.860012221, -73.888229604)",40.86001222,-73.8882296
362,02M422,Quest to Learn,Manhattan,"(40.742888101, -74.002127381)",40.7428881,-74.00212738
363,24Q264,Academy of Finance and Enterprise,Queens,"(40.745093519, -73.936813898)",40.74509352,-73.9368139
364,18K569,Kurt Hahn Expeditionary Learning School,Brooklyn,"(40.648663663, -73.921898762)",40.64866366,-73.92189876
365,25Q252,"Queens School of Inquiry, The",Queens,"(40.724522984, -73.80942799)",40.72452298,-73.80942799
366,09X263,Validus Preparatory Academy: An Expeditionary Learning School,Bronx,"(40.839327126, -73.90130979)",40.83932713,-73.90130979
367,24Q293,Civic Leadership Academy,Queens,"(40.743302873, -73.870574977)",40.74330287,-73.87057498
368,02M655,Life Sciences Secondary School,Manhattan,"(40.78364426, -73.945741777)",40.78364426,-73.94574178
369,02M520,Murry Bergtraum High School for Business Careers,Manhattan,"(40.710679471, -74.000807021)",40.71067947,-74.00080702
370,22K555,Brooklyn College Academy,Brooklyn,"(40.649200627, -73.971694621)",40.64920063,-73.97169462
371,23K514,Frederick Douglass Academy VII High School,Brooklyn,"(40.665810912, -73.911699645)",40.66581091,-73.91169965
372,02M546,Academy for Software Engineering,Manhattan,"(40.735519463, -73.987604249)",40.73551946,-73.98760425
373,17K548,Brooklyn School for Music & Theatre,Brooklyn,"(40.670298907, -73.961647876)",40.67029891,-73.96164788
374,28Q167,Metropolitan Expeditionary Learning School,Queens,"(40.710435548, -73.850630155)",40.71043555,-73.85063016
375,14K322,Foundations Academy,Brooklyn,"(40.697061083, -73.946675205)",40.69706108,-73.94667521
376,12X684,Wings Academy,Bronx,"(40.841805221, -73.875417713)",40.84180522,-73.87541771
377,30Q555,Newcomers High School,Queens,"(40.751380834, -73.937449719)",40.75138083,-73.93744972
378,08X293,Renaissance High School for Musical Theater & Technology,Bronx,"(40.840513977, -73.83812096)",40.84051398,-73.83812096
379,04M495,Park East High School,Manhattan,"(40.790562600001, -73.944454408)",40.7905626,-73.94445441
380,12X388,Pan American International High School at Monroe,Bronx,"(40.83136649, -73.878823277)",40.83136649,-73.87882328
381,15K448,Brooklyn Secondary School for Collaborative Studies,Brooklyn,"(40.679863998, -74.001482258)",40.679864,-74.00148226
382,03M299,"High School for Arts, Imagination and Inquiry",Manhattan,"(40.774296411, -73.984822701)",40.77429641,-73.9848227
383,24Q560,"Robert F. Wagner, Jr. Secondary School for Arts and Technology",Queens,"(40.742263515, -73.936876121)",40.74226352,-73.93687612
384,16K688,The Brooklyn Academy of Global Finance,Brooklyn,"(40.691537765, -73.933725782)",40.69153777,-73.93372578
385,02M303,"Facing History School, The",Manhattan,"(40.765026708, -73.992516578)",40.76502671,-73.99251658
386,02M533,Union Square Academy for Health Sciences,Manhattan,"(40.735519463, -73.987604249)",40.73551946,-73.98760425
387,02M294,Essex Street Academy,Manhattan,"(40.716867224, -73.989531943)",40.71686722,-73.98953194
388,27Q480,John Adams High School,Queens,"(40.679831401, -73.838322664)",40.6798314,-73.83832266
389,24Q610,Aviation Career & Technical Education High School,Queens,"(40.743593644001, -73.929077865)",40.74359364,-73.92907787
390,18K566,Brooklyn Generation School,Brooklyn,"(40.63262743, -73.917797989)",40.63262743,-73.91779799
391,15K684,Millennium Brooklyn HS,Brooklyn,"(40.669598175, -73.979255522)",40.66959818,-73.97925552
392,06M423,High School for Excellence and Innovation,Manhattan,"(40.866045549, -73.924856642)",40.86604555,-73.92485664
393,10X445,Bronx High School of Science,Bronx,"(40.877056368, -73.889780351)",40.87705637,-73.88978035
394,08X269,Bronx Studio School for Writers and Artists,Bronx,"(40.820623637, -73.893073519)",40.82062364,-73.89307352
395,06M293,City College Academy of the Arts,Manhattan,"(40.861113319, -73.930452149)",40.86111332,-73.93045215
396,29Q265,Excelsior Preparatory High School,Queens,"(40.668232288, -73.756839894)",40.66823229,-73.75683989
397,03M415,Wadleigh Secondary School for the Performing & Visual Arts,Manhattan,"(40.802174581, -73.954008828)",40.80217458,-73.95400883
398,25Q460,Flushing High School,Queens,"(40.765243471, -73.827855282)",40.76524347,-73.82785528
399,08X405,Herbert H. Lehman High School.,Bronx,"(40.840513977, -73.83812096)",40.84051398,-73.83812096
400,20K609,Urban Assembly School for Criminal Justice,Brooklyn,"(40.634908095, -73.981519077)",40.6349081,-73.98151908
401,18K629,Cultural Academy for the Arts and Sciences,Brooklyn,"(40.648663663, -73.921898762)",40.64866366,-73.92189876
402,12X682,Fannie Lou Hamer Freedom High School,Bronx,"(40.830807154, -73.886021316)",40.83080715,-73.88602132
403,25Q263,Flushing International High School,Queens,"(40.76041417, -73.818376278)",40.76041417,-73.81837628
404,17K537,High School for Youth and Community Development at Erasmus,Brooklyn,"(40.649439675, -73.958431198)",40.64943968,-73.9584312
405,01M696,Bard High School Early College,Manhattan,"(40.718961617, -73.976066021)",40.71896162,-73.97606602
406,19K659,Cypress Hills Collegiate Preparatory School,Brooklyn,"(40.691143962, -73.868426057)",40.69114396,-73.86842606
407,20K485,High School of Telecommunication Arts and Technology,Brooklyn,"(40.637245716, -74.023816473)",40.63724572,-74.02381647
408,11X265,Bronx Lab School,Bronx,"(40.875754211, -73.861387834)",40.87575421,-73.86138783
409,10X368,In-Tech Academy (M.S. / High School 368),Bronx,"(40.880050093, -73.909209048)",40.88005009,-73.90920905
410,04M372,ESPERANZA PREPARATORY ACADEMY,Manhattan,"(40.793072777, -73.942356558)",40.79307278,-73.94235656
411,10X440,DeWitt Clinton High School,Bronx,"(40.88008184, -73.885901533)",40.88008184,-73.88590153
412,07X522,Bronx Design and Construction Academy,Bronx,"(40.818246889, -73.919735678)",40.81824689,-73.91973568
413,13K350,Urban Assembly High School of Music and Art,Brooklyn,"(40.697174727, -73.984959689)",40.69717473,-73.98495969
414,06M348,Washington Heights Expeditionary Learning School,Manhattan,"(40.848878788, -73.930806517)",40.84887879,-73.93080652
415,19K615,Transit Tech Career and Technical Education High School,Brooklyn,"(40.678230731001, -73.875973012)",40.67823073,-73.87597301
416,13K483,The Urban Assembly School for Law and Justice,Brooklyn,"(40.694620119, -73.988623945)",40.69462012,-73.98862395
417,22K425,James Madison High School,Brooklyn,"(40.609758481, -73.948451837)",40.60975848,-73.94845184
418,07X223,M.S. 223 The Laboratory School of Finance and Technology,Bronx,"(40.814010816, -73.920836517)",40.81401082,-73.92083652
419,27Q475,Richmond Hill High School,Queens,"(40.695649222001, -73.833584805)",40.69564922,-73.83358481
420,31R455,Tottenville High School,Staten Island,"(40.528228767, -74.192153698)",40.52822877,-74.1921537
421,14K586,Lyons Community School,Brooklyn,"(40.70989996, -73.943659935)",40.70989996,-73.94365994
422,10X268,Kingsbridge International High School,Bronx,"(40.870377467, -73.898162952)",40.87037747,-73.89816295
423,17K524,International High School at Prospect Heights,Brooklyn,"(40.670298907, -73.961647876)",40.67029891,-73.96164788
424,17K408,Academy of Hospitality and Tourism,Brooklyn,"(40.649439675, -73.958431198)",40.64943968,-73.9584312
425,07X334,International Community High School,Bronx,"(40.810036192, -73.917812482)",40.81003619,-73.91781248
426,08X432,BRONX BRIDGES HIGH SCHOOL,Bronx,"(40.822303765, -73.85596139)",40.82230377,-73.85596139
427,09X297,Morris Academy for Collaborative Studies,Bronx,"(40.827602669001, -73.904475257)",40.82760267,-73.90447526
428,15K592,Khalil Gibran International Academy,Brooklyn,"(40.686741862, -73.980229065)",40.68674186,-73.98022907
429,12X511,Bronx Envision Academy,Bronx,"(40.835937328, -73.890467693)",40.83593733,-73.89046769
430,08X282,Women's Academy of Excellence,Bronx,"(40.81491834, -73.856565535)",40.81491834,-73.85656554
431,02M300,"Urban Assembly School of Design and Construction, The",Manhattan,"(40.765026708, -73.992516578)",40.76502671,-73.99251658
432,09X412,Bronx High School of Business,Bronx,"(40.840373398, -73.910838008)",40.8403734,-73.91083801
433,32K549,Bushwick School for Social Justice,Brooklyn,"(40.696961848, -73.910815939)",40.69696185,-73.91081594
434,02M407,Institute for Collaborative Education,Manhattan,"(40.732485378, -73.983053388)",40.73248538,-73.98305339
435,21K344,Rachel Carson High School for Coastal Studies,Brooklyn,"(40.58211615, -73.972894492)",40.58211615,-73.97289449
