,DBN,School_Name,Num of SAT Test Takers,SAT Critical Reading Avg. Score,SAT Math Avg. Score,SAT Writing Avg. Score,avg_sat_score,schoolyear,frl_percent,total_enrollment,ell_percent,sped_percent,asian_per,black_per,hispanic_per,white_per,male_per,Borough
312,07X473,MOTT HAVEN VILLAGE PREPARATORY HIGH SCHOOL,63,351,375,371,1097,20112012,78.5,363,9.6,18.5,1.1,22.6,76,0,50.1,Bronx
313,07X495,UNIVERSITY HEIGHTS SECONDARY SCHOOL,79,403,394,404,1201,20092010,91.4,450,6,7.6,1.3,17.6,78.9,2,40.4,Bronx
314,07X495,UNIVERSITY HEIGHTS SECONDARY SCHOOL,79,403,394,404,1201,20102011,93.8,440,5.7,5.7,1.4,13.6,82.5,1.1,43,Bronx
315,07X495,UNIVERSITY HEIGHTS SECONDARY SCHOOL,79,403,394,404,1201,20112012,90.1,465,3.7,5.2,2.6,18.1,78.1,1.3,43.2,Bronx
316,07X500,HOSTOSsLINCOLN ACADEMY OF SCIENCE,66,420,426,411,1257,20092010,67.2,560,6.4,15.2,1.8,26.4,70.9,0.9,44.3,Bronx
317,07X500,HOSTOSsLINCOLN ACADEMY OF SCIENCE,66,420,426,411,1257,20102011,76.2,600,6.2,12.2,1.8,25,72,0.7,44.5,Bronx
318,07X500,HOSTOSsLINCOLN ACADEMY OF SCIENCE,66,420,426,411,1257,20112012,68.3,538,5.6,11.9,2,24,72.7,0.7,45.2,Bronx
319,07X520,FOREIGN LANGUAGE ACADEMY OF GLOBAL STUDIES,64,399,396,391,1186,20092010,92.4,457,14.2,17.7,2.8,22.8,72.2,1.3,45.3,Bronx
320,07X520,FOREIGN LANGUAGE ACADEMY OF GLOBAL STUDIES,64,399,396,391,1186,20102011,93.8,394,17.3,21.1,2.8,26.1,69.5,0.8,45.2,Bronx
321,07X520,FOREIGN LANGUAGE ACADEMY OF GLOBAL STUDIES,64,399,396,391,1186,20112012,89.9,311,21.9,22.5,3.2,26,68.8,1,45.3,Bronx
322,07X527,BRONX LEADERSHIP ACADEMY II HIGH SCHOOL,62,362,378,363,1103,20092010,68.2,446,12.3,19.3,1.1,38.6,59.9,0,51.3,Bronx
323,07X527,BRONX LEADERSHIP ACADEMY II HIGH SCHOOL,62,362,378,363,1103,20102011,68.2,480,13.3,20.4,0.8,40.4,57.9,0.4,52.3,Bronx
324,07X527,BRONX LEADERSHIP ACADEMY II HIGH SCHOOL,62,362,378,363,1103,20112012,77,502,14.1,18.5,1.4,41.2,56,1,54,Bronx
325,07X547,NEW EXPLORERS HIGH SCHOOL,28,367,356,361,1084,20092010,91,310,11.6,20,0.3,35.5,63.2,0.3,60.6,Bronx
326,07X547,NEW EXPLORERS HIGH SCHOOL,28,367,356,361,1084,20102011,93.2,342,14.6,20.5,0.3,28.9,69.6,0.3,55.3,Bronx
327,07X547,NEW EXPLORERS HIGH SCHOOL,28,367,356,361,1084,20112012,90.4,383,15.7,25.1,0.5,30.3,68.1,0.5,57.7,Bronx
328,07X548,URBAN ASSEMBLY SCHOOL FOR CAREERS IN SPORTS,44,387,411,383,1181,20092010,82.1,341,6.2,15.5,1.2,29,69.8,0,83.6,Bronx
329,07X548,URBAN ASSEMBLY SCHOOL FOR CAREERS IN SPORTS,44,387,411,383,1181,20102011,83,424,5.2,19.3,0.7,23.6,71.7,0,83.5,Bronx
330,07X548,URBAN ASSEMBLY SCHOOL FOR CAREERS IN SPORTS,44,387,411,383,1181,20112012,74.3,477,5,18.7,0.4,26.6,70.4,0.4,84.3,Bronx
331,07X551,BRONX ACADEMY OF LETTERS,51,413,381,407,1201,20092010,89.2,581,10.2,20.3,1.2,34.9,63.3,0.3,42.5,Bronx
332,07X551,BRONX ACADEMY OF LETTERS,51,413,381,407,1201,20102011,86.9,571,10,19.6,1.1,33.8,64.8,0.2,41.5,Bronx
333,07X551,BRONX ACADEMY OF LETTERS,51,413,381,407,1201,20112012,79.1,555,9.4,24,0.5,34.1,64.3,0.9,44.5,Bronx
334,07X600,ALFRED E. SMITH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,76,394,400,364,1158,20092010,71.7,1096,10.1,17.9,1.9,35.5,61.1,0.6,91,Bronx
335,07X600,ALFRED E. SMITH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,76,394,400,364,1158,20102011,88.8,947,9.8,21.3,1.3,37,60.7,0.6,92,Bronx
336,07X600,ALFRED E. SMITH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,76,394,400,364,1158,20112012,76.7,738,9.1,22,1.4,35.9,61.5,0.7,92.7,Bronx
337,07X655,SAMUEL GOMPERS CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,47,398,416,370,1184,20092010,83.5,1097,15.5,18.7,1.5,28,69,0.6,77.8,Bronx
338,07X655,SAMUEL GOMPERS CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,47,398,416,370,1184,20102011,83.5,826,16.1,25.7,1.3,30.1,67.1,0.6,77.5,Bronx
339,07X655,SAMUEL GOMPERS CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,47,398,416,370,1184,20112012,75.7,663,17,26.1,1.2,32.4,64.9,0.8,79.6,Bronx
340,07X670,HEALTH OPPORTUNITIES HIGH SCHOOL,114,363,368,364,1095,20092010,89.9,616,7.3,11.9,2.3,34.9,61.4,0.2,28.2,Bronx
341,07X670,HEALTH OPPORTUNITIES HIGH SCHOOL,114,363,368,364,1095,20102011,89.1,608,8.6,15.6,2.3,37,60.5,0,27,Bronx
342,07X670,HEALTH OPPORTUNITIES HIGH SCHOOL,114,363,368,364,1095,20112012,77.8,587,10.4,19.6,3.1,39.2,56.9,0.5,28.6,Bronx
343,08X282,WOMEN'S ACADEMY OF EXCELLENCE,44,407,386,378,1171,20092010,53.7,306,4.2,8.5,2.3,50,42.8,2.3,0,Bronx
344,08X282,WOMEN'S ACADEMY OF EXCELLENCE,44,407,386,378,1171,20102011,79.5,308,3.9,11.7,2.6,44.2,49.4,3.2,0.6,Bronx
345,08X282,WOMEN'S ACADEMY OF EXCELLENCE,44,407,386,378,1171,20112012,72.2,379,2.6,15.6,2.9,45.9,46.4,2.4,0.3,Bronx
346,08X293,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER & TECHNOLOGY,52,384,385,389,1158,20092010,80.7,459,3.9,18.5,2.4,32.5,59.9,4.6,40.3,Bronx
347,08X293,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER & TECHNOLOGY,52,384,385,389,1158,20102011,78.2,459,2.4,19,3.3,29.4,60.8,6.1,38.8,Bronx
348,08X293,RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER & TECHNOLOGY,52,384,385,389,1158,20112012,66.4,469,4.5,21.7,2.6,25.4,63.8,7.7,38,Bronx
349,08X295,GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECHNOLOGY,41,416,390,394,1200,20092010,83.2,506,13.6,21.3,4.3,33.4,60.3,1,61.5,Bronx
350,08X295,GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECHNOLOGY,41,416,390,394,1200,20102011,81.8,510,12.9,22.5,5.7,34.3,57.5,1.6,63.7,Bronx
351,08X295,GATEWAY SCHOOL FOR ENVIRONMENTAL RESEARCH AND TECHNOLOGY,41,416,390,394,1200,20112012,74.6,478,11.5,24.1,5.6,33.1,59.4,1,60,Bronx
352,08X305,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD STUDIES,67,337,361,340,1038,20092010,85.8,392,17.3,21.9,1.3,25.8,70.9,1.3,63.5,Bronx
353,08X305,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD STUDIES,67,337,361,340,1038,20102011,83,365,14.5,25.5,3,26.6,68.5,1.1,65.2,Bronx
354,08X305,PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD STUDIES,67,337,361,340,1038,20112012,75.8,359,15.9,27.3,2.5,26.2,69.9,1.4,66,Bronx
355,08X312,MILLENNIUM ART ACADEMY,67,387,402,375,1164,20092010,88.4,502,7.4,16.3,1,33.7,62.7,2,53.8,Bronx
356,08X312,MILLENNIUM ART ACADEMY,67,387,402,375,1164,20102011,83.9,499,5.2,20.2,1.8,33.1,63.9,1,51.5,Bronx
357,08X312,MILLENNIUM ART ACADEMY,67,387,402,375,1164,20112012,74.2,496,5.4,20.4,1.8,32.5,64.3,1,49.2,Bronx
358,08X332,HOLCOMBE L. RUCKER SCHOOL OF COMMUNITY RESEARCH,39,363,371,350,1084,20092010,86.8,347,12.1,13.5,0.9,39.2,58.2,0.6,48.1,Bronx
359,08X332,HOLCOMBE L. RUCKER SCHOOL OF COMMUNITY RESEARCH,39,363,371,350,1084,20102011,97.3,327,11.9,15.3,1.8,41,54.4,0.6,48,Bronx
360,08X332,HOLCOMBE L. RUCKER SCHOOL OF COMMUNITY RESEARCH,39,363,371,350,1084,20112012,79.6,333,12.6,18,0.9,39.9,56.8,0.6,49.2,Bronx
361,08X377,BRONX COMMUNITY HIGH SCHOOL,9,367,369,376,1112,20092010,79.6,190,3.7,9.5,0,35.3,63.2,1.6,36.3,Bronx
362,08X377,BRONX COMMUNITY HIGH SCHOOL,9,367,369,376,1112,20102011,76.6,191,5.2,8.9,1,29.8,66.5,1,49.2,Bronx
363,08X377,BRONX COMMUNITY HIGH SCHOOL,9,367,369,376,1112,20112012,73.9,200,4.5,5,1,33,63.5,1,50.5,Bronx
364,08X405,HERBERT H. LEHMAN HIGH SCHOOL,415,412,436,393,1241,20092010,80.7,4115,8.8,16.6,6,22.5,60.9,9.2,59.1,Bronx
365,08X405,HERBERT H. LEHMAN HIGH SCHOOL,415,412,436,393,1241,20102011,80.7,3925,9.7,18.7,6.8,22.5,61.3,8.8,58.9,Bronx
366,08X405,HERBERT H. LEHMAN HIGH SCHOOL,415,412,436,393,1241,20112012,66.8,3593,9.2,20.9,6.8,23,60.6,9,61.1,Bronx
367,08X452,BRONX GUILD,39,369,371,365,1105,20092010,83.7,320,8.8,20.6,4.1,35.6,59.1,0.6,44.4,Bronx
368,08X452,BRONX GUILD,39,369,371,365,1105,20102011,83.7,322,7.5,21.4,3.1,36,59.9,0.6,48.1,Bronx
369,08X452,BRONX GUILD,39,369,371,365,1105,20112012,69.2,305,7.2,23,3.9,33.8,61.3,0.7,49.5,Bronx
370,08X519,"FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUBLIC POLICY, THE",68,373,370,356,1099,20092010,72.9,403,12.9,14.9,1.7,21.3,75.2,0.7,41.4,Bronx
371,08X519,"FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUBLIC POLICY, THE",68,373,370,356,1099,20102011,77.4,375,14.9,18.9,1.6,22.4,74.7,0.8,41.3,Bronx
372,08X519,"FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUBLIC POLICY, THE",68,373,370,356,1099,20112012,72.3,363,14,20.9,1.4,21.8,76,0.6,43,Bronx
373,08X530,BANANA KELLY HIGH SCHOOL,54,373,381,377,1131,20092010,91.7,464,14.9,17.5,1.7,30.8,65.3,0.6,45,Bronx
374,08X530,BANANA KELLY HIGH SCHOOL,54,373,381,377,1131,20102011,91.7,448,16.1,20.8,1.8,27.5,69.6,0.7,47.8,Bronx
375,08X530,BANANA KELLY HIGH SCHOOL,54,373,381,377,1131,20112012,81.9,451,13.5,25.7,0.7,32.6,65.4,1.1,49.9,Bronx
376,08X540,SCHOOL FOR COMMUNITY RESEARCH AND LEARNING,16,366,400,368,1134,20092010,94,384,14.1,23.7,3.1,29.9,65.1,1.3,51,Bronx
377,08X540,SCHOOL FOR COMMUNITY RESEARCH AND LEARNING,16,366,400,368,1134,20102011,90.5,314,11.1,25.2,4.8,31.5,62.4,0.6,51.6,Bronx
378,08X540,SCHOOL FOR COMMUNITY RESEARCH AND LEARNING,16,366,400,368,1134,20112012,83.8,191,11,28.3,4.7,28.8,64.9,1,57.1,Bronx
379,08X650,JANE ADDAMS HIGH SCHOOL FOR ACADEMIC CAREERS,78,377,359,376,1112,20092010,89.2,1274,10.8,17.7,1.7,35.7,61.1,0.4,29.4,Bronx
380,08X650,JANE ADDAMS HIGH SCHOOL FOR ACADEMIC CAREERS,78,377,359,376,1112,20102011,88.2,1004,10.5,18.2,1.7,37.1,60.7,0.3,28.9,Bronx
381,08X650,JANE ADDAMS HIGH SCHOOL FOR ACADEMIC CAREERS,78,377,359,376,1112,20112012,85.7,717,11.2,22.2,1.5,36.8,60.8,0.3,28.3,Bronx
382,09X227,BRONX EXPEDITIONARY LEARNING HIGH SCHOOL,39,324,376,349,1049,20092010,97.7,391,24.8,18.2,0.5,32.7,63.7,1.5,51.2,Bronx
383,09X227,BRONX EXPEDITIONARY LEARNING HIGH SCHOOL,39,324,376,349,1049,20102011,88.9,360,26.7,19.2,1.1,27.8,69.2,1.1,50.6,Bronx
384,09X227,BRONX EXPEDITIONARY LEARNING HIGH SCHOOL,39,324,376,349,1049,20112012,83.9,355,29.3,21.1,1.1,27.9,69.3,0.8,50.1,Bronx
385,09X231,EAGLE ACADEMY FOR YOUNG MEN,78,373,387,374,1134,20092010,71.1,449,3.1,20.3,1.6,62.8,33.4,0.2,100,Bronx
386,09X231,EAGLE ACADEMY FOR YOUNG MEN,78,373,387,374,1134,20102011,71.1,454,5.3,22.2,0.9,63.7,32.2,0.9,100,Bronx
387,09X231,EAGLE ACADEMY FOR YOUNG MEN,78,373,387,374,1134,20112012,60.4,550,4,24.2,0.7,63.1,33.8,0.5,100,Bronx
388,09X239,"URBAN ASSEMBLY ACADEMY FOR HISTORY AND CITIZENSHIP FOR YOUNG MEN, THE",33,372,355,357,1084,20092010,79.2,253,15,24.5,0.4,53,44.3,0.8,100,Bronx
389,09X239,"URBAN ASSEMBLY ACADEMY FOR HISTORY AND CITIZENSHIP FOR YOUNG MEN, THE",33,372,355,357,1084,20102011,56.2,227,17.6,30,0.4,57.3,41,0.9,100,Bronx
390,09X239,"URBAN ASSEMBLY ACADEMY FOR HISTORY AND CITIZENSHIP FOR YOUNG MEN, THE",33,372,355,357,1084,20112012,50.2,141,19.9,27.7,0.7,56.7,40.4,0.7,100,Bronx
391,09X241,"URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE, THE",80,411,464,415,1290,20092010,91.2,505,8.9,15,3.8,29.3,64.6,2,52.9,Bronx
392,09X241,"URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE, THE",80,411,464,415,1290,20102011,91.2,589,8.8,15.8,3.1,31.2,63.5,1.7,51.4,Bronx
393,09X241,"URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE, THE",80,411,464,415,1290,20112012,79.5,606,9.4,14.7,2.6,32,63.4,1.5,49.3,Bronx
394,09X250,EXIMIUS COLLEGE PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL,50,393,394,382,1169,20092010,70.3,386,6.7,13,0.3,43.8,53.1,0.5,45.3,Bronx
395,09X250,EXIMIUS COLLEGE PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL,50,393,394,382,1169,20102011,70.3,359,8.4,17,1.1,42.6,55.7,0.3,48.2,Bronx
396,09X250,EXIMIUS COLLEGE PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL,50,393,394,382,1169,20112012,62.9,356,8.1,18.8,0.6,40.7,58.1,0.3,46.6,Bronx
397,09X252,MOTT HALL BRONX HIGH SCHOOL,67,369,367,356,1092,20092010,64.8,385,7.8,8.3,1.3,33.2,63.1,1,48.3,Bronx
398,09X252,MOTT HALL BRONX HIGH SCHOOL,67,369,367,356,1092,20102011,64.8,358,8.4,12.8,1.4,29.3,67.9,0.6,46.1,Bronx
399,09X252,MOTT HALL BRONX HIGH SCHOOL,67,369,367,356,1092,20112012,58.9,354,8.8,15.5,1.1,24.3,73.7,0.8,45.8,Bronx
400,09X260,BRONX CENTER FOR SCIENCE AND MATHEMATICS,81,459,480,457,1396,20092010,80.9,430,3.5,9.3,6,21.9,70.9,0.7,48.8,Bronx
401,09X260,BRONX CENTER FOR SCIENCE AND MATHEMATICS,81,459,480,457,1396,20102011,80.9,423,2.8,11.3,6.6,23.4,69,0.9,44.2,Bronx
402,09X260,BRONX CENTER FOR SCIENCE AND MATHEMATICS,81,459,480,457,1396,20112012,70,444,1.6,14,5.9,24.3,68.7,1.1,46.2,Bronx
403,09X263,VALIDUS PREPARATORY ACADEMY: AN EXPEDITIONARY LEARNING SCHOOL,74,356,363,356,1075,20092010,88.5,408,10.8,12.5,0.5,38.7,59.3,0.5,33.3,Bronx
404,09X263,VALIDUS PREPARATORY ACADEMY: AN EXPEDITIONARY LEARNING SCHOOL,74,356,363,356,1075,20102011,88.5,370,12.2,15.1,1.1,35.9,61.6,0.5,35.9,Bronx
405,09X263,VALIDUS PREPARATORY ACADEMY: AN EXPEDITIONARY LEARNING SCHOOL,74,356,363,356,1075,20112012,76.1,365,12.1,16.2,1.1,34.2,63.8,0.3,44.1,Bronx
406,09X276,LEADERSHIP INSTITUTE,30,361,353,367,1081,20092010,93.5,296,13.2,13.2,1,39.5,56.4,1.4,54.1,Bronx
407,09X276,LEADERSHIP INSTITUTE,30,361,353,367,1081,20102011,81.9,262,18.3,18.7,1.1,33.2,63.4,1.5,52.3,Bronx
408,09X276,LEADERSHIP INSTITUTE,30,361,353,367,1081,20112012,94.8,230,16.5,16.1,1.7,33,63.5,1.3,52.2,Bronx
409,09X297,MORRIS ACADEMY FOR COLLABORATIVE STUDIES,38,386,386,376,1148,20092010,84,428,18,21.5,0.5,32.5,65.2,0.5,52.3,Bronx
410,09X297,MORRIS ACADEMY FOR COLLABORATIVE STUDIES,38,386,386,376,1148,20102011,84,431,23.4,22.5,0.2,29.2,69.4,0.5,51,Bronx
411,09X297,MORRIS ACADEMY FOR COLLABORATIVE STUDIES,38,386,386,376,1148,20112012,79.1,450,19.1,22.4,0.4,26,73.1,0.4,53.8,Bronx
412,09X329,DREAMYARD PREPARATORY SCHOOL,51,382,365,391,1138,20092010,90.2,366,14.8,13.1,0.8,36.1,62.3,0.5,42.1,Bronx
413,09X329,DREAMYARD PREPARATORY SCHOOL,51,382,365,391,1138,20102011,84.7,348,22.7,16.7,0.9,26.4,71.6,0,42.8,Bronx
414,09X329,DREAMYARD PREPARATORY SCHOOL,51,382,365,391,1138,20112012,80,349,24.4,19.5,0,26.9,69.9,0.3,44.1,Bronx
415,09X365,ACADEMY FOR LANGUAGE AND TECHNOLOGY,54,315,339,297,951,20092010,83.7,302,90.7,1,0,0.3,99.7,0,51,Bronx
416,09X365,ACADEMY FOR LANGUAGE AND TECHNOLOGY,54,315,339,297,951,20102011,98.7,364,86.8,1.1,0,0.5,99.5,0,50.8,Bronx
417,09X365,ACADEMY FOR LANGUAGE AND TECHNOLOGY,54,315,339,297,951,20112012,85.7,336,86.6,0.9,0,0.6,99.4,0,48.8,Bronx
418,09X403,BRONX INTERNATIONAL HIGH SCHOOL,49,314,312,339,965,20092010,89.8,356,86,4.5,2.2,20.5,74.7,2.5,49.7,Bronx
419,09X403,BRONX INTERNATIONAL HIGH SCHOOL,49,314,312,339,965,20102011,89.8,400,87,2,0,22.5,72.5,5,49.5,Bronx
420,09X403,BRONX INTERNATIONAL HIGH SCHOOL,49,314,312,339,965,20112012,82.3,403,87.1,1.2,1,22.8,72.2,3.7,45.7,Bronx
421,09X404,SCHOOL FOR EXCELLENCE,32,363,360,351,1074,20092010,90,444,14.2,20.5,0,39.4,58.8,0.7,52.9,Bronx
422,09X404,SCHOOL FOR EXCELLENCE,32,363,360,351,1074,20102011,90,425,17.6,24.7,0,35.1,64,0.5,51.8,Bronx
423,09X404,SCHOOL FOR EXCELLENCE,32,363,360,351,1074,20112012,81.4,386,20.7,26.2,0.3,34.5,64.5,0,52.3,Bronx
424,09X412,BRONX HIGH SCHOOL OF BUSINESS,34,356,376,351,1083,20092010,74.2,443,17.6,16.5,1.8,35.7,61.9,0,55.5,Bronx
425,09X412,BRONX HIGH SCHOOL OF BUSINESS,34,356,376,351,1083,20102011,81.5,439,20.7,21.4,1.8,36.2,60.4,0.9,56.9,Bronx
426,09X412,BRONX HIGH SCHOOL OF BUSINESS,34,356,376,351,1083,20112012,77.6,401,23.2,23.2,0.7,38.7,59.9,0.5,54.9,Bronx
427,09X413,BRONX HIGH SCHOOL FOR MEDICAL SCIENCE,64,400,419,402,1221,20092010,87.8,458,4.8,7.4,7,41.7,49.6,0.7,37.6,Bronx
428,09X413,BRONX HIGH SCHOOL FOR MEDICAL SCIENCE,64,400,419,402,1221,20102011,87.3,434,6,9,6.7,35.9,56.5,0,40.3,Bronx
429,09X413,BRONX HIGH SCHOOL FOR MEDICAL SCIENCE,64,400,419,402,1221,20112012,76.9,455,5.7,8.6,5.3,36.7,57.8,0.2,42.2,Bronx
430,09X414,JONATHAN LEVIN HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS,35,379,364,379,1122,20092010,78.8,445,26.1,16.2,0.7,28.3,70.1,0.4,50.8,Bronx
431,09X414,JONATHAN LEVIN HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS,35,379,364,379,1122,20102011,83.6,413,36.3,20.1,0.5,25.2,73.6,0.2,50.1,Bronx
432,09X414,JONATHAN LEVIN HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS,35,379,364,379,1122,20112012,77.7,382,38.5,20.9,0.5,22.3,75.4,1.6,53.4,Bronx
433,09X505,"BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE",80,404,418,402,1224,20092010,79.2,632,5.4,12.7,2.8,33.1,61.6,1.7,43.7,Bronx
434,09X505,"BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE",80,404,418,402,1224,20102011,79.2,723,5.8,14.2,2.1,32.4,63.6,1.7,45.4,Bronx
435,09X505,"BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE",80,404,418,402,1224,20112012,66.2,763,6.6,14,2,30.4,66.2,1,45.9,Bronx
436,09X517,FREDERICK DOUGLASS ACADEMY III SECONDARY SCHOOL,50,368,384,369,1121,20092010,72.1,587,6.6,14.1,0.9,56.9,41.6,0.5,47.4,Bronx
437,09X517,FREDERICK DOUGLASS ACADEMY III SECONDARY SCHOOL,50,368,384,369,1121,20102011,77.2,608,5.8,16.9,0.8,57.2,41.3,0.3,50.5,Bronx
438,09X517,FREDERICK DOUGLASS ACADEMY III SECONDARY SCHOOL,50,368,384,369,1121,20112012,79.7,532,6.4,17.7,1.1,56.2,41.4,0.4,51.5,Bronx
439,09X525,BRONX LEADERSHIP ACADEMY HIGH SCHOOL,114,384,394,388,1166,20092010,85.2,658,8.8,18.4,1.1,43,54.1,0.6,42.4,Bronx
440,09X525,BRONX LEADERSHIP ACADEMY HIGH SCHOOL,114,384,394,388,1166,20102011,83.3,649,8,19.4,1.5,43.1,53.9,0.9,43.6,Bronx
441,09X525,BRONX LEADERSHIP ACADEMY HIGH SCHOOL,114,384,394,388,1166,20112012,76.9,705,9.6,20.3,0.7,41.1,57,0,43.3,Bronx
442,09X543,HIGH SCHOOL FOR VIOLIN AND DANCE,27,353,315,371,1039,20092010,88.9,212,9.4,23.1,0,35.4,64.6,0,13.2,Bronx
443,09X543,HIGH SCHOOL FOR VIOLIN AND DANCE,27,353,315,371,1039,20102011,89.6,256,6.6,23.4,0,34.8,64.1,0,12.9,Bronx
444,09X543,HIGH SCHOOL FOR VIOLIN AND DANCE,27,353,315,371,1039,20112012,84.3,323,8.7,22.3,0.3,36.8,62.5,0,14.6,Bronx
445,10X141,RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / HIGH SCHOOL 141),113,438,455,440,1333,20092010,51.9,1302,6.5,15.1,9,13.5,49.7,26.4,51.4,Bronx
446,10X141,RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / HIGH SCHOOL 141),113,438,455,440,1333,20102011,51.9,1335,7.2,15,8.9,13.9,51.8,24.7,51.8,Bronx
447,10X141,RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / HIGH SCHOOL 141),113,438,455,440,1333,20112012,39.7,1337,6.7,15.2,8.8,13,53,24.9,51.8,Bronx
448,10X213,BRONX ENGINEERING AND TECHNOLOGY ACADEMY,86,373,412,365,1150,20092010,89.3,404,16.8,19.6,4,33.9,60.4,1.5,84.4,Bronx
449,10X213,BRONX ENGINEERING AND TECHNOLOGY ACADEMY,86,373,412,365,1150,20102011,89.4,429,19.6,19.3,5.1,31,62.9,0.9,84.1,Bronx
450,10X213,BRONX ENGINEERING AND TECHNOLOGY ACADEMY,86,373,412,365,1150,20112012,79.8,444,15.5,21.4,5.2,29.5,64.2,0.9,82.7,Bronx
451,10X225,THEATRE ARTS PRODUCTION COMPANY SCHOOL,59,405,391,394,1190,20092010,56.9,528,4.9,14,2.5,25.4,68.6,2.7,36,Bronx
452,10X225,THEATRE ARTS PRODUCTION COMPANY SCHOOL,59,405,391,394,1190,20102011,76.3,528,5.1,16.5,1.3,25.4,71,1.9,34.7,Bronx
453,10X225,THEATRE ARTS PRODUCTION COMPANY SCHOOL,59,405,391,394,1190,20112012,67.4,524,4.4,18.9,1.1,27.3,69.7,1.1,30.9,Bronx
454,10X237,"THE MARIE CURIE SCHOOL FOR MEDICINE, NURSING, AND HEALTH PROFESSIONS",79,382,393,382,1157,20092010,90.3,409,10.3,16.1,2,33.7,61.6,2.2,17.6,Bronx
455,10X237,"THE MARIE CURIE SCHOOL FOR MEDICINE, NURSING, AND HEALTH PROFESSIONS",79,382,393,382,1157,20102011,79.4,476,8.2,16,2.1,34,62.2,1.1,17.9,Bronx
456,10X237,"THE MARIE CURIE SCHOOL FOR MEDICINE, NURSING, AND HEALTH PROFESSIONS",79,382,393,382,1157,20112012,71.5,540,6.7,15.6,1.5,35.6,57.4,3.3,16.5,Bronx
457,10X243,WEST BRONX ACADEMY FOR THE FUTURE,26,382,406,370,1158,20092010,93.4,558,13.3,17.4,3.9,29.7,63.6,1.3,56.5,Bronx
458,10X243,WEST BRONX ACADEMY FOR THE FUTURE,26,382,406,370,1158,20102011,96,610,15.2,18.4,3.8,26.2,67.2,1.8,57.9,Bronx
459,10X243,WEST BRONX ACADEMY FOR THE FUTURE,26,382,406,370,1158,20112012,86.3,636,13.2,19.5,3.5,24.7,69.5,1.3,57.9,Bronx
460,10X268,KINGSBRIDGE INTERNATIONAL HIGH SCHOOL,52,304,356,302,962,20092010,93.2,459,86.9,0.9,4.8,7.4,85,1.7,52.5,Bronx
461,10X268,KINGSBRIDGE INTERNATIONAL HIGH SCHOOL,52,304,356,302,962,20102011,96,516,84.3,0.2,7.2,4.1,86.2,2.5,51.4,Bronx
462,10X268,KINGSBRIDGE INTERNATIONAL HIGH SCHOOL,52,304,356,302,962,20112012,95.1,497,88.7,0.4,6.8,5.4,84.7,3,52.3,Bronx
463,10X284,BRONX SCHOOL OF LAW AND FINANCE,54,402,395,385,1182,20092010,89.5,429,5.1,10,2.1,35.9,58.7,2.8,50.8,Bronx
464,10X284,BRONX SCHOOL OF LAW AND FINANCE,54,402,395,385,1182,20102011,87,408,7.1,13.5,0.2,37.5,58.6,3.7,54.2,Bronx
465,10X284,BRONX SCHOOL OF LAW AND FINANCE,54,402,395,385,1182,20112012,74.2,422,7.1,15.2,0.7,31.5,65.2,2.6,56.6,Bronx
466,10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,49,300,333,301,934,20092010,83.2,510,80.2,4.1,0,0.2,99.4,0.4,52.4,Bronx
467,10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,49,300,333,301,934,20102011,88.9,558,82.4,4.3,0,0,99.5,0,49.6,Bronx
