,DBN,School_Name,Num of SAT Test Takers,SAT Critical Reading Avg. Score,SAT Math Avg. Score,SAT Writing Avg. Score,avg_sat_score,schoolyear,frl_percent,total_enrollment,ell_percent,sped_percent,asian_per,black_per,hispanic_per,white_per,male_per,Borough
155,02M570,SATELLITE ACADEMY HIGH SCHOOL,33,350,337,345,1032,20092010,78.6,910,2,5.6,2.3,42.1,52.3,2.7,44.6,Manhattan
156,02M570,SATELLITE ACADEMY HIGH SCHOOL,33,350,337,345,1032,20102011,81.4,274,2.2,11.3,1.5,32.1,62,3.3,42.3,Manhattan
157,02M570,SATELLITE ACADEMY HIGH SCHOOL,33,350,337,345,1032,20112012,72.8,248,6.5,14.1,1.6,35.1,59.7,2.8,38.7,Manhattan
158,02M575,MANHATTAN COMPREHENSIVE NIGHT AND DAY HIGH SCHOOL,121,345,517,343,1205,20092010,92,862,65.4,2.9,33.2,33.5,27.4,4.8,57.8,Manhattan
159,02M580,RICHARD R. GREEN HIGH SCHOOL OF TEACHING,84,408,384,403,1195,20092010,75.2,614,5.7,16.3,3.4,35.3,57,2,29.5,Manhattan
160,02M580,RICHARD R. GREEN HIGH SCHOOL OF TEACHING,84,408,384,403,1195,20102011,76,608,6.4,18.8,3.6,37.5,55.3,2.8,30.1,Manhattan
161,02M580,RICHARD R. GREEN HIGH SCHOOL OF TEACHING,84,408,384,403,1195,20112012,67,610,6.4,21.8,2.3,35.1,59.3,2.3,32.6,Manhattan
162,02M586,HARVEY MILK HIGH SCHOOL,9,458,416,429,1303,20092010,83.5,98,1,27.6,1,33.7,60.2,5.1,50,Manhattan
163,02M586,HARVEY MILK HIGH SCHOOL,9,458,416,429,1303,20102011,84.5,74,2.7,25.7,4.1,40.5,48.6,5.4,60.8,Manhattan
164,02M586,HARVEY MILK HIGH SCHOOL,9,458,416,429,1303,20112012,75.7,68,1.5,22.1,5.9,38.2,39.7,16.2,47.1,Manhattan
165,02M600,THE HIGH SCHOOL OF FASHION INDUSTRIES,335,423,423,411,1257,20092010,76.7,1674,2.8,10.3,4.2,38.8,50.8,4.8,8.1,Manhattan
166,02M600,THE HIGH SCHOOL OF FASHION INDUSTRIES,335,423,423,411,1257,20102011,79.1,1634,2.9,11.1,4.1,40.2,50.7,4.3,7.8,Manhattan
167,02M600,THE HIGH SCHOOL OF FASHION INDUSTRIES,335,423,423,411,1257,20112012,68.3,1599,2.8,11.5,3.8,39.1,52.3,4.1,7.3,Manhattan
168,02M605,HUMANITIES PREPARATORY ACADEMY,36,426,403,426,1255,20092010,42.2,186,0,12.4,5.4,28.5,52.2,12.4,46.8,Manhattan
169,02M605,HUMANITIES PREPARATORY ACADEMY,36,426,403,426,1255,20102011,55.5,192,0,12.5,7.3,18.8,57.3,14.6,42.7,Manhattan
170,02M605,HUMANITIES PREPARATORY ACADEMY,36,426,403,426,1255,20112012,54,192,1,6.8,7.3,21.9,57.8,11.5,42.7,Manhattan
171,02M615,CHELSEA CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,83,399,418,390,1207,20092010,82.6,610,4.8,13.4,3.8,34.1,59.3,2.1,65.7,Manhattan
172,02M615,CHELSEA CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,83,399,418,390,1207,20102011,80.5,502,5,15.3,6.4,31.9,60.4,1.2,64.9,Manhattan
173,02M615,CHELSEA CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,83,399,418,390,1207,20112012,69.8,466,6.2,15.7,7.1,29.6,60.5,1.5,65,Manhattan
174,02M620,NORMAN THOMAS HIGH SCHOOL,154,370,379,359,1108,20092010,71.3,2139,15.7,11.1,3.2,27.1,67.2,1.4,50.7,Manhattan
175,02M620,NORMAN THOMAS HIGH SCHOOL,154,370,379,359,1108,20102011,76.8,1736,18.5,15,2,27.4,68.7,1.6,51.3,Manhattan
176,02M620,NORMAN THOMAS HIGH SCHOOL,154,370,379,359,1108,20112012,81.1,1127,19.3,15.5,1.6,25.6,70.6,2,52,Manhattan
177,02M625,HIGH SCHOOL OF GRAPHIC COMMUNICATION ARTS,191,395,382,376,1153,20092010,84.6,1820,9.8,15,2.6,32.5,61.3,2.3,46.4,Manhattan
178,02M625,HIGH SCHOOL OF GRAPHIC COMMUNICATION ARTS,191,395,382,376,1153,20102011,84.6,1699,10.5,17,3.1,31.6,62.7,2.4,47.2,Manhattan
179,02M625,HIGH SCHOOL OF GRAPHIC COMMUNICATION ARTS,191,395,382,376,1153,20112012,72.7,1433,9.1,17.2,3.1,30.3,63.8,2.6,46.5,Manhattan
180,02M630,ART AND DESIGN HIGH SCHOOL,270,444,441,430,1315,20092010,55.1,1387,2.6,10.2,7.1,27.3,52.6,10.5,49,Manhattan
181,02M630,ART AND DESIGN HIGH SCHOOL,270,444,441,430,1315,20102011,61.9,1283,2.3,9.9,8.7,27.4,50.7,11.8,48,Manhattan
182,02M630,ART AND DESIGN HIGH SCHOOL,270,444,441,430,1315,20112012,53.3,1344,1.6,11.1,9,26.8,51,12.6,46.7,Manhattan
183,02M655,LIFE SCIENCES SECONDARY SCHOOL,61,409,424,403,1236,20092010,77.1,700,6.9,18,2.1,30.3,64.3,1.7,53.4,Manhattan
184,02M655,LIFE SCIENCES SECONDARY SCHOOL,61,409,424,403,1236,20102011,80,674,7.6,19.6,3.4,28.6,64.8,1.6,53.1,Manhattan
185,02M655,LIFE SCIENCES SECONDARY SCHOOL,61,409,424,403,1236,20112012,70.3,717,7.9,19.7,3.3,28.6,64.3,2.4,51.6,Manhattan
186,03M283,MANHATTAN THEATRE LAB HIGH SCHOOL,27,406,379,408,1193,20092010,64.9,397,5.5,14.6,1,48.9,47.4,1.3,34.5,Manhattan
187,03M283,MANHATTAN THEATRE LAB HIGH SCHOOL,27,406,379,408,1193,20102011,62.8,393,8.1,16.8,1.5,47.3,49.4,1.5,36.6,Manhattan
188,03M283,MANHATTAN THEATRE LAB HIGH SCHOOL,27,406,379,408,1193,20112012,59.6,409,8.6,10.5,1.7,46,49.4,2.2,31.8,Manhattan
189,03M299,"HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY",49,374,384,374,1132,20092010,71,423,16.1,18.7,1.9,41.1,53.2,2.1,57.4,Manhattan
190,03M299,"HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY",49,374,384,374,1132,20102011,68.6,392,15.3,18.6,2,39,55.1,2.8,56.4,Manhattan
191,03M299,"HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY",49,374,384,374,1132,20112012,66.4,418,14.4,19.6,1,37.3,58.9,1.4,55.7,Manhattan
192,03M307,"URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES, THE",41,384,390,370,1144,20092010,76.9,368,8.4,19.8,1.4,41.3,52.4,3.5,56.3,Manhattan
193,03M307,"URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES, THE",41,384,390,370,1144,20102011,67.9,344,12.8,18.6,1.7,37.5,56.1,3.2,58.1,Manhattan
194,03M307,"URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES, THE",41,384,390,370,1144,20112012,68.8,366,12.8,15.3,2.2,37.4,56,3,57.9,Manhattan
195,03M404,INNOVATION DIPLOMA PLUS,12,416,403,381,1200,20092010,60,124,4,11.3,2.4,36.3,58.9,2.4,46.8,Manhattan
196,03M404,INNOVATION DIPLOMA PLUS,12,416,403,381,1200,20102011,61.3,233,3.9,9,1.7,33.5,62.7,2.1,45.9,Manhattan
197,03M404,INNOVATION DIPLOMA PLUS,12,416,403,381,1200,20112012,50.4,199,3.5,10.1,48.7,33.2,16.6,1.5,47.7,Manhattan
198,03M415,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL ARTS,32,371,368,370,1109,20092010,86.6,544,5.7,15.8,0.4,64.7,33.3,0.6,43.6,Manhattan
199,03M415,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL ARTS,32,371,368,370,1109,20102011,86.6,525,6.3,17.5,1,63.2,34.1,1.3,42.5,Manhattan
200,03M415,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL ARTS,32,371,368,370,1109,20112012,76.6,516,7.4,18.8,0.4,59.9,38.8,0.8,38.4,Manhattan
201,03M470,LOUIS D. BRANDEIS HIGH SCHOOL,131,370,390,358,1118,20092010,76.1,1562,31.2,7.6,1.9,26.8,69.8,1.1,49.3,Manhattan
202,03M470,LOUIS D. BRANDEIS HIGH SCHOOL,131,370,390,358,1118,20102011,76.1,814,29.9,10,1.8,27.3,69.7,1.1,51.4,Manhattan
203,03M470,LOUIS D. BRANDEIS HIGH SCHOOL,131,370,390,358,1118,20112012,68.6,291,27.8,10.7,2.1,29.6,67.4,1,50.5,Manhattan
204,03M479,BEACON HIGH SCHOOL,261,577,575,592,1744,20092010,19.8,1144,0.2,5.2,7.4,13.7,21.6,52.6,39.6,Manhattan
205,03M479,BEACON HIGH SCHOOL,261,577,575,592,1744,20102011,21.3,1159,0.3,4.8,8.1,16,23.1,52.3,40.6,Manhattan
206,03M479,BEACON HIGH SCHOOL,261,577,575,592,1744,20112012,18.4,1162,0.2,3.7,8.9,14.6,22.8,49.8,39,Manhattan
207,03M485,FIORELLO H. LAGUARDIA HIGH SCHOOL OF MUSIC & ART AND PERFORMING ARTS,531,566,564,577,1707,20092010,29.5,2527,0.1,1.1,19.7,15.7,17,46.5,25.2,Manhattan
208,03M485,FIORELLO H. LAGUARDIA HIGH SCHOOL OF MUSIC & ART AND PERFORMING ARTS,531,566,564,577,1707,20102011,26.9,2545,0,1,19.9,14.5,17,47.7,26.7,Manhattan
209,03M485,FIORELLO H. LAGUARDIA HIGH SCHOOL OF MUSIC & ART AND PERFORMING ARTS,531,566,564,577,1707,20112012,21.7,2605,0.2,1,19.6,12.9,16.6,49.2,26.4,Manhattan
210,03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",66,396,398,402,1196,20092010,75.5,470,10.9,13.4,2.8,48.7,44,3.4,37.2,Manhattan
211,03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",66,396,398,402,1196,20102011,82.7,498,10.8,15.1,2.8,47.4,46.2,3,41,Manhattan
212,03M492,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",66,396,398,402,1196,20112012,79.9,541,10.5,15.5,1.3,46.2,48.1,1.8,40.1,Manhattan
213,03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,75,433,433,411,1277,20092010,76.4,593,9.1,14.2,3.7,38.8,54,2.4,68,Manhattan
214,03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,75,433,433,411,1277,20102011,83.2,585,9.4,14.2,4.6,36.1,56.9,1.9,69.1,Manhattan
215,03M494,HIGH SCHOOL OF ARTS AND TECHNOLOGY,75,433,433,411,1277,20112012,79.8,603,10.4,17.2,5,34.8,57.2,2.3,67.7,Manhattan
216,03M505,EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL,35,401,369,351,1121,20092010,80.4,593,6.2,16.7,1.2,32.9,63.9,1.2,45.9,Manhattan
217,03M505,EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL,35,401,369,351,1121,20102011,80.4,562,7.1,20.6,0.7,35.9,62.1,0.7,42.7,Manhattan
218,03M505,EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL,35,401,369,351,1121,20112012,70.5,564,7.8,23,0.5,34.6,64.4,0.5,44.3,Manhattan
219,03M541,MANHATTAN / HUNTER SCIENCE HIGH SCHOOL,111,473,506,467,1446,20092010,53.1,437,2.1,4.3,28.4,19,39.1,10.5,47.1,Manhattan
220,03M541,MANHATTAN / HUNTER SCIENCE HIGH SCHOOL,111,473,506,467,1446,20102011,64.6,454,1.3,4.2,25.6,20.9,41.2,11.7,45.6,Manhattan
221,03M541,MANHATTAN / HUNTER SCIENCE HIGH SCHOOL,111,473,506,467,1446,20112012,55.2,453,1.3,3.8,25.6,21.4,41.5,10.2,41.1,Manhattan
222,03M860,FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL,43,356,379,361,1096,20092010,74.4,441,4.3,20,0.5,79.4,18.8,0.5,52.8,Manhattan
223,03M860,FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL,43,356,379,361,1096,20102011,59.1,412,5.1,23.3,1,78.6,17,1.7,53.6,Manhattan
224,03M860,FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL,43,356,379,361,1096,20112012,64.2,413,5.8,20.8,0.7,77.7,18.9,1.5,54.2,Manhattan
225,04M409,COALITION SCHOOL FOR SOCIAL CHANGE,48,354,357,373,1084,20092010,83.7,385,9.6,17.4,0.5,30.4,66.5,0.8,42.1,Manhattan
226,04M409,COALITION SCHOOL FOR SOCIAL CHANGE,48,354,357,373,1084,20102011,83.7,396,12.6,21.7,1.3,35.4,62.4,0.5,41.4,Manhattan
227,04M409,COALITION SCHOOL FOR SOCIAL CHANGE,48,354,357,373,1084,20112012,71.8,349,9.7,24.4,0.9,39.3,58.7,0.9,44.4,Manhattan
228,04M435,MANHATTAN CENTER FOR SCIENCE AND MATHEMATICS,375,461,514,455,1430,20092010,77.1,1696,5.5,8,19.2,21.3,56,2.7,45.6,Manhattan
229,04M435,MANHATTAN CENTER FOR SCIENCE AND MATHEMATICS,375,461,514,455,1430,20102011,79.2,1711,4.3,6.4,19.9,20.4,57.2,2,46.1,Manhattan
230,04M435,MANHATTAN CENTER FOR SCIENCE AND MATHEMATICS,375,461,514,455,1430,20112012,71.6,1650,2.7,5.8,20.1,19.7,57.4,2.2,46.4,Manhattan
231,04M495,PARK EAST HIGH SCHOOL,51,373,379,376,1128,20092010,79.7,367,7.6,15.5,1.9,40.1,54.2,1.9,43.1,Manhattan
232,04M495,PARK EAST HIGH SCHOOL,51,373,379,376,1128,20102011,83.5,360,5.8,13.1,3.1,36.9,58.9,0.8,41.4,Manhattan
233,04M495,PARK EAST HIGH SCHOOL,51,373,379,376,1128,20112012,76.8,349,4.3,10.6,4.9,33.2,59.6,0.3,42.1,Manhattan
234,04M555,CENTRAL PARK EAST HIGH SCHOOL,73,405,421,395,1221,20092010,80.1,332,6,14.8,4.8,31.9,58.4,2.1,44,Manhattan
235,04M555,CENTRAL PARK EAST HIGH SCHOOL,73,405,421,395,1221,20102011,80.1,404,4.5,14.1,5.7,29,62.6,1.5,33.7,Manhattan
236,04M555,CENTRAL PARK EAST HIGH SCHOOL,73,405,421,395,1221,20112012,70.4,445,4,13.5,6.5,26.7,64.5,1.6,32.1,Manhattan
237,04M610,YOUNG WOMEN'S LEADERSHIP SCHOOL,70,432,446,448,1326,20092010,82.9,437,1.6,6.2,4.1,34.1,58.4,0.7,0,Manhattan
238,04M610,YOUNG WOMEN'S LEADERSHIP SCHOOL,70,432,446,448,1326,20102011,79.2,450,1.6,5.6,4.7,35.1,58.2,1.6,0,Manhattan
239,04M610,YOUNG WOMEN'S LEADERSHIP SCHOOL,70,432,446,448,1326,20112012,67.3,449,2.2,6.7,5.1,31.2,60.1,1.6,0,Manhattan
240,04M635,ACADEMY OF ENVIRONMENTAL SCIENCE SECONDARY HIGH SCHOOL,48,369,369,357,1095,20092010,68.2,437,11.7,15.8,2.7,32,62.2,0.9,56.3,Manhattan
241,04M635,ACADEMY OF ENVIRONMENTAL SCIENCE SECONDARY HIGH SCHOOL,48,369,369,357,1095,20102011,68.2,307,14.3,16,3.6,31.3,63.8,0.7,56.4,Manhattan
242,04M635,ACADEMY OF ENVIRONMENTAL SCIENCE SECONDARY HIGH SCHOOL,48,369,369,357,1095,20112012,62.7,192,13.5,18.8,4.2,27.6,65.6,2.1,62,Manhattan
243,04M680,"HERITAGE SCHOOL, THE",31,358,351,345,1054,20092010,81.5,318,6.9,22,0.3,29.6,65.4,2.8,53.5,Manhattan
244,04M680,"HERITAGE SCHOOL, THE",31,358,351,345,1054,20102011,74,303,6.6,22.8,0.7,27.4,69.6,2,50.5,Manhattan
245,04M680,"HERITAGE SCHOOL, THE",31,358,351,345,1054,20112012,71.8,294,6.8,24.8,0.3,28.9,69.4,1,48.6,Manhattan
246,05M285,HARLEM RENAISSANCE HIGH SCHOOL,29,357,318,333,1008,20092010,79,225,0.9,11.1,0,62.7,34.7,1.3,39.6,Manhattan
247,05M285,HARLEM RENAISSANCE HIGH SCHOOL,29,357,318,333,1008,20102011,72.9,225,1.8,13.3,0,64,35.6,0.4,40,Manhattan
248,05M285,HARLEM RENAISSANCE HIGH SCHOOL,29,357,318,333,1008,20112012,67.6,222,9.5,10.8,0.5,62.2,36.9,0.5,39.2,Manhattan
249,05M304,MOTT HALL HIGH SCHOOL,54,413,399,398,1210,20092010,73.3,404,6.4,13.4,0.5,32.9,63.4,2.2,49,Manhattan
250,05M304,MOTT HALL HIGH SCHOOL,54,413,399,398,1210,20102011,66.8,398,6.5,14.1,0.3,35.2,63.3,1.3,53,Manhattan
251,05M304,MOTT HALL HIGH SCHOOL,54,413,399,398,1210,20112012,78.5,426,8.7,15.5,0.9,35,63.8,0.2,53.5,Manhattan
252,05M367,ACADEMY FOR SOCIAL ACTION: A COLLEGE BOARD SCHOOL,33,354,366,342,1062,20092010,74,397,9.1,18.9,0.5,61.7,37,0.3,44.8,Manhattan
253,05M367,ACADEMY FOR SOCIAL ACTION: A COLLEGE BOARD SCHOOL,33,354,366,342,1062,20102011,80.3,423,8.3,21.7,0.7,63.6,35.7,0,46.8,Manhattan
254,05M367,ACADEMY FOR SOCIAL ACTION: A COLLEGE BOARD SCHOOL,33,354,366,342,1062,20112012,67,425,9.9,21.6,0.5,61.4,38.1,0,48.7,Manhattan
255,05M369,URBAN ASSEMBLY SCHOOL FOR THE PERFORMING ARTS,56,360,353,364,1077,20092010,91.7,331,3.6,11.5,0.6,59.2,36.9,1.5,22.1,Manhattan
256,05M369,URBAN ASSEMBLY SCHOOL FOR THE PERFORMING ARTS,56,360,353,364,1077,20102011,83.1,348,4.6,15.5,0.9,58.6,38.8,1.1,20.7,Manhattan
257,05M369,URBAN ASSEMBLY SCHOOL FOR THE PERFORMING ARTS,56,360,353,364,1077,20112012,77.7,374,6.1,16.6,0.5,59.1,38.2,0.8,25.4,Manhattan
258,05M469,CHOIR ACADEMY OF HARLEM,20,354,360,385,1099,20092010,79.3,417,3.6,13.7,0,78.7,20.1,0.2,38.6,Manhattan
259,05M469,CHOIR ACADEMY OF HARLEM,20,354,360,385,1099,20102011,91.7,333,3.3,14.1,0,76,22.5,0.6,37.2,Manhattan
260,05M469,CHOIR ACADEMY OF HARLEM,20,354,360,385,1099,20112012,81.9,347,2,13.3,0.3,76.1,22.5,0.6,39.8,Manhattan
261,05M499,FREDERICK DOUGLASS ACADEMY,214,458,474,442,1374,20092010,71.8,1596,1.2,6.9,1.3,72.6,24.2,0.7,48.2,Manhattan
262,05M499,FREDERICK DOUGLASS ACADEMY,214,458,474,442,1374,20102011,67,1543,1.6,6.6,1.1,75,22.9,0.9,49.4,Manhattan
263,05M499,FREDERICK DOUGLASS ACADEMY,214,458,474,442,1374,20112012,57.6,1556,2.4,8.9,1.2,74.4,22.8,1.3,52.2,Manhattan
264,05M670,THURGOOD MARSHALL ACADEMY FOR LEARNING AND SOCIAL CHANGE,66,396,402,404,1202,20092010,73.5,570,1.8,10.5,1.4,70.9,25.6,0.7,45.3,Manhattan
265,05M670,THURGOOD MARSHALL ACADEMY FOR LEARNING AND SOCIAL CHANGE,66,396,402,404,1202,20102011,77.1,580,2.2,11.2,0.2,76.2,22.6,0.3,44.8,Manhattan
266,05M670,THURGOOD MARSHALL ACADEMY FOR LEARNING AND SOCIAL CHANGE,66,396,402,404,1202,20112012,65.1,580,1.4,10,0.2,78.1,20.9,0.2,44.1,Manhattan
267,05M685,BREAD & ROSES INTEGRATED ARTS HIGH SCHOOL,61,369,361,355,1085,20092010,60,512,13.9,17,0.6,51.8,46.3,0.6,46.7,Manhattan
268,05M685,BREAD & ROSES INTEGRATED ARTS HIGH SCHOOL,61,369,361,355,1085,20102011,70.9,518,15.6,17.6,0.6,53.9,44.4,0.6,46.5,Manhattan
269,05M685,BREAD & ROSES INTEGRATED ARTS HIGH SCHOOL,61,369,361,355,1085,20112012,71.8,524,17.6,21,0.4,53.2,45.4,0.6,48.9,Manhattan
270,05M692,"HIGH SCHOOL FOR MATHEMATICS, SCIENCE AND ENGINEERING AT CITY COLLEGE",101,605,654,588,1847,20112012,18.5,406,0,0,36.2,15,21.2,26.1,65.8,Manhattan
271,06M293,CITY COLLEGE ACADEMY OF THE ARTS,60,408,446,416,1270,20092010,85,414,11.1,17.9,1.4,6.3,90.8,1.4,41.3,Manhattan
272,06M293,CITY COLLEGE ACADEMY OF THE ARTS,60,408,446,416,1270,20102011,85.3,513,9.2,15.4,1,6,91.2,1.6,40.2,Manhattan
273,06M293,CITY COLLEGE ACADEMY OF THE ARTS,60,408,446,416,1270,20112012,71.6,586,6.1,13.1,0.7,6,92,1.2,39.6,Manhattan
274,06M346,COMMUNITY HEALTH ACADEMY OF THE HEIGHTS,55,362,376,367,1105,20092010,86.5,432,29.6,20.6,0,5.3,93.8,0.5,53.7,Manhattan
275,06M346,COMMUNITY HEALTH ACADEMY OF THE HEIGHTS,55,362,376,367,1105,20102011,84.9,458,29.9,19.2,0.2,7.2,92.1,0.2,51.3,Manhattan
276,06M346,COMMUNITY HEALTH ACADEMY OF THE HEIGHTS,55,362,376,367,1105,20112012,78.8,520,30,17.3,0.2,5.2,93.8,0.8,52.3,Manhattan
277,06M348,WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL,70,380,395,399,1174,20092010,90.6,427,23.7,18.3,0,2.1,97.4,0.2,54.8,Manhattan
278,06M348,WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL,70,380,395,399,1174,20102011,94.8,524,21.8,18.5,0,2.1,97.1,0,55.5,Manhattan
279,06M348,WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL,70,380,395,399,1174,20112012,87.5,602,19.6,18.1,0,2.3,96.7,0.3,55.8,Manhattan
280,06M462,HIGH SCHOOL FOR INTERNATIONAL BUSINESS AND FINANCE,76,365,384,378,1127,20092010,91.6,666,35.6,12.8,0.6,7.4,89.9,1.1,58.1,Manhattan
281,06M462,HIGH SCHOOL FOR INTERNATIONAL BUSINESS AND FINANCE,76,365,384,378,1127,20102011,92.3,644,38.5,15.1,0.3,5.6,90.7,1.4,60.1,Manhattan
282,06M462,HIGH SCHOOL FOR INTERNATIONAL BUSINESS AND FINANCE,76,365,384,378,1127,20112012,89.3,630,43,13.7,0.5,5.2,91.4,1.4,63.8,Manhattan
283,06M463,HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS,63,369,380,349,1098,20092010,80.7,620,25.6,10.3,0.6,6.1,92.3,0.3,60.6,Manhattan
284,06M463,HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS,63,369,380,349,1098,20102011,81.9,563,27.4,13.7,0.9,7.1,90.9,0.7,62.2,Manhattan
285,06M463,HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS,63,369,380,349,1098,20112012,83.8,572,26.9,17,1,10.7,87.1,0.5,63.5,Manhattan
286,06M467,HIGH SCHOOL FOR LAW AND PUBLIC SERVICE,94,363,378,361,1102,20092010,66,678,24.8,13.6,0.3,10.3,88.3,1,52.7,Manhattan
287,06M467,HIGH SCHOOL FOR LAW AND PUBLIC SERVICE,94,363,378,361,1102,20102011,70.3,665,28.6,15.3,0.8,12.9,85.3,1.1,53.8,Manhattan
288,06M467,HIGH SCHOOL FOR LAW AND PUBLIC SERVICE,94,363,378,361,1102,20112012,72.5,694,32,16.7,1,13,84.4,1.3,58.6,Manhattan
289,06M468,HIGH SCHOOL FOR HEALTH CAREERS AND SCIENCES,24,400,422,402,1224,20092010,88.4,658,30.4,12.3,1.1,8.7,89.4,0.9,51.2,Manhattan
290,06M468,HIGH SCHOOL FOR HEALTH CAREERS AND SCIENCES,24,400,422,402,1224,20102011,87.9,711,32.8,12.2,1,9.1,88.5,1.1,51.3,Manhattan
291,06M468,HIGH SCHOOL FOR HEALTH CAREERS AND SCIENCES,24,400,422,402,1224,20112012,90.7,679,31.2,13.8,0.7,13.7,83.8,1,52.7,Manhattan
292,06M540,A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,228,430,456,423,1309,20092010,74.7,1473,2.4,6.2,3.1,33.7,62.3,0.5,49.8,Manhattan
293,06M540,A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,228,430,456,423,1309,20102011,76.2,1492,2.5,5.2,2.9,33.4,63,0.5,49.5,Manhattan
294,06M540,A. PHILIP RANDOLPH CAMPUS HIGH SCHOOL,228,430,456,423,1309,20112012,76.3,1285,2.3,5.5,4,32.8,62.3,0.7,49.9,Manhattan
295,06M552,GREGORIO LUPERON HIGH SCHOOL FOR SCIENCE AND MATHEMATICS,56,339,349,326,1014,20092010,97.5,486,82.3,0,0,0,100,0,48.4,Manhattan
296,06M552,GREGORIO LUPERON HIGH SCHOOL FOR SCIENCE AND MATHEMATICS,56,339,349,326,1014,20102011,97.3,477,91.6,0,0,0,100,0,48.8,Manhattan
297,06M552,GREGORIO LUPERON HIGH SCHOOL FOR SCIENCE AND MATHEMATICS,56,339,349,326,1014,20112012,92.8,472,89.6,0,0,0,99.8,0,48.9,Manhattan
298,07X221,SOUTH BRONX PREPARATORY: A COLLEGE BOARD SCHOOL,65,364,378,348,1090,20092010,81.1,577,8.5,18,1,31.2,67.1,0.3,44.9,Bronx
299,07X221,SOUTH BRONX PREPARATORY: A COLLEGE BOARD SCHOOL,65,364,378,348,1090,20102011,81.1,588,8.3,18,1,30.4,68,0.3,47.4,Bronx
300,07X221,SOUTH BRONX PREPARATORY: A COLLEGE BOARD SCHOOL,65,364,378,348,1090,20112012,72.9,622,8.8,19.3,0.6,29.9,68.8,0.5,47.4,Bronx
301,07X321,CROTONA ACADEMY HIGH SCHOOL,9,379,364,382,1125,20092010,74.6,137,6.6,6.6,2.9,46.7,48.9,1.5,36.5,Bronx
302,07X321,CROTONA ACADEMY HIGH SCHOOL,9,379,364,382,1125,20102011,73.3,132,3,8.3,0.8,43.9,52.3,3,40.2,Bronx
303,07X321,CROTONA ACADEMY HIGH SCHOOL,9,379,364,382,1125,20112012,78.3,124,2.4,6.5,0.8,42.7,54,0.8,31.5,Bronx
304,07X334,INTERNATIONAL COMMUNITY HIGH SCHOOL,34,310,324,311,945,20092010,95.6,354,90.7,2.3,2,28.8,66.7,2.3,55.1,Bronx
305,07X334,INTERNATIONAL COMMUNITY HIGH SCHOOL,34,310,324,311,945,20102011,95.1,371,89.5,2.2,4.3,23.7,68.7,3,52,Bronx
306,07X334,INTERNATIONAL COMMUNITY HIGH SCHOOL,34,310,324,311,945,20112012,77.5,393,90.1,1.8,4.8,20.1,71.8,2,48.6,Bronx
307,07X427,COMMUNITY SCHOOL FOR SOCIAL JUSTICE,43,361,359,357,1077,20092010,92.2,343,8.7,20.1,0.3,37.9,59.5,1.2,41.4,Bronx
308,07X427,COMMUNITY SCHOOL FOR SOCIAL JUSTICE,43,361,359,357,1077,20102011,94.4,332,11.7,19.9,0.3,36.1,62.7,0.9,43.7,Bronx
309,07X427,COMMUNITY SCHOOL FOR SOCIAL JUSTICE,43,361,359,357,1077,20112012,82.7,319,13.2,19.7,0.6,32.3,65.5,0.9,49.2,Bronx
310,07X473,MOTT HAVEN VILLAGE PREPARATORY HIGH SCHOOL,63,351,375,371,1097,20092010,75.8,344,11.3,19.2,1.5,26.2,71.8,0,51.2,Bronx
311,07X473,MOTT HAVEN VILLAGE PREPARATORY HIGH SCHOOL,63,351,375,371,1097,20102011,82.6,362,11,20.2,0.8,25.4,73.2,0,51.9,Bronx
