DBN,SchoolName,AP Test Takers,Total Exams Taken,Number of Exams with scores 3 4 or 5,schoolyear,frl_percent,total_enrollment,ell_percent,sped_percent,asian_per,black_per,hispanic_per,white_per,male_per,StartingYear,EndingYear,Num of SAT Test Takers,SAT Critical Reading Avg. Score,SAT Math Avg. Score,SAT Writing Avg. Score,avg_sat_score,avg_class_size,avg_largest_class,avg_smallest_class,Borough,lat_long,lat,long,Total Grads - % of cohort,Dropped Out - % of cohort,exams_per_student,high_score_percent
02M655,LIFE SCIENCES SECONDARY SCHL,50,90,10,20112012,70.3,717,7.9,19.7,3.3,28.6,64.3,2.4,51.6,2011,2012,61,409,424,403,1236,23.92105263,30.52631579,16.68421053,Manhattan,"(40.78364426, -73.945741777)",40.78364426,-73.94574178,79.7,5.9,1.8,11.11111111111111
03M479,BEACON SCHOOL,166,197,140,20092010,19.8,1144,0.2,5.2,7.4,13.7,21.6,52.6,39.6,2009,2010,261,577,575,592,1744,30.78333333,33.66666667,26.08333333,Manhattan,"(40.772158119, -73.987796535)",40.77215812,-73.98779654,96.3,0,1.1867469879518073,71.06598984771574
03M479,BEACON SCHOOL,166,197,140,20102011,21.3,1159,0.3,4.8,8.1,16,23.1,52.3,40.6,2010,2011,261,577,575,592,1744,30.78333333,33.66666667,26.08333333,Manhattan,"(40.772158119, -73.987796535)",40.77215812,-73.98779654,96.3,0,1.1867469879518073,71.06598984771574
03M479,BEACON SCHOOL,166,197,140,20112012,18.4,1162,0.2,3.7,8.9,14.6,22.8,49.8,39,2011,2012,261,577,575,592,1744,30.78333333,33.66666667,26.08333333,Manhattan,"(40.772158119, -73.987796535)",40.77215812,-73.98779654,96.3,0,1.1867469879518073,71.06598984771574
03M485,FIORELLO H.LAGUARDIA HS,691,1236,790,20092010,29.5,2527,0.1,1.1,19.7,15.7,17,46.5,25.2,2009,2010,531,566,564,577,1707,31.30625,34.25,25.125,Manhattan,"(40.773670507, -73.985268558)",40.77367051,-73.98526856,97.1,0.9,1.788712011577424,63.915857605178
03M485,FIORELLO H.LAGUARDIA HS,691,1236,790,20102011,26.9,2545,0,1,19.9,14.5,17,47.7,26.7,2010,2011,531,566,564,577,1707,31.30625,34.25,25.125,Manhattan,"(40.773670507, -73.985268558)",40.77367051,-73.98526856,97.1,0.9,1.788712011577424,63.915857605178
03M485,FIORELLO H.LAGUARDIA HS,691,1236,790,20112012,21.7,2605,0.2,1,19.6,12.9,16.6,49.2,26.4,2011,2012,531,566,564,577,1707,31.30625,34.25,25.125,Manhattan,"(40.773670507, -73.985268558)",40.77367051,-73.98526856,97.1,0.9,1.788712011577424,63.915857605178
03M494,"MLK, JR HS FOR ARTS & TECH",38,38,6,20092010,76.4,593,9.1,14.2,3.7,38.8,54,2.4,68,2009,2010,75,433,433,411,1277,28.07142857,31.92857143,21.85714286,Manhattan,"(40.774296411, -73.984822701)",40.77429641,-73.9848227,62.8,6.6,1,15.789473684210526
03M494,"MLK, JR HS FOR ARTS & TECH",38,38,6,20102011,83.2,585,9.4,14.2,4.6,36.1,56.9,1.9,69.1,2010,2011,75,433,433,411,1277,28.07142857,31.92857143,21.85714286,Manhattan,"(40.774296411, -73.984822701)",40.77429641,-73.9848227,62.8,6.6,1,15.789473684210526
03M494,"MLK, JR HS FOR ARTS & TECH",38,38,6,20112012,79.8,603,10.4,17.2,5,34.8,57.2,2.3,67.7,2011,2012,75,433,433,411,1277,28.07142857,31.92857143,21.85714286,Manhattan,"(40.774296411, -73.984822701)",40.77429641,-73.9848227,62.8,6.6,1,15.789473684210526
04M435,MANHATTAN CENTER-SCIENCE&MATH,328,426,261,20092010,77.1,1696,5.5,8,19.2,21.3,56,2.7,45.6,2009,2010,375,461,514,455,1430,31.06666667,34.11111111,24,Manhattan,"(40.793741706, -73.934084142)",40.79374171,-73.93408414,87.7,1.3,1.298780487804878,61.267605633802816
04M435,MANHATTAN CENTER-SCIENCE&MATH,328,426,261,20102011,79.2,1711,4.3,6.4,19.9,20.4,57.2,2,46.1,2010,2011,375,461,514,455,1430,31.06666667,34.11111111,24,Manhattan,"(40.793741706, -73.934084142)",40.79374171,-73.93408414,87.7,1.3,1.298780487804878,61.267605633802816
04M435,MANHATTAN CENTER-SCIENCE&MATH,328,426,261,20112012,71.6,1650,2.7,5.8,20.1,19.7,57.4,2.2,46.4,2011,2012,375,461,514,455,1430,31.06666667,34.11111111,24,Manhattan,"(40.793741706, -73.934084142)",40.79374171,-73.93408414,87.7,1.3,1.298780487804878,61.267605633802816
04M610,THE YOUNG WOMEN'S LEADERSHIP SCHOOL OF EAST HARLEM,41,55,29,20092010,82.9,437,1.6,6.2,4.1,34.1,58.4,0.7,0,2009,2010,70,432,446,448,1326,25.71176471,27.94117647,23,Manhattan,"(40.792706956, -73.947299662)",40.79270696,-73.94729966,100,0,1.3414634146341464,52.72727272727272
04M610,THE YOUNG WOMEN'S LEADERSHIP SCHOOL OF EAST HARLEM,41,55,29,20102011,79.2,450,1.6,5.6,4.7,35.1,58.2,1.6,0,2010,2011,70,432,446,448,1326,25.71176471,27.94117647,23,Manhattan,"(40.792706956, -73.947299662)",40.79270696,-73.94729966,100,0,1.3414634146341464,52.72727272727272
04M610,THE YOUNG WOMEN'S LEADERSHIP SCHOOL OF EAST HARLEM,41,55,29,20112012,67.3,449,2.2,6.7,5.1,31.2,60.1,1.6,0,2011,2012,70,432,446,448,1326,25.71176471,27.94117647,23,Manhattan,"(40.792706956, -73.947299662)",40.79270696,-73.94729966,100,0,1.3414634146341464,52.72727272727272
05M499,FREDRICK DOUGLAS SEC. SCHOOL,163,226,159,20092010,71.8,1596,1.2,6.9,1.3,72.6,24.2,0.7,48.2,2009,2010,214,458,474,442,1374,26.68125,31.625,19.6875,Manhattan,"(40.824308385, -73.936979613)",40.82430839,-73.93697961,82.6,3.5,1.3865030674846626,70.35398230088495
05M499,FREDRICK DOUGLAS SEC. SCHOOL,163,226,159,20102011,67,1543,1.6,6.6,1.1,75,22.9,0.9,49.4,2010,2011,214,458,474,442,1374,26.68125,31.625,19.6875,Manhattan,"(40.824308385, -73.936979613)",40.82430839,-73.93697961,82.6,3.5,1.3865030674846626,70.35398230088495
05M499,FREDRICK DOUGLAS SEC. SCHOOL,163,226,159,20112012,57.6,1556,2.4,8.9,1.2,74.4,22.8,1.3,52.2,2011,2012,214,458,474,442,1374,26.68125,31.625,19.6875,Manhattan,"(40.824308385, -73.936979613)",40.82430839,-73.93697961,82.6,3.5,1.3865030674846626,70.35398230088495
05M692,HIGH SCHOOL FOR MATH SCIENCE ENGINEERING @ CCNY,114,124,71,20112012,18.5,406,0,0,36.2,15,21.2,26.1,65.8,2011,2012,101,605,654,588,1847,21.68125,25.625,17.4375,Manhattan,"(40.821123112, -73.948845244)",40.82112311,-73.94884524,95.3,0,1.087719298245614,57.25806451612904
06M462,H.S. INT'L BUSINESS & FINANCE,108,135,43,20092010,91.6,666,35.6,12.8,0.6,7.4,89.9,1.1,58.1,2009,2010,76,365,384,378,1127,26.0375,30.5,20.5625,Manhattan,"(40.855938307, -73.927029634)",40.85593831,-73.92702963,74.1,9.2,1.25,31.851851851851855
06M462,H.S. INT'L BUSINESS & FINANCE,108,135,43,20102011,92.3,644,38.5,15.1,0.3,5.6,90.7,1.4,60.1,2010,2011,76,365,384,378,1127,26.0375,30.5,20.5625,Manhattan,"(40.855938307, -73.927029634)",40.85593831,-73.92702963,74.1,9.2,1.25,31.851851851851855
06M462,H.S. INT'L BUSINESS & FINANCE,108,135,43,20112012,89.3,630,43,13.7,0.5,5.2,91.4,1.4,63.8,2011,2012,76,365,384,378,1127,26.0375,30.5,20.5625,Manhattan,"(40.855938307, -73.927029634)",40.85593831,-73.92702963,74.1,9.2,1.25,31.851851851851855
06M467,H.S. LAW & PUBLIC SERVICE,141,212,82,20092010,66,678,24.8,13.6,0.3,10.3,88.3,1,52.7,2009,2010,94,363,378,361,1102,24.96666667,31,19.05555556,Manhattan,"(40.855938307, -73.927029634)",40.85593831,-73.92702963,71.3,9.4,1.50354609929078,38.67924528301887
06M467,H.S. LAW & PUBLIC SERVICE,141,212,82,20102011,70.3,665,28.6,15.3,0.8,12.9,85.3,1.1,53.8,2010,2011,94,363,378,361,1102,24.96666667,31,19.05555556,Manhattan,"(40.855938307, -73.927029634)",40.85593831,-73.92702963,71.3,9.4,1.50354609929078,38.67924528301887
06M467,H.S. LAW & PUBLIC SERVICE,141,212,82,20112012,72.5,694,32,16.7,1,13,84.4,1.3,58.6,2011,2012,94,363,378,361,1102,24.96666667,31,19.05555556,Manhattan,"(40.855938307, -73.927029634)",40.85593831,-73.92702963,71.3,9.4,1.50354609929078,38.67924528301887
06M468,H.S. HEALTH CAREERS & SCIENCE,32,38,17,20092010,88.4,658,30.4,12.3,1.1,8.7,89.4,0.9,51.2,2009,2010,24,400,422,402,1224,27.63125,31.3125,22.4375,Manhattan,"(40.855938307, -73.927029634)",40.85593831,-73.92702963,55.7,20.9,1.1875,44.73684210526316
06M468,H.S. HEALTH CAREERS & SCIENCE,32,38,17,20102011,87.9,711,32.8,12.2,1,9.1,88.5,1.1,51.3,2010,2011,24,400,422,402,1224,27.63125,31.3125,22.4375,Manhattan,"(40.855938307, -73.927029634)",40.85593831,-73.92702963,55.7,20.9,1.1875,44.73684210526316
06M468,H.S. HEALTH CAREERS & SCIENCE,32,38,17,20112012,90.7,679,31.2,13.8,0.7,13.7,83.8,1,52.7,2011,2012,24,400,422,402,1224,27.63125,31.3125,22.4375,Manhattan,"(40.855938307, -73.927029634)",40.85593831,-73.92702963,55.7,20.9,1.1875,44.73684210526316
06M540,A PHILIP RANDOLPH CAMPUS,165,222,72,20092010,74.7,1473,2.4,6.2,3.1,33.7,62.3,0.5,49.8,2009,2010,228,430,456,423,1309,30.04210526,32.68421053,23.84210526,Manhattan,"(40.818321269, -73.950613828)",40.81832127,-73.95061383,71.2,3,1.3454545454545455,32.432432432432435
06M540,A PHILIP RANDOLPH CAMPUS,165,222,72,20102011,76.2,1492,2.5,5.2,2.9,33.4,63,0.5,49.5,2010,2011,228,430,456,423,1309,30.04210526,32.68421053,23.84210526,Manhattan,"(40.818321269, -73.950613828)",40.81832127,-73.95061383,71.2,3,1.3454545454545455,32.432432432432435
06M540,A PHILIP RANDOLPH CAMPUS,165,222,72,20112012,76.3,1285,2.3,5.5,4,32.8,62.3,0.7,49.9,2011,2012,228,430,456,423,1309,30.04210526,32.68421053,23.84210526,Manhattan,"(40.818321269, -73.950613828)",40.81832127,-73.95061383,71.2,3,1.3454545454545455,32.432432432432435
06M552,GREGORIO LUPERON HS SCI & MATH,88,138,73,20092010,97.5,486,82.3,0,0,0,100,0,48.4,2009,2010,56,339,349,326,1014,25.43076923,29.53846154,20.84615385,Manhattan,"(40.838032322, -73.938371018)",40.83803232,-73.93837102,81.3,8.8,1.5681818181818181,52.89855072463768
06M552,GREGORIO LUPERON HS SCI & MATH,88,138,73,20102011,97.3,477,91.6,0,0,0,100,0,48.8,2010,2011,56,339,349,326,1014,25.43076923,29.53846154,20.84615385,Manhattan,"(40.838032322, -73.938371018)",40.83803232,-73.93837102,81.3,8.8,1.5681818181818181,52.89855072463768
06M552,GREGORIO LUPERON HS SCI & MATH,88,138,73,20112012,92.8,472,89.6,0,0,0,99.8,0,48.9,2011,2012,56,339,349,326,1014,25.43076923,29.53846154,20.84615385,Manhattan,"(40.838032322, -73.938371018)",40.83803232,-73.93837102,81.3,8.8,1.5681818181818181,52.89855072463768
07X221,South Bronx Preparatory: A College Board School,63,89,24,20092010,81.1,577,8.5,18,1,31.2,67.1,0.3,44.9,2009,2010,65,364,378,348,1090,21.38666667,25.26666667,17.33333333,Bronx,"(40.814010816, -73.920836517)",40.81401082,-73.92083652,80,3.8,1.4126984126984128,26.96629213483146
07X221,South Bronx Preparatory: A College Board School,63,89,24,20102011,81.1,588,8.3,18,1,30.4,68,0.3,47.4,2010,2011,65,364,378,348,1090,21.38666667,25.26666667,17.33333333,Bronx,"(40.814010816, -73.920836517)",40.81401082,-73.92083652,80,3.8,1.4126984126984128,26.96629213483146
07X221,South Bronx Preparatory: A College Board School,63,89,24,20112012,72.9,622,8.8,19.3,0.6,29.9,68.8,0.5,47.4,2011,2012,65,364,378,348,1090,21.38666667,25.26666667,17.33333333,Bronx,"(40.814010816, -73.920836517)",40.81401082,-73.92083652,80,3.8,1.4126984126984128,26.96629213483146
07X500,LINCOLN ACADEMY/ HOSTOS,64,107,39,20092010,67.2,560,6.4,15.2,1.8,26.4,70.9,0.9,44.3,2009,2010,66,420,426,411,1257,21.35555556,24.16666667,18.77777778,Bronx,"(40.814955342, -73.912519542)",40.81495534,-73.91251954,83.6,1.6,1.671875,36.44859813084112
07X500,LINCOLN ACADEMY/ HOSTOS,64,107,39,20102011,76.2,600,6.2,12.2,1.8,25,72,0.7,44.5,2010,2011,66,420,426,411,1257,21.35555556,24.16666667,18.77777778,Bronx,"(40.814955342, -73.912519542)",40.81495534,-73.91251954,83.6,1.6,1.671875,36.44859813084112
07X500,LINCOLN ACADEMY/ HOSTOS,64,107,39,20112012,68.3,538,5.6,11.9,2,24,72.7,0.7,45.2,2011,2012,66,420,426,411,1257,21.35555556,24.16666667,18.77777778,Bronx,"(40.814955342, -73.912519542)",40.81495534,-73.91251954,83.6,1.6,1.671875,36.44859813084112
07X520,FOREIGN LANG ACAD/GLOBAL STUD,13,13,12,20092010,92.4,457,14.2,17.7,2.8,22.8,72.2,1.3,45.3,2009,2010,64,399,396,391,1186,23.2125,27,19.3125,Bronx,"(40.811138856, -73.909787127)",40.81113886,-73.90978713,60.3,7.4,1,92.3076923076923
07X520,FOREIGN LANG ACAD/GLOBAL STUD,13,13,12,20102011,93.8,394,17.3,21.1,2.8,26.1,69.5,0.8,45.2,2010,2011,64,399,396,391,1186,23.2125,27,19.3125,Bronx,"(40.811138856, -73.909787127)",40.81113886,-73.90978713,60.3,7.4,1,92.3076923076923
07X520,FOREIGN LANG ACAD/GLOBAL STUD,13,13,12,20112012,89.9,311,21.9,22.5,3.2,26,68.8,1,45.3,2011,2012,64,399,396,391,1186,23.2125,27,19.3125,Bronx,"(40.811138856, -73.909787127)",40.81113886,-73.90978713,60.3,7.4,1,92.3076923076923
07X551,Bronx Academy of Letters,53,92,37,20092010,89.2,581,10.2,20.3,1.2,34.9,63.3,0.3,42.5,2009,2010,51,413,381,407,1201,23.12,28.53333333,17.73333333,Bronx,"(40.813359303, -73.925536515)",40.8133593,-73.92553652,73.7,6.6,1.7358490566037736,40.21739130434783
07X551,Bronx Academy of Letters,53,92,37,20102011,86.9,571,10,19.6,1.1,33.8,64.8,0.2,41.5,2010,2011,51,413,381,407,1201,23.12,28.53333333,17.73333333,Bronx,"(40.813359303, -73.925536515)",40.8133593,-73.92553652,73.7,6.6,1.7358490566037736,40.21739130434783
07X551,Bronx Academy of Letters,53,92,37,20112012,79.1,555,9.4,24,0.5,34.1,64.3,0.9,44.5,2011,2012,51,413,381,407,1201,23.12,28.53333333,17.73333333,Bronx,"(40.813359303, -73.925536515)",40.8133593,-73.92553652,73.7,6.6,1.7358490566037736,40.21739130434783
07X670,HEALTH OPPORTUNITIES PROGRAM,61,117,29,20092010,89.9,616,7.3,11.9,2.3,34.9,61.4,0.2,28.2,2009,2010,114,363,368,364,1095,25.73333333,30.66666667,19.13333333,Bronx,"(40.816084481, -73.930323839)",40.81608448,-73.93032384,69.4,18.7,1.9180327868852458,24.786324786324787
07X670,HEALTH OPPORTUNITIES PROGRAM,61,117,29,20102011,89.1,608,8.6,15.6,2.3,37,60.5,0,27,2010,2011,114,363,368,364,1095,25.73333333,30.66666667,19.13333333,Bronx,"(40.816084481, -73.930323839)",40.81608448,-73.93032384,69.4,18.7,1.9180327868852458,24.786324786324787
07X670,HEALTH OPPORTUNITIES PROGRAM,61,117,29,20112012,77.8,587,10.4,19.6,3.1,39.2,56.9,0.5,28.6,2011,2012,114,363,368,364,1095,25.73333333,30.66666667,19.13333333,Bronx,"(40.816084481, -73.930323839)",40.81608448,-73.93032384,69.4,18.7,1.9180327868852458,24.786324786324787
08X293,Renaissance High School for Musical Theater & Tech,22,29,14,20092010,80.7,459,3.9,18.5,2.4,32.5,59.9,4.6,40.3,2009,2010,52,384,385,389,1158,25.82666667,30.66666667,19.86666667,Bronx,"(40.840513977, -73.83812096)",40.84051398,-73.83812096,65.8,13.7,1.3181818181818181,48.275862068965516
08X293,Renaissance High School for Musical Theater & Tech,22,29,14,20102011,78.2,459,2.4,19,3.3,29.4,60.8,6.1,38.8,2010,2011,52,384,385,389,1158,25.82666667,30.66666667,19.86666667,Bronx,"(40.840513977, -73.83812096)",40.84051398,-73.83812096,65.8,13.7,1.3181818181818181,48.275862068965516
08X293,Renaissance High School for Musical Theater & Tech,22,29,14,20112012,66.4,469,4.5,21.7,2.6,25.4,63.8,7.7,38,2011,2012,52,384,385,389,1158,25.82666667,30.66666667,19.86666667,Bronx,"(40.840513977, -73.83812096)",40.84051398,-73.83812096,65.8,13.7,1.3181818181818181,48.275862068965516
08X405,HERBERT LEHMAN HS,430,532,197,20092010,80.7,4115,8.8,16.6,6,22.5,60.9,9.2,59.1,2009,2010,415,412,436,393,1241,27.48421053,32.94736842,15.42105263,Bronx,"(40.840513977, -73.83812096)",40.84051398,-73.83812096,44.6,21.2,1.2372093023255815,37.03007518796993
08X405,HERBERT LEHMAN HS,430,532,197,20102011,80.7,3925,9.7,18.7,6.8,22.5,61.3,8.8,58.9,2010,2011,415,412,436,393,1241,27.48421053,32.94736842,15.42105263,Bronx,"(40.840513977, -73.83812096)",40.84051398,-73.83812096,44.6,21.2,1.2372093023255815,37.03007518796993
08X405,HERBERT LEHMAN HS,430,532,197,20112012,66.8,3593,9.2,20.9,6.8,23,60.6,9,61.1,2011,2012,415,412,436,393,1241,27.48421053,32.94736842,15.42105263,Bronx,"(40.840513977, -73.83812096)",40.84051398,-73.83812096,44.6,21.2,1.2372093023255815,37.03007518796993
09X231,Eagle Academy for Young Men,32,44,11,20092010,71.1,449,3.1,20.3,1.6,62.8,33.4,0.2,100,2009,2010,78,373,387,374,1134,25.47333333,30.33333333,19.86666667,Bronx,"(40.845185327, -73.896980668)",40.84518533,-73.89698067,63,4,1.375,25
09X231,Eagle Academy for Young Men,32,44,11,20102011,71.1,454,5.3,22.2,0.9,63.7,32.2,0.9,100,2010,2011,78,373,387,374,1134,25.47333333,30.33333333,19.86666667,Bronx,"(40.845185327, -73.896980668)",40.84518533,-73.89698067,63,4,1.375,25
09X231,Eagle Academy for Young Men,32,44,11,20112012,60.4,550,4,24.2,0.7,63.1,33.8,0.5,100,2011,2012,78,373,387,374,1134,25.47333333,30.33333333,19.86666667,Bronx,"(40.845185327, -73.896980668)",40.84518533,-73.89698067,63,4,1.375,25
11X455,HARRY S TRUMAN HS,103,135,27,20092010,47.1,2131,8.3,22.9,2.3,52.7,42.4,1.1,58.6,2009,2010,189,386,397,368,1151,28.54444444,34.33333333,16.16666667,Bronx,"(40.874131798, -73.833804513)",40.8741318,-73.83380451,59.8,13.8,1.3106796116504855,20
11X455,HARRY S TRUMAN HS,103,135,27,20102011,50.7,1987,9.3,26.8,1.9,51.4,44.6,1,60.2,2010,2011,189,386,397,368,1151,28.54444444,34.33333333,16.16666667,Bronx,"(40.874131798, -73.833804513)",40.8741318,-73.83380451,59.8,13.8,1.3106796116504855,20
11X455,HARRY S TRUMAN HS,103,135,27,20112012,50.6,1773,9.2,25.1,2,51.8,43.8,1.3,60,2011,2012,189,386,397,368,1151,28.54444444,34.33333333,16.16666667,Bronx,"(40.874131798, -73.833804513)",40.8741318,-73.83380451,59.8,13.8,1.3106796116504855,20
09X250,Eximius College Preparatory Academy: A College Boa,90,146,11,20092010,70.3,386,6.7,13,0.3,43.8,53.1,0.5,45.3,2009,2010,50,393,394,382,1169,24.60769231,29.38461538,20.38461538,Bronx,"(40.833738559, -73.902448245)",40.83373856,-73.90244825,60,5,1.6222222222222222,7.534246575342466
09X250,Eximius College Preparatory Academy: A College Boa,90,146,11,20102011,70.3,359,8.4,17,1.1,42.6,55.7,0.3,48.2,2010,2011,50,393,394,382,1169,24.60769231,29.38461538,20.38461538,Bronx,"(40.833738559, -73.902448245)",40.83373856,-73.90244825,60,5,1.6222222222222222,7.534246575342466
09X250,Eximius College Preparatory Academy: A College Boa,90,146,11,20112012,62.9,356,8.1,18.8,0.6,40.7,58.1,0.3,46.6,2011,2012,50,393,394,382,1169,24.60769231,29.38461538,20.38461538,Bronx,"(40.833738559, -73.902448245)",40.83373856,-73.90244825,60,5,1.6222222222222222,7.534246575342466
09X260,Bronx Center for Science and Mathematics,62,80,35,20092010,80.9,430,3.5,9.3,6,21.9,70.9,0.7,48.8,2009,2010,81,459,480,457,1396,22.67058824,28.82352941,16.35294118,Bronx,"(40.833738559, -73.902448245)",40.83373856,-73.90244825,88,4,1.2903225806451613,43.75
09X260,Bronx Center for Science and Mathematics,62,80,35,20102011,80.9,423,2.8,11.3,6.6,23.4,69,0.9,44.2,2010,2011,81,459,480,457,1396,22.67058824,28.82352941,16.35294118,Bronx,"(40.833738559, -73.902448245)",40.83373856,-73.90244825,88,4,1.2903225806451613,43.75
09X260,Bronx Center for Science and Mathematics,62,80,35,20112012,70,444,1.6,14,5.9,24.3,68.7,1.1,46.2,2011,2012,81,459,480,457,1396,22.67058824,28.82352941,16.35294118,Bronx,"(40.833738559, -73.902448245)",40.83373856,-73.90244825,88,4,1.2903225806451613,43.75
09X276,Leadership Institute,17,17,7,20092010,93.5,296,13.2,13.2,1,39.5,56.4,1.4,54.1,2009,2010,30,361,353,367,1081,22.1,25.70588235,18,Bronx,"(40.841270878001, -73.897978677)",40.84127088,-73.89797868,53.7,20.9,1,41.17647058823529
09X276,Leadership Institute,17,17,7,20102011,81.9,262,18.3,18.7,1.1,33.2,63.4,1.5,52.3,2010,2011,30,361,353,367,1081,22.1,25.70588235,18,Bronx,"(40.841270878001, -73.897978677)",40.84127088,-73.89797868,53.7,20.9,1,41.17647058823529
09X276,Leadership Institute,17,17,7,20112012,94.8,230,16.5,16.1,1.7,33,63.5,1.3,52.2,2011,2012,30,361,353,367,1081,22.1,25.70588235,18,Bronx,"(40.841270878001, -73.897978677)",40.84127088,-73.89797868,53.7,20.9,1,41.17647058823529
09X412,BRONX HIGH SCHOOL OF BUSINESS,26,31,9,20092010,74.2,443,17.6,16.5,1.8,35.7,61.9,0,55.5,2009,2010,34,356,376,351,1083,23.18461538,29.30769231,17.23076923,Bronx,"(40.840373398, -73.910838008)",40.8403734,-73.91083801,49.1,16.4,1.1923076923076923,29.03225806451613
09X412,BRONX HIGH SCHOOL OF BUSINESS,26,31,9,20102011,81.5,439,20.7,21.4,1.8,36.2,60.4,0.9,56.9,2010,2011,34,356,376,351,1083,23.18461538,29.30769231,17.23076923,Bronx,"(40.840373398, -73.910838008)",40.8403734,-73.91083801,49.1,16.4,1.1923076923076923,29.03225806451613
09X412,BRONX HIGH SCHOOL OF BUSINESS,26,31,9,20112012,77.6,401,23.2,23.2,0.7,38.7,59.9,0.5,54.9,2011,2012,34,356,376,351,1083,23.18461538,29.30769231,17.23076923,Bronx,"(40.840373398, -73.910838008)",40.8403734,-73.91083801,49.1,16.4,1.1923076923076923,29.03225806451613
09X505,"BRONX SCH FOR LAW, GOVT, JUST",45,55,27,20092010,79.2,632,5.4,12.7,2.8,33.1,61.6,1.7,43.7,2009,2010,80,404,418,402,1224,27.76666667,31.33333333,23.14285714,Bronx,"(40.827589367, -73.91866816)",40.82758937,-73.91866816,77,4.1,1.2222222222222223,49.09090909090909
09X505,"BRONX SCH FOR LAW, GOVT, JUST",45,55,27,20102011,79.2,723,5.8,14.2,2.1,32.4,63.6,1.7,45.4,2010,2011,80,404,418,402,1224,27.76666667,31.33333333,23.14285714,Bronx,"(40.827589367, -73.91866816)",40.82758937,-73.91866816,77,4.1,1.2222222222222223,49.09090909090909
09X505,"BRONX SCH FOR LAW, GOVT, JUST",45,55,27,20112012,66.2,763,6.6,14,2,30.4,66.2,1,45.9,2011,2012,80,404,418,402,1224,27.76666667,31.33333333,23.14285714,Bronx,"(40.827589367, -73.91866816)",40.82758937,-73.91866816,77,4.1,1.2222222222222223,49.09090909090909
09X525,BRONX LEADERSHIP ACADEMY HS,40,42,8,20092010,85.2,658,8.8,18.4,1.1,43,54.1,0.6,42.4,2009,2010,114,384,394,388,1166,26.86875,30.6875,22.8125,Bronx,"(40.843581195, -73.903220038)",40.8435812,-73.90322004,68.5,18.5,1.05,19.047619047619047
09X525,BRONX LEADERSHIP ACADEMY HS,40,42,8,20102011,83.3,649,8,19.4,1.5,43.1,53.9,0.9,43.6,2010,2011,114,384,394,388,1166,26.86875,30.6875,22.8125,Bronx,"(40.843581195, -73.903220038)",40.8435812,-73.90322004,68.5,18.5,1.05,19.047619047619047
09X525,BRONX LEADERSHIP ACADEMY HS,40,42,8,20112012,76.9,705,9.6,20.3,0.7,41.1,57,0,43.3,2011,2012,114,384,394,388,1166,26.86875,30.6875,22.8125,Bronx,"(40.843581195, -73.903220038)",40.8435812,-73.90322004,68.5,18.5,1.05,19.047619047619047
10X141,MS/HS 141 D A STEIN RIV/KINGSB,133,184,119,20092010,51.9,1302,6.5,15.1,9,13.5,49.7,26.4,51.4,2009,2010,113,438,455,440,1333,26.79411765,30.70588235,21.35294118,Bronx,"(40.888372849, -73.914093204)",40.88837285,-73.9140932,86.7,3.7,1.3834586466165413,64.67391304347827
10X141,MS/HS 141 D A STEIN RIV/KINGSB,133,184,119,20102011,51.9,1335,7.2,15,8.9,13.9,51.8,24.7,51.8,2010,2011,113,438,455,440,1333,26.79411765,30.70588235,21.35294118,Bronx,"(40.888372849, -73.914093204)",40.88837285,-73.9140932,86.7,3.7,1.3834586466165413,64.67391304347827
10X141,MS/HS 141 D A STEIN RIV/KINGSB,133,184,119,20112012,39.7,1337,6.7,15.2,8.8,13,53,24.9,51.8,2011,2012,113,438,455,440,1333,26.79411765,30.70588235,21.35294118,Bronx,"(40.888372849, -73.914093204)",40.88837285,-73.9140932,86.7,3.7,1.3834586466165413,64.67391304347827
10X213,Bronx Engineering and Technology Academy,107,228,10,20092010,89.3,404,16.8,19.6,4,33.9,60.4,1.5,84.4,2009,2010,86,373,412,365,1150,22.02307692,25.76923077,18.69230769,Bronx,"(40.877049443, -73.912336599)",40.87704944,-73.9123366,75.3,5.5,2.130841121495327,4.385964912280701
10X213,Bronx Engineering and Technology Academy,107,228,10,20102011,89.4,429,19.6,19.3,5.1,31,62.9,0.9,84.1,2010,2011,86,373,412,365,1150,22.02307692,25.76923077,18.69230769,Bronx,"(40.877049443, -73.912336599)",40.87704944,-73.9123366,75.3,5.5,2.130841121495327,4.385964912280701
10X213,Bronx Engineering and Technology Academy,107,228,10,20112012,79.8,444,15.5,21.4,5.2,29.5,64.2,0.9,82.7,2011,2012,86,373,412,365,1150,22.02307692,25.76923077,18.69230769,Bronx,"(40.877049443, -73.912336599)",40.87704944,-73.9123366,75.3,5.5,2.130841121495327,4.385964912280701
10X243,West Bronx Academy for the Future,25,29,14,20092010,93.4,558,13.3,17.4,3.9,29.7,63.6,1.3,56.5,2009,2010,26,382,406,370,1158,25.04285714,27.92857143,21.35714286,Bronx,"(40.860012221, -73.888229604)",40.86001222,-73.8882296,48.6,16.7,1.16,48.275862068965516
10X243,West Bronx Academy for the Future,25,29,14,20102011,96,610,15.2,18.4,3.8,26.2,67.2,1.8,57.9,2010,2011,26,382,406,370,1158,25.04285714,27.92857143,21.35714286,Bronx,"(40.860012221, -73.888229604)",40.86001222,-73.8882296,48.6,16.7,1.16,48.275862068965516
