DBN,SchoolName,AP Test Takers,Total Exams Taken,Number of Exams with scores 3 4 or 5,schoolyear,frl_percent,total_enrollment,ell_percent,sped_percent,asian_per,black_per,hispanic_per,white_per,male_per,StartingYear,EndingYear,Num of SAT Test Takers,SAT Critical Reading Avg. Score,SAT Math Avg. Score,SAT Writing Avg. Score,avg_sat_score,avg_class_size,avg_largest_class,avg_smallest_class,Borough,lat_long,lat,long,Total Grads - % of cohort,Dropped Out - % of cohort,exams_per_student,high_score_percent
20K485,HS OF TELECOMMUNICATIONS,251,413,123,20102011,79.7,1297,5.6,18,18.4,10.3,54.9,15.9,53.7,2010,2011,238,425,474,424,1323,30.43333333,34.27777778,23.05555556,Brooklyn,"(40.637245716, -74.023816473)",40.63724572,-74.02381647,75.8,6.1,1.6454183266932272,29.782082324455207
20K485,HS OF TELECOMMUNICATIONS,251,413,123,20112012,67.3,1280,4.9,19.4,19.2,9.5,54.1,16.8,53.5,2011,2012,238,425,474,424,1323,30.43333333,34.27777778,23.05555556,Brooklyn,"(40.637245716, -74.023816473)",40.63724572,-74.02381647,75.8,6.1,1.6454183266932272,29.782082324455207
20K490,FORT HAMILTON HS,357,576,331,20092010,55.2,4270,20.7,10.2,28.1,5.1,31.9,33.7,54.1,2009,2010,694,417,478,411,1306,28.31,32.9,17.7,Brooklyn,"(40.627913373, -74.039952338)",40.62791337,-74.03995234,65.9,14.2,1.6134453781512605,57.46527777777778
20K490,FORT HAMILTON HS,357,576,331,20102011,48.5,4353,21.7,11.9,29.6,5,30.3,34.4,54.7,2010,2011,694,417,478,411,1306,28.31,32.9,17.7,Brooklyn,"(40.627913373, -74.039952338)",40.62791337,-74.03995234,65.9,14.2,1.6134453781512605,57.46527777777778
20K490,FORT HAMILTON HS,357,576,331,20112012,45.9,4275,21.2,12.8,30.3,5,30.2,34.2,53.4,2011,2012,694,417,478,411,1306,28.31,32.9,17.7,Brooklyn,"(40.627913373, -74.039952338)",40.62791337,-74.03995234,65.9,14.2,1.6134453781512605,57.46527777777778
20K505,F.D. ROOSEVELT HS,228,340,186,20092010,72.4,3486,40.4,10.4,39.6,8.1,33.5,18.3,57.4,2009,2010,385,383,486,375,1244,27.91428571,31.76190476,20.42857143,Brooklyn,"(40.620263373, -73.982011)",40.62026337,-73.982011,52.7,22.5,1.4912280701754386,54.70588235294118
20K505,F.D. ROOSEVELT HS,228,340,186,20102011,74.2,3412,41.6,11.2,41.5,8.6,31.4,17.8,58.3,2010,2011,385,383,486,375,1244,27.91428571,31.76190476,20.42857143,Brooklyn,"(40.620263373, -73.982011)",40.62026337,-73.982011,52.7,22.5,1.4912280701754386,54.70588235294118
20K505,F.D. ROOSEVELT HS,228,340,186,20112012,74.3,3108,39.4,10.8,44.2,9.4,27.3,18.6,58.4,2011,2012,385,383,486,375,1244,27.91428571,31.76190476,20.42857143,Brooklyn,"(40.620263373, -73.982011)",40.62026337,-73.982011,52.7,22.5,1.4912280701754386,54.70588235294118
21K410,ABRAHAM LINCOLN HS,133,193,18,20092010,55.4,2533,17.2,11.3,16.7,35.8,21.3,25,56.1,2009,2010,475,396,437,393,1226,27.66842105,34.15789474,17.31578947,Brooklyn,"(40.582308363, -73.967465747)",40.58230836,-73.96746575,57.1,16,1.4511278195488722,9.32642487046632
21K410,ABRAHAM LINCOLN HS,133,193,18,20102011,55.9,2617,19.5,11,18,34.2,20.6,26.6,56,2010,2011,475,396,437,393,1226,27.66842105,34.15789474,17.31578947,Brooklyn,"(40.582308363, -73.967465747)",40.58230836,-73.96746575,57.1,16,1.4511278195488722,9.32642487046632
21K410,ABRAHAM LINCOLN HS,133,193,18,20112012,53.3,2595,16.7,11.5,19.3,35.1,20.1,25.1,56.4,2011,2012,475,396,437,393,1226,27.66842105,34.15789474,17.31578947,Brooklyn,"(40.582308363, -73.967465747)",40.58230836,-73.96746575,57.1,16,1.4511278195488722,9.32642487046632
21K525,EDWARD R MURROW HS,397,577,307,20092010,34.5,3949,8.2,12.8,26,25.9,15.8,31.7,42,2009,2010,727,468,496,467,1431,30.315,34.4,19.8,Brooklyn,"(40.620504358, -73.959233933)",40.62050436,-73.95923393,74.8,5.9,1.4534005037783375,53.20623916811091
21K525,EDWARD R MURROW HS,397,577,307,20102011,19.6,4019,9.1,13.8,25.6,24.9,17,32.2,41.8,2010,2011,727,468,496,467,1431,30.315,34.4,19.8,Brooklyn,"(40.620504358, -73.959233933)",40.62050436,-73.95923393,74.8,5.9,1.4534005037783375,53.20623916811091
21K525,EDWARD R MURROW HS,397,577,307,20112012,28.5,4022,9.1,14.1,27.1,24.1,17.6,30.8,42.4,2011,2012,727,468,496,467,1431,30.315,34.4,19.8,Brooklyn,"(40.620504358, -73.959233933)",40.62050436,-73.95923393,74.8,5.9,1.4534005037783375,53.20623916811091
21K540,JOHN DEWEY H.S.,232,370,154,20092010,45,2756,16.3,7.8,33.9,32.2,20.1,13.2,47.7,2009,2010,448,404,468,390,1262,28.37,35.1,18.4,Brooklyn,"(40.589238098, -73.981746524)",40.5892381,-73.98174652,57.5,12.6,1.5948275862068966,41.62162162162162
21K540,JOHN DEWEY H.S.,232,370,154,20102011,55.9,2613,19.2,8.7,36.7,31.2,19.9,11.9,49,2010,2011,448,404,468,390,1262,28.37,35.1,18.4,Brooklyn,"(40.589238098, -73.981746524)",40.5892381,-73.98174652,57.5,12.6,1.5948275862068966,41.62162162162162
21K540,JOHN DEWEY H.S.,232,370,154,20112012,58.7,2168,19.6,8.7,39.1,30.6,19.1,10.8,51.5,2011,2012,448,404,468,390,1262,28.37,35.1,18.4,Brooklyn,"(40.589238098, -73.981746524)",40.5892381,-73.98174652,57.5,12.6,1.5948275862068966,41.62162162162162
21K690,BROOKLYN STUDIO SCHOOL,39,43,13,20092010,65.2,875,7.4,18.3,11.2,10.1,20.1,58.1,45.9,2009,2010,119,429,449,435,1313,26.58421053,31.05263158,21.47368421,Brooklyn,"(40.604877000001, -73.994417154)",40.604877,-73.99441715,67.9,15,1.1025641025641026,30.23255813953488
21K690,BROOKLYN STUDIO SCHOOL,39,43,13,20102011,65.2,895,6.5,18.4,10.5,8.5,22.5,58.5,49.2,2010,2011,119,429,449,435,1313,26.58421053,31.05263158,21.47368421,Brooklyn,"(40.604877000001, -73.994417154)",40.604877,-73.99441715,67.9,15,1.1025641025641026,30.23255813953488
21K690,BROOKLYN STUDIO SCHOOL,39,43,13,20112012,49.9,876,8.4,18.7,12.8,7.2,23.1,56.5,50.1,2011,2012,119,429,449,435,1313,26.58421053,31.05263158,21.47368421,Brooklyn,"(40.604877000001, -73.994417154)",40.604877,-73.99441715,67.9,15,1.1025641025641026,30.23255813953488
22K405,MIDWOOD HS,745,1223,758,20092010,28.1,3938,3.4,5.6,30.3,37.7,11.3,20.5,46.4,2009,2010,824,478,519,476,1473,31.96315789,34.42105263,22.42105263,Brooklyn,"(40.633335494, -73.952916064)",40.63333549,-73.95291606,86.8,1.6,1.6416107382550336,61.97874080130826
22K405,MIDWOOD HS,745,1223,758,20102011,31.7,3986,3.5,5.5,30.9,36.5,11.8,20.6,45.7,2010,2011,824,478,519,476,1473,31.96315789,34.42105263,22.42105263,Brooklyn,"(40.633335494, -73.952916064)",40.63333549,-73.95291606,86.8,1.6,1.6416107382550336,61.97874080130826
22K405,MIDWOOD HS,745,1223,758,20112012,41.2,3842,3.7,5.2,31.7,35.2,11.7,21.2,45.3,2011,2012,824,478,519,476,1473,31.96315789,34.42105263,22.42105263,Brooklyn,"(40.633335494, -73.952916064)",40.63333549,-73.95291606,86.8,1.6,1.6416107382550336,61.97874080130826
22K425,JAMES MADISON HS,323,463,188,20092010,48.5,3288,10.2,10.7,17.5,22.5,15.7,43,53.7,2009,2010,518,436,475,439,1350,30.49444444,33.55555556,22.5,Brooklyn,"(40.609758481, -73.948451837)",40.609758480000004,-73.94845184,66.3,13.8,1.4334365325077398,40.60475161987041
22K425,JAMES MADISON HS,323,463,188,20102011,52,3145,12.9,12.3,19.4,18.9,15,46.4,54.1,2010,2011,518,436,475,439,1350,30.49444444,33.55555556,22.5,Brooklyn,"(40.609758481, -73.948451837)",40.609758480000004,-73.94845184,66.3,13.8,1.4334365325077398,40.60475161987041
22K425,JAMES MADISON HS,323,463,188,20112012,58.3,3076,13.2,12.4,20.8,17.9,14.5,46.4,54.4,2011,2012,518,436,475,439,1350,30.49444444,33.55555556,22.5,Brooklyn,"(40.609758481, -73.948451837)",40.609758480000004,-73.94845184,66.3,13.8,1.4334365325077398,40.60475161987041
22K535,LEON GOLDSTEIN HS SCIENCES,367,575,382,20092010,32.6,1049,0.6,5,11.6,11.1,9.1,68.1,40.1,2009,2010,259,524,561,542,1627,31.58235294,33.70588235,26.70588235,Brooklyn,"(40.580847136001, -73.936088569)",40.58084714,-73.93608857,96.4,2.4,1.5667574931880108,66.43478260869566
22K535,LEON GOLDSTEIN HS SCIENCES,367,575,382,20102011,36.9,1028,0.2,6.5,12.2,9.8,9.8,67.9,40.5,2010,2011,259,524,561,542,1627,31.58235294,33.70588235,26.70588235,Brooklyn,"(40.580847136001, -73.936088569)",40.58084714,-73.93608857,96.4,2.4,1.5667574931880108,66.43478260869566
22K535,LEON GOLDSTEIN HS SCIENCES,367,575,382,20112012,29,1022,0.5,7.3,13.5,9.4,10.8,65.6,41.2,2011,2012,259,524,561,542,1627,31.58235294,33.70588235,26.70588235,Brooklyn,"(40.580847136001, -73.936088569)",40.58084714,-73.93608857,96.4,2.4,1.5667574931880108,66.43478260869566
24Q264,Academy of Finance and  Enterprise,95,137,40,20092010,78.5,397,8.1,9.8,14.6,11.8,55.7,15.6,45.8,2009,2010,89,405,454,421,1280,24.30588235,30.52941176,18.88235294,Queens,"(40.745093519, -73.936813898)",40.74509352,-73.9368139,90,2.2,1.4421052631578948,29.1970802919708
24Q264,Academy of Finance and  Enterprise,95,137,40,20102011,74.4,425,8,9.2,15.3,10.6,59.1,14.6,46.1,2010,2011,89,405,454,421,1280,24.30588235,30.52941176,18.88235294,Queens,"(40.745093519, -73.936813898)",40.74509352,-73.9368139,90,2.2,1.4421052631578948,29.1970802919708
24Q264,Academy of Finance and  Enterprise,95,137,40,20112012,62.8,420,7.9,9.8,17.9,9.8,56.4,15.2,49.3,2011,2012,89,405,454,421,1280,24.30588235,30.52941176,18.88235294,Queens,"(40.745093519, -73.936813898)",40.74509352,-73.9368139,90,2.2,1.4421052631578948,29.1970802919708
24Q455,NEWTOWN HS,174,200,117,20092010,48.2,3060,30.2,8,21.9,9,63.4,4.9,58.3,2009,2010,320,383,440,380,1203,27.31111111,32.88888889,19.38888889,Queens,"(40.7412052, -73.874729884)",40.7412052,-73.87472988,49.4,16.2,1.1494252873563218,58.5
24Q455,NEWTOWN HS,174,200,117,20102011,53.7,2908,30.2,9.2,23.9,9.1,61.4,5.3,58,2010,2011,320,383,440,380,1203,27.31111111,32.88888889,19.38888889,Queens,"(40.7412052, -73.874729884)",40.7412052,-73.87472988,49.4,16.2,1.1494252873563218,58.5
24Q455,NEWTOWN HS,174,200,117,20112012,56.2,2572,30,10.3,24.6,9.3,60.3,5.3,57.5,2011,2012,320,383,440,380,1203,27.31111111,32.88888889,19.38888889,Queens,"(40.7412052, -73.874729884)",40.7412052,-73.87472988,49.4,16.2,1.1494252873563218,58.5
24Q485,GROVER CLEVELAND HS,200,274,112,20092010,47.1,2664,22.6,10.2,6.8,4.2,64.4,23.9,54,2009,2010,241,395,420,396,1211,26.985,33.1,20.2,Queens,"(40.711222195, -73.90865213)",40.7112222,-73.90865213,54.2,17.1,1.37,40.87591240875913
24Q485,GROVER CLEVELAND HS,200,274,112,20102011,47.1,2416,21.5,12,7.4,4.8,63.6,23.9,54,2010,2011,241,395,420,396,1211,26.985,33.1,20.2,Queens,"(40.711222195, -73.90865213)",40.7112222,-73.90865213,54.2,17.1,1.37,40.87591240875913
24Q485,GROVER CLEVELAND HS,200,274,112,20112012,41.4,2069,21.6,12.7,9.1,4.4,63.5,22.7,55,2011,2012,241,395,420,396,1211,26.985,33.1,20.2,Queens,"(40.711222195, -73.90865213)",40.7112222,-73.90865213,54.2,17.1,1.37,40.87591240875913
24Q550,HIGH SCHOOL FOR ARTS & BUSINESS,198,320,73,20092010,81.3,764,14.1,12.3,7.5,6.9,82.5,2.5,43.5,2009,2010,138,391,403,380,1174,27.40555556,31.77777778,19.77777778,Queens,"(40.73741817, -73.85330573)",40.73741817,-73.85330573,67.4,9.1,1.6161616161616161,22.8125
24Q550,HIGH SCHOOL FOR ARTS & BUSINESS,198,320,73,20102011,81.3,784,11.5,12.1,9.3,8.3,79.1,2.9,43.1,2010,2011,138,391,403,380,1174,27.40555556,31.77777778,19.77777778,Queens,"(40.73741817, -73.85330573)",40.73741817,-73.85330573,67.4,9.1,1.6161616161616161,22.8125
24Q550,HIGH SCHOOL FOR ARTS & BUSINESS,198,320,73,20112012,69.6,828,13.3,12.2,9.1,8.3,79.2,3,43.1,2011,2012,138,391,403,380,1174,27.40555556,31.77777778,19.77777778,Queens,"(40.73741817, -73.85330573)",40.73741817,-73.85330573,67.4,9.1,1.6161616161616161,22.8125
24Q600,QUEENS VHS,27,27,20,20092010,73.7,1281,5.5,13.9,10.9,8.5,70.3,9.8,61.6,2009,2010,155,417,447,406,1270,28.45625,33.625,20.0625,Queens,"(40.742188694, -73.928243292)",40.74218869,-73.92824329,70.8,10.7,1,74.07407407407408
24Q600,QUEENS VHS,27,27,20,20102011,84,1316,5.2,13.9,10.2,7,73.3,9.5,61.1,2010,2011,155,417,447,406,1270,28.45625,33.625,20.0625,Queens,"(40.742188694, -73.928243292)",40.74218869,-73.92824329,70.8,10.7,1,74.07407407407408
24Q600,QUEENS VHS,27,27,20,20112012,71.9,1368,6.4,13.7,10.2,6.9,74.2,8.7,60.3,2011,2012,155,417,447,406,1270,28.45625,33.625,20.0625,Queens,"(40.742188694, -73.928243292)",40.74218869,-73.92824329,70.8,10.7,1,74.07407407407408
24Q610,AVIATION CAREER & TECHNICAL H.S.,130,140,61,20092010,75.5,2097,3,4.6,23.1,7.2,57.6,9.9,86.6,2009,2010,396,445,496,423,1364,28.16111111,32.94444444,19.44444444,Queens,"(40.743593644001, -73.929077865)",40.74359364,-73.92907787,74.5,1.4,1.0769230769230769,43.57142857142857
24Q610,AVIATION CAREER & TECHNICAL H.S.,130,140,61,20102011,77.4,2119,3,4.9,25.3,6.1,58,9.2,85.7,2010,2011,396,445,496,423,1364,28.16111111,32.94444444,19.44444444,Queens,"(40.743593644001, -73.929077865)",40.74359364,-73.92907787,74.5,1.4,1.0769230769230769,43.57142857142857
24Q610,AVIATION CAREER & TECHNICAL H.S.,130,140,61,20112012,61.2,2201,3.2,5.3,27.1,6.8,55.3,10.1,85.3,2011,2012,396,445,496,423,1364,28.16111111,32.94444444,19.44444444,Queens,"(40.743593644001, -73.929077865)",40.74359364,-73.92907787,74.5,1.4,1.0769230769230769,43.57142857142857
25Q285,World Journalism Preparatory: A College Board Scho,65,87,18,20092010,44,561,0.9,19.8,19.3,10,25.3,43.5,43.5,2009,2010,63,471,489,481,1441,25.04736842,28.05263158,21.94736842,Queens,"(40.765123273, -73.790059676)",40.76512327,-73.79005968,86.6,1.2,1.3384615384615384,20.689655172413794
25Q285,World Journalism Preparatory: A College Board Scho,65,87,18,20102011,44.3,568,0.7,20.6,19.2,8.3,21.5,50.5,43.3,2010,2011,63,471,489,481,1441,25.04736842,28.05263158,21.94736842,Queens,"(40.765123273, -73.790059676)",40.76512327,-73.79005968,86.6,1.2,1.3384615384615384,20.689655172413794
25Q285,World Journalism Preparatory: A College Board Scho,65,87,18,20112012,33.5,595,0.8,17.8,19.3,8.4,20.3,51.6,42.2,2011,2012,63,471,489,481,1441,25.04736842,28.05263158,21.94736842,Queens,"(40.765123273, -73.790059676)",40.76512327,-73.79005968,86.6,1.2,1.3384615384615384,20.689655172413794
25Q425,JOHN BOWNE HS,176,229,116,20092010,83.6,3114,25,10,27.6,22.7,43.9,4.9,49.7,2009,2010,558,397,451,395,1243,29.385,34,18.4,Queens,"(40.738697203, -73.824794821)",40.7386972,-73.82479482,56.1,20.6,1.3011363636363635,50.65502183406113
25Q425,JOHN BOWNE HS,176,229,116,20102011,69.4,3471,25.3,10.8,33.1,20.4,40.9,5.2,50,2010,2011,558,397,451,395,1243,29.385,34,18.4,Queens,"(40.738697203, -73.824794821)",40.7386972,-73.82479482,56.1,20.6,1.3011363636363635,50.65502183406113
25Q425,JOHN BOWNE HS,176,229,116,20112012,68.2,3660,24.7,9.8,34.3,19.2,40.7,5.2,49.2,2011,2012,558,397,451,395,1243,29.385,34,18.4,Queens,"(40.738697203, -73.824794821)",40.7386972,-73.82479482,56.1,20.6,1.3011363636363635,50.65502183406113
25Q460,FLUSHING HS,324,424,136,20092010,72.5,2745,23.6,9.8,18.5,21.6,55,3.5,54.7,2009,2010,347,393,441,382,1216,30.02631579,34.52631579,19.68421053,Queens,"(40.765243471, -73.827855282)",40.76524347,-73.82785528,56.5,20.7,1.308641975308642,32.075471698113205
25Q460,FLUSHING HS,324,424,136,20102011,75.7,3041,21.5,12,19.2,24.7,52.2,3.7,56.5,2010,2011,347,393,441,382,1216,30.02631579,34.52631579,19.68421053,Queens,"(40.765243471, -73.827855282)",40.76524347,-73.82785528,56.5,20.7,1.308641975308642,32.075471698113205
25Q460,FLUSHING HS,324,424,136,20112012,67.6,3113,20,11.7,19.9,26.5,49.8,3.2,55.8,2011,2012,347,393,441,382,1216,30.02631579,34.52631579,19.68421053,Queens,"(40.765243471, -73.827855282)",40.76524347,-73.82785528,56.5,20.7,1.308641975308642,32.075471698113205
25Q525,TOWNSEND HARRIS HS,613,796,625,20092010,39.9,1108,0,0.4,51.5,6,12,27.7,30.2,2009,2010,278,621,651,638,1910,29.3625,33.125,22.75,Queens,"(40.73440841, -73.821417483)",40.73440841,-73.82141748,100,0,1.298531810766721,78.5175879396985
25Q525,TOWNSEND HARRIS HS,613,796,625,20112012,29.2,1140,0,0.2,55.5,5.9,12.9,24.6,28.9,2011,2012,278,621,651,638,1910,29.3625,33.125,22.75,Queens,"(40.73440841, -73.821417483)",40.73440841,-73.82141748,100,0,1.298531810766721,78.5175879396985
25Q670,R F KENNEDY COLLABORATIVE H S,77,112,43,20092010,42.2,723,4.7,14.4,27.5,12.3,32.8,26.7,52,2009,2010,99,431,458,441,1330,30.31666667,33.38888889,25.27777778,Queens,"(40.725603161, -73.810721147)",40.72560316,-73.81072115,56.6,8.2,1.4545454545454546,38.392857142857146
25Q670,R F KENNEDY COLLABORATIVE H S,77,112,43,20102011,48.4,739,6.5,15,28.1,11.4,33.8,26.5,53.5,2010,2011,99,431,458,441,1330,30.31666667,33.38888889,25.27777778,Queens,"(40.725603161, -73.810721147)",40.72560316,-73.81072115,56.6,8.2,1.4545454545454546,38.392857142857146
25Q670,R F KENNEDY COLLABORATIVE H S,77,112,43,20112012,46.4,721,7.5,18.4,28.4,11.5,35.4,24.5,53.8,2011,2012,99,431,458,441,1330,30.31666667,33.38888889,25.27777778,Queens,"(40.725603161, -73.810721147)",40.72560316,-73.81072115,56.6,8.2,1.4545454545454546,38.392857142857146
26Q415,BENJAMIN N. CARDOZO,676,1145,796,20092010,21.6,4018,6.9,8.7,44.8,18.8,16.9,17.2,47.2,2009,2010,888,480,545,489,1514,31.10526316,33.89473684,19.05263158,Queens,"(40.752392424, -73.756083358)",40.75239242,-73.75608336,80.1,4.5,1.6937869822485208,69.51965065502183
26Q415,BENJAMIN N. CARDOZO,676,1145,796,20102011,35.5,4063,6.5,10.8,45.8,18.5,18.1,17.2,47.8,2010,2011,888,480,545,489,1514,31.10526316,33.89473684,19.05263158,Queens,"(40.752392424, -73.756083358)",40.75239242,-73.75608336,80.1,4.5,1.6937869822485208,69.51965065502183
26Q415,BENJAMIN N. CARDOZO,676,1145,796,20112012,37.3,3912,6.1,11.5,45.7,18.4,18.6,16.8,47.4,2011,2012,888,480,545,489,1514,31.10526316,33.89473684,19.05263158,Queens,"(40.752392424, -73.756083358)",40.75239242,-73.75608336,80.1,4.5,1.6937869822485208,69.51965065502183
26Q430,FRANCIS LEWIS HS,697,1033,583,20092010,48.5,4460,12.4,9.3,49.5,9.7,24.4,15.6,48.2,2009,2010,934,468,539,467,1474,30.23684211,34.26315789,17.36842105,Queens,"(40.740555714, -73.792848146)",40.74055571,-73.79284815,74.2,5.1,1.4820659971305596,56.437560503388184
26Q430,FRANCIS LEWIS HS,697,1033,583,20102011,57.4,4211,12.8,10.8,51.6,8.3,24.1,15.8,48.9,2010,2011,934,468,539,467,1474,30.23684211,34.26315789,17.36842105,Queens,"(40.740555714, -73.792848146)",40.74055571,-73.79284815,74.2,5.1,1.4820659971305596,56.437560503388184
26Q430,FRANCIS LEWIS HS,697,1033,583,20112012,51.6,4152,13.2,12.3,51.9,8.3,24.1,15.5,49.2,2011,2012,934,468,539,467,1474,30.23684211,34.26315789,17.36842105,Queens,"(40.740555714, -73.792848146)",40.74055571,-73.79284815,74.2,5.1,1.4820659971305596,56.437560503388184
26Q435,MARTIN VAN BUREN HS,71,101,15,20092010,32.1,2809,7.4,10.3,22.5,58.3,14.9,2.3,53.7,2009,2010,334,391,397,384,1172,27.125,32.95,17,Queens,"(40.732817109, -73.739650413)",40.73281711,-73.73965041,62.8,8.5,1.4225352112676057,14.85148514851485
26Q435,MARTIN VAN BUREN HS,71,101,15,20102011,48.3,2542,7.9,11.3,22.7,59.2,14.9,2.4,54,2010,2011,334,391,397,384,1172,27.125,32.95,17,Queens,"(40.732817109, -73.739650413)",40.73281711,-73.73965041,62.8,8.5,1.4225352112676057,14.85148514851485
26Q435,MARTIN VAN BUREN HS,71,101,15,20112012,38.2,2390,9.9,11.5,24.1,56.4,15.1,2.9,54.3,2011,2012,334,391,397,384,1172,27.125,32.95,17,Queens,"(40.732817109, -73.739650413)",40.73281711,-73.73965041,62.8,8.5,1.4225352112676057,14.85148514851485
26Q495,BAYSIDE HS,480,686,413,20092010,66,3575,7.5,7.5,47.9,13.2,18.9,18.6,46.7,2009,2010,708,462,523,464,1449,32.40526316,34.05263158,25.15789474,Queens,"(40.771867242001, -73.780386952)",40.77186724,-73.78038695,80.2,6.4,1.4291666666666667,60.204081632653065
26Q495,BAYSIDE HS,480,686,413,20102011,61.5,3628,7,9.2,48.1,12.7,20.3,18.7,48,2010,2011,708,462,523,464,1449,32.40526316,34.05263158,25.15789474,Queens,"(40.771867242001, -73.780386952)",40.77186724,-73.78038695,80.2,6.4,1.4291666666666667,60.204081632653065
26Q495,BAYSIDE HS,480,686,413,20112012,52.4,3308,5.7,10.6,45.2,12.7,22.3,19.6,49.4,2011,2012,708,462,523,464,1449,32.40526316,34.05263158,25.15789474,Queens,"(40.771867242001, -73.780386952)",40.77186724,-73.78038695,80.2,6.4,1.4291666666666667,60.204081632653065
27Q262,Channel View School for Research,43,69,18,20092010,78.6,565,1.4,9.4,5.8,53.8,29,8.7,48.8,2009,2010,74,432,419,401,1252,26.38235294,30.05882353,21.47058824,Queens,"(40.586007187, -73.823089444)",40.58600719,-73.82308944,94.4,0,1.6046511627906976,26.08695652173913
27Q262,Channel View School for Research,43,69,18,20102011,78.6,617,1.3,10.7,6.2,54.3,28.7,9.9,49.8,2010,2011,74,432,419,401,1252,26.38235294,30.05882353,21.47058824,Queens,"(40.586007187, -73.823089444)",40.58600719,-73.82308944,94.4,0,1.6046511627906976,26.08695652173913
27Q262,Channel View School for Research,43,69,18,20112012,58,636,1.3,10.5,5.7,55.2,27.5,11.2,51.1,2011,2012,74,432,419,401,1252,26.38235294,30.05882353,21.47058824,Queens,"(40.586007187, -73.823089444)",40.58600719,-73.82308944,94.4,0,1.6046511627906976,26.08695652173913
27Q475,RICHMOND HILL HS,142,170,55,20092010,36.7,3174,16.7,10.8,33.1,15.2,45.9,2.5,51.2,2009,2010,404,382,404,368,1154,29.95,33.38888889,21.83333333,Queens,"(40.695649222001, -73.833584805)",40.69564922,-73.83358481,52,19.8,1.1971830985915493,32.35294117647059
27Q475,RICHMOND HILL HS,142,170,55,20102011,65.2,2910,17,13.1,34.1,16,47.1,2.4,51.1,2010,2011,404,382,404,368,1154,29.95,33.38888889,21.83333333,Queens,"(40.695649222001, -73.833584805)",40.69564922,-73.83358481,52,19.8,1.1971830985915493,32.35294117647059
27Q475,RICHMOND HILL HS,142,170,55,20112012,61.8,2585,17.4,13.7,32.9,16.8,46.4,3.2,53,2011,2012,404,382,404,368,1154,29.95,33.38888889,21.83333333,Queens,"(40.695649222001, -73.833584805)",40.69564922,-73.83358481,52,19.8,1.1971830985915493,32.35294117647059
27Q480,JOHN ADAMS HS,140,168,33,20092010,83.1,3247,13.7,11.2,26.9,28.2,35.8,4.3,54.9,2009,2010,403,391,409,392,1192,27.31578947,34.68421053,17.89473684,Queens,"(40.679831401, -73.838322664)",40.6798314,-73.83832266,56.9,17.6,1.2,19.642857142857142
27Q480,JOHN ADAMS HS,140,168,33,20102011,82.6,3296,15,12.3,28.2,29.3,36.6,4.4,54.5,2010,2011,403,391,409,392,1192,27.31578947,34.68421053,17.89473684,Queens,"(40.679831401, -73.838322664)",40.6798314,-73.83832266,56.9,17.6,1.2,19.642857142857142
27Q480,JOHN ADAMS HS,140,168,33,20112012,75.5,3386,16,12.1,27.5,27.7,37.1,3.6,54.5,2011,2012,403,391,409,392,1192,27.31578947,34.68421053,17.89473684,Queens,"(40.679831401, -73.838322664)",40.6798314,-73.83832266,56.9,17.6,1.2,19.642857142857142
27Q650,"High School for Construction Trades, Engineering a",91,109,21,20092010,77.3,837,0.6,4.1,28.7,10.6,39.3,17.7,64.5,2009,2010,194,429,491,425,1345,26.84705882,31.23529412,20.41176471,Queens,"(40.689396826, -73.840641001)",40.68939683,-73.840641,88.1,1.1,1.1978021978021978,19.26605504587156
27Q650,"High School for Construction Trades, Engineering a",91,109,21,20102011,75.7,896,0.2,4.2,30.1,9.8,41.9,17.4,63.7,2010,2011,194,429,491,425,1345,26.84705882,31.23529412,20.41176471,Queens,"(40.689396826, -73.840641001)",40.68939683,-73.840641,88.1,1.1,1.1978021978021978,19.26605504587156
27Q650,"High School for Construction Trades, Engineering a",91,109,21,20112012,53.7,924,0.4,5.8,30.7,11.3,41.6,15.4,67.3,2011,2012,194,429,491,425,1345,26.84705882,31.23529412,20.41176471,Queens,"(40.689396826, -73.840641001)",40.68939683,-73.840641,88.1,1.1,1.1978021978021978,19.26605504587156
28Q440,FOREST HILLS HS,733,1116,526,20092010,40.4,3858,9.5,9.8,24.3,9.3,29.6,34.7,50.4,2009,2010,762,456,497,454,1407,31.20588235,35.58823529,19.29411765,Queens,"(40.729431572, -73.845629073)",40.72943157,-73.84562907,84.6,2.5,1.5225102319236017,47.132616487455195
28Q440,FOREST HILLS HS,733,1116,526,20102011,50.7,3897,8.6,10.6,26.2,8.9,29.2,34.7,49.3,2010,2011,762,456,497,454,1407,31.20588235,35.58823529,19.29411765,Queens,"(40.729431572, -73.845629073)",40.72943157,-73.84562907,84.6,2.5,1.5225102319236017,47.132616487455195
28Q440,FOREST HILLS HS,733,1116,526,20112012,41.2,3834,8.9,11.3,26.5,9,30.2,33.7,48.1,2011,2012,762,456,497,454,1407,31.20588235,35.58823529,19.29411765,Queens,"(40.729431572, -73.845629073)",40.72943157,-73.84562907,84.6,2.5,1.5225102319236017,47.132616487455195
28Q505,HILLCREST HS,241,362,50,20092010,76,3118,13,8.2,29.9,44.2,22.5,2.1,42.1,2009,2010,462,395,413,386,1194,28.88571429,31.92857143,21.71428571,Queens,"(40.708757555, -73.802127486)",40.70875756,-73.80212749,64,12.4,1.5020746887966805,13.812154696132598
