"","DBN","School_Name","Num of SAT Test Takers","SAT Critical Reading Avg. Score","SAT Math Avg. Score","SAT Writing Avg. Score","avg_sat_score","schoolyear","frl_percent","total_enrollment","ell_percent","sped_percent","asian_per","black_per","hispanic_per","white_per","male_per","Borough","lat_long","lat","long"
"117","02M313","JAMES BALDWIN SCHOOL, THE: A SCHOOL FOR EXPEDITIONARY LEARNING",69,408,390,390,1188,20062007,NA,124,6.5,11.3,3.2,44.4,41.9,7.3,42.7,NA,NA,NA,NA
"118","02M313","JAMES BALDWIN SCHOOL, THE: A SCHOOL FOR EXPEDITIONARY LEARNING",69,408,390,390,1188,20072008,NA,206,5.3,13.6,4.9,41.3,37.9,13.1,47.6,NA,NA,NA,NA
"119","02M313","JAMES BALDWIN SCHOOL, THE: A SCHOOL FOR EXPEDITIONARY LEARNING",69,408,390,390,1188,20082009,NA,247,5.3,16.6,3.2,38.5,47.4,9.3,51.4,NA,NA,NA,NA
"120","02M313","JAMES BALDWIN SCHOOL, THE: A SCHOOL FOR EXPEDITIONARY LEARNING",69,408,390,390,1188,20092010,58.9,247,5.3,16.2,3.2,35.6,51.4,7.7,53,NA,NA,NA,NA
"121","02M313","JAMES BALDWIN SCHOOL, THE: A SCHOOL FOR EXPEDITIONARY LEARNING",69,408,390,390,1188,20102011,55.7,253,5.5,14.6,3.2,34,54.2,7.1,54.9,NA,NA,NA,NA
"122","02M313","JAMES BALDWIN SCHOOL, THE: A SCHOOL FOR EXPEDITIONARY LEARNING",69,408,390,390,1188,20112012,51,248,4.8,12.9,4,34.3,54.4,6.5,52.4,NA,NA,NA,NA
"123","02M316","URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN, THE",42,373,370,384,1127,20052006,NA,107,0.9,10.3,0.9,24.3,63.6,2.8,0,"Manhattan","(40.705234939, -74.01331504)",40.705234939,-74.01331504
"124","02M316","URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN, THE",42,373,370,384,1127,20062007,NA,206,3.9,8.3,3.4,35,53.9,1.5,0,"Manhattan","(40.705234939, -74.01331504)",40.705234939,-74.01331504
"125","02M316","URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN, THE",42,373,370,384,1127,20072008,NA,292,5.8,15.1,2.7,36.3,53.4,1,0,"Manhattan","(40.705234939, -74.01331504)",40.705234939,-74.01331504
"126","02M316","URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN, THE",42,373,370,384,1127,20082009,NA,336,4.8,14,2.7,41.7,53,1.5,0,"Manhattan","(40.705234939, -74.01331504)",40.705234939,-74.01331504
"127","02M316","URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN, THE",42,373,370,384,1127,20092010,77.8,350,5.7,18.3,2.3,42.3,53.1,1.4,0,"Manhattan","(40.705234939, -74.01331504)",40.705234939,-74.01331504
"128","02M316","URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN, THE",42,373,370,384,1127,20102011,86.7,369,4.3,19,2.4,43.6,49.6,1.4,0,"Manhattan","(40.705234939, -74.01331504)",40.705234939,-74.01331504
"129","02M316","URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN, THE",42,373,370,384,1127,20112012,74.9,378,2.6,15.6,3.4,46.8,48.4,1.3,0,"Manhattan","(40.705234939, -74.01331504)",40.705234939,-74.01331504
"130","02M374","GRAMERCY ARTS HIGH SCHOOL",60,391,391,394,1176,20082009,NA,383,4.4,11,0.8,50.4,44.6,3.7,37.6,"Manhattan","(40.735519463, -73.987604249)",40.735519463,-73.987604249
"131","02M374","GRAMERCY ARTS HIGH SCHOOL",60,391,391,394,1176,20092010,67.6,400,3.3,10.3,2.3,45.5,43.8,6,34.8,"Manhattan","(40.735519463, -73.987604249)",40.735519463,-73.987604249
"132","02M374","GRAMERCY ARTS HIGH SCHOOL",60,391,391,394,1176,20102011,66.9,461,2.8,11.7,2.4,46.9,42.7,7.2,30.2,"Manhattan","(40.735519463, -73.987604249)",40.735519463,-73.987604249
"133","02M374","GRAMERCY ARTS HIGH SCHOOL",60,391,391,394,1176,20112012,59,495,3,12.3,2.8,45.3,45.1,6.7,26.3,"Manhattan","(40.735519463, -73.987604249)",40.735519463,-73.987604249
"134","02M376","NYC ISCHOOL",92,473,483,479,1435,20082009,NA,100,0,6,10,28,40,21,41,"Manhattan","(40.724352874, -74.004759292)",40.724352874,-74.004759292
"135","02M376","NYC ISCHOOL",92,473,483,479,1435,20092010,50,200,0,4.5,10,22.5,39.5,24,42.5,"Manhattan","(40.724352874, -74.004759292)",40.724352874,-74.004759292
"136","02M376","NYC ISCHOOL",92,473,483,479,1435,20102011,44.7,318,NA,9.1,11.6,20.4,44.7,23,47.5,"Manhattan","(40.724352874, -74.004759292)",40.724352874,-74.004759292
"137","02M376","NYC ISCHOOL",92,473,483,479,1435,20112012,34.6,433,0.5,10.9,11.5,20.6,43,24,48.7,"Manhattan","(40.724352874, -74.004759292)",40.724352874,-74.004759292
"138","02M392","MANHATTAN BUSINESS ACADEMY",NA,NA,NA,NA,NA,20092010,60,122,7.4,14.8,9,27,51.6,5.7,47.5,"Manhattan","(40.742888101, -74.002127381)",40.742888101,-74.002127381
"139","02M392","MANHATTAN BUSINESS ACADEMY",NA,NA,NA,NA,NA,20102011,74.6,212,6.6,16,7.5,32.1,52.4,7.5,54.7,"Manhattan","(40.742888101, -74.002127381)",40.742888101,-74.002127381
"140","02M392","MANHATTAN BUSINESS ACADEMY",NA,NA,NA,NA,NA,20112012,64,332,9.9,13.9,6.6,29.5,58.7,4.8,59,"Manhattan","(40.742888101, -74.002127381)",40.742888101,-74.002127381
"141","02M393","BUSINESS OF SPORTS SCHOOL",NA,NA,NA,NA,NA,20092010,60,103,8.7,22.3,3.9,32,56.3,6.8,86.4,"Manhattan","(40.763361732, -73.990509091)",40.763361732,-73.990509091
"142","02M393","BUSINESS OF SPORTS SCHOOL",NA,NA,NA,NA,NA,20102011,83.5,210,11,24.8,3.3,35.2,57.1,3.8,73.8,"Manhattan","(40.763361732, -73.990509091)",40.763361732,-73.990509091
"143","02M393","BUSINESS OF SPORTS SCHOOL",NA,NA,NA,NA,NA,20112012,58.7,304,7.6,21.4,1.6,35.5,57.2,4.3,72.4,"Manhattan","(40.763361732, -73.990509091)",40.763361732,-73.990509091
"144","02M394","EMMA LAZARUS HIGH SCHOOL",79,319,512,357,1188,20102011,100,235,86,0,60.4,5.5,31.1,3,52.3,NA,NA,NA,NA
"145","02M394","EMMA LAZARUS HIGH SCHOOL",79,319,512,357,1188,20112012,97,250,82.8,0,62.4,7.2,26.4,4,51.2,NA,NA,NA,NA
"146","02M399","THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY",NA,NA,NA,NA,NA,20092010,60,100,36,13,43,15,34,6,49,"Manhattan","(40.735519463, -73.987604249)",40.735519463,-73.987604249
"147","02M399","THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY",NA,NA,NA,NA,NA,20102011,85,159,32.1,18.2,42.8,13.8,35.2,4.4,50.3,"Manhattan","(40.735519463, -73.987604249)",40.735519463,-73.987604249
"148","02M399","THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY",NA,NA,NA,NA,NA,20112012,80.8,244,28.3,16.8,44.3,15.6,32.8,5.3,48,"Manhattan","(40.735519463, -73.987604249)",40.735519463,-73.987604249
"149","02M400","HIGH SCHOOL FOR ENVIRONMENTAL STUDIES",263,465,493,461,1419,20052006,NA,1474,5.2,9.3,16.1,21.6,40.9,17.2,47.6,"Manhattan","(40.767762439, -73.987511214)",40.767762439,-73.987511214
"150","02M400","HIGH SCHOOL FOR ENVIRONMENTAL STUDIES",263,465,493,461,1419,20062007,NA,1447,3.9,10.6,16.9,23.1,43.7,15.3,49,"Manhattan","(40.767762439, -73.987511214)",40.767762439,-73.987511214
"151","02M400","HIGH SCHOOL FOR ENVIRONMENTAL STUDIES",263,465,493,461,1419,20072008,NA,1460,6.3,10.5,16.8,21.6,46.9,12.7,47.8,"Manhattan","(40.767762439, -73.987511214)",40.767762439,-73.987511214
"152","02M400","HIGH SCHOOL FOR ENVIRONMENTAL STUDIES",263,465,493,461,1419,20082009,NA,1491,5.5,11.3,16.9,19.5,51,12.3,49.4,"Manhattan","(40.767762439, -73.987511214)",40.767762439,-73.987511214
"153","02M400","HIGH SCHOOL FOR ENVIRONMENTAL STUDIES",263,465,493,461,1419,20092010,58.2,1418,5.9,11.4,15.7,17.3,54.4,12.3,48.7,"Manhattan","(40.767762439, -73.987511214)",40.767762439,-73.987511214
"154","02M400","HIGH SCHOOL FOR ENVIRONMENTAL STUDIES",263,465,493,461,1419,20102011,55.9,1429,7.4,12.9,16.1,15,56.2,12.6,49.5,"Manhattan","(40.767762439, -73.987511214)",40.767762439,-73.987511214
"155","02M400","HIGH SCHOOL FOR ENVIRONMENTAL STUDIES",263,465,493,461,1419,20112012,56.4,1394,7.1,14.4,16.7,14.8,57.2,11.1,50.4,"Manhattan","(40.767762439, -73.987511214)",40.767762439,-73.987511214
"156","02M407","INSTITUTE FOR COLLABORATIVE EDUCATION",54,492,465,467,1424,20052006,NA,421,0,7.6,7.4,24,24.2,43.2,52.7,"Manhattan","(40.732485378, -73.983053388)",40.732485378,-73.983053388
"157","02M407","INSTITUTE FOR COLLABORATIVE EDUCATION",54,492,465,467,1424,20062007,NA,411,0.5,5.6,7.8,21.2,26,43.8,52.1,"Manhattan","(40.732485378, -73.983053388)",40.732485378,-73.983053388
"158","02M407","INSTITUTE FOR COLLABORATIVE EDUCATION",54,492,465,467,1424,20072008,NA,407,0.7,7.9,7.4,22.1,25.8,44,49.6,"Manhattan","(40.732485378, -73.983053388)",40.732485378,-73.983053388
"159","02M407","INSTITUTE FOR COLLABORATIVE EDUCATION",54,492,465,467,1424,20082009,NA,439,0.7,9.3,9.6,20.5,22.1,46,52.6,"Manhattan","(40.732485378, -73.983053388)",40.732485378,-73.983053388
"160","02M407","INSTITUTE FOR COLLABORATIVE EDUCATION",54,492,465,467,1424,20092010,22.9,485,0.8,10.3,9.3,18.4,21.4,50.5,51.3,"Manhattan","(40.732485378, -73.983053388)",40.732485378,-73.983053388
"161","02M407","INSTITUTE FOR COLLABORATIVE EDUCATION",54,492,465,467,1424,20102011,15.4,493,0.2,8.7,5.3,9.5,20.7,50.5,52.3,"Manhattan","(40.732485378, -73.983053388)",40.732485378,-73.983053388
"162","02M407","INSTITUTE FOR COLLABORATIVE EDUCATION",54,492,465,467,1424,20112012,17.9,489,0.4,8.8,6.3,10.2,17.6,54.6,55.2,"Manhattan","(40.732485378, -73.983053388)",40.732485378,-73.983053388
"163","02M408","PROFESSIONAL PERFORMING ARTS HIGH SCHOOL",94,509,490,523,1522,20052006,NA,420,0.5,4.5,3.8,24.3,17.9,46,27.4,"Manhattan","(40.761432699, -73.988023698)",40.761432699,-73.988023698
"164","02M408","PROFESSIONAL PERFORMING ARTS HIGH SCHOOL",94,509,490,523,1522,20062007,NA,404,0.2,6.9,3.7,23,15.6,45.3,28.5,"Manhattan","(40.761432699, -73.988023698)",40.761432699,-73.988023698
"165","02M408","PROFESSIONAL PERFORMING ARTS HIGH SCHOOL",94,509,490,523,1522,20072008,NA,428,0.2,6.1,3,29,19.2,48.6,28.7,"Manhattan","(40.761432699, -73.988023698)",40.761432699,-73.988023698
"166","02M408","PROFESSIONAL PERFORMING ARTS HIGH SCHOOL",94,509,490,523,1522,20082009,NA,449,0.2,4,3.8,28.1,18,47.7,26.5,"Manhattan","(40.761432699, -73.988023698)",40.761432699,-73.988023698
"167","02M408","PROFESSIONAL PERFORMING ARTS HIGH SCHOOL",94,509,490,523,1522,20092010,21.4,467,1.5,3.6,6,28.5,18.6,42.4,26.8,"Manhattan","(40.761432699, -73.988023698)",40.761432699,-73.988023698
"168","02M408","PROFESSIONAL PERFORMING ARTS HIGH SCHOOL",94,509,490,523,1522,20102011,27.8,495,1.8,3,5.5,20.6,29.7,37,26.5,"Manhattan","(40.761432699, -73.988023698)",40.761432699,-73.988023698
"169","02M408","PROFESSIONAL PERFORMING ARTS HIGH SCHOOL",94,509,490,523,1522,20112012,23.5,502,2,3.2,7,19.1,23.7,41.8,25.3,"Manhattan","(40.761432699, -73.988023698)",40.761432699,-73.988023698
"170","02M411","BARUCH COLLEGE CAMPUS HIGH SCHOOL",104,496,563,518,1577,20052006,NA,409,1.2,1.5,56.7,6.8,9.5,25.9,35.7,"Manhattan","(40.744047248, -73.991479299)",40.744047248,-73.991479299
"171","02M411","BARUCH COLLEGE CAMPUS HIGH SCHOOL",104,496,563,518,1577,20062007,NA,413,0.2,2.4,59.6,5.8,10.7,22.8,38,"Manhattan","(40.744047248, -73.991479299)",40.744047248,-73.991479299
"172","02M411","BARUCH COLLEGE CAMPUS HIGH SCHOOL",104,496,563,518,1577,20072008,NA,416,NA,2.4,60.6,6.5,11.1,21.6,38,"Manhattan","(40.744047248, -73.991479299)",40.744047248,-73.991479299
"173","02M411","BARUCH COLLEGE CAMPUS HIGH SCHOOL",104,496,563,518,1577,20082009,NA,419,0,1.9,58,7.6,10.7,23.4,38.9,"Manhattan","(40.744047248, -73.991479299)",40.744047248,-73.991479299
"174","02M411","BARUCH COLLEGE CAMPUS HIGH SCHOOL",104,496,563,518,1577,20092010,59.2,440,0.2,2.5,58.4,6.1,11.6,23.2,41.8,"Manhattan","(40.744047248, -73.991479299)",40.744047248,-73.991479299
"175","02M411","BARUCH COLLEGE CAMPUS HIGH SCHOOL",104,496,563,518,1577,20102011,62.2,438,1.1,2.1,60.5,6.6,11.4,21.5,42.5,"Manhattan","(40.744047248, -73.991479299)",40.744047248,-73.991479299
"176","02M411","BARUCH COLLEGE CAMPUS HIGH SCHOOL",104,496,563,518,1577,20112012,54.6,432,1.6,2.3,60.6,5.8,14.6,18.8,44,"Manhattan","(40.744047248, -73.991479299)",40.744047248,-73.991479299
"177","02M412","N.Y.C. LAB SCHOOL FOR COLLABORATIVE STUDIES",114,537,590,550,1677,20052006,NA,429,0,6.5,26.1,6.5,10.5,55.9,41.5,"Manhattan","(40.742100713, -74.002073797)",40.742100713,-74.002073797
"178","02M412","N.Y.C. LAB SCHOOL FOR COLLABORATIVE STUDIES",114,537,590,550,1677,20062007,NA,472,0.4,10.6,25.2,10.2,11.2,51.1,44.3,"Manhattan","(40.742100713, -74.002073797)",40.742100713,-74.002073797
"179","02M412","N.Y.C. LAB SCHOOL FOR COLLABORATIVE STUDIES",114,537,590,550,1677,20072008,NA,518,1,13.1,28,9.8,12.9,47.7,48.8,"Manhattan","(40.742100713, -74.002073797)",40.742100713,-74.002073797
"180","02M412","N.Y.C. LAB SCHOOL FOR COLLABORATIVE STUDIES",114,537,590,550,1677,20082009,NA,536,0.2,14.9,28.4,9.3,14.2,46.8,48.9,"Manhattan","(40.742100713, -74.002073797)",40.742100713,-74.002073797
"181","02M412","N.Y.C. LAB SCHOOL FOR COLLABORATIVE STUDIES",114,537,590,550,1677,20092010,20.2,520,0.6,15.8,29.2,9,13.3,46.2,50.2,"Manhattan","(40.742100713, -74.002073797)",40.742100713,-74.002073797
"182","02M412","N.Y.C. LAB SCHOOL FOR COLLABORATIVE STUDIES",114,537,590,550,1677,20102011,23.8,524,1.1,12.8,27.7,8,14.3,49.2,48.9,"Manhattan","(40.742100713, -74.002073797)",40.742100713,-74.002073797
"183","02M412","N.Y.C. LAB SCHOOL FOR COLLABORATIVE STUDIES",114,537,590,550,1677,20112012,21.6,579,1.6,15,29.4,8.5,14,45.9,47,"Manhattan","(40.742100713, -74.002073797)",40.742100713,-74.002073797
"184","02M413","SCHOOL OF THE FUTURE HIGH SCHOOL",66,517,533,515,1565,20052006,NA,672,0.6,13.8,15.6,23.1,25.1,35.3,48.1,"Manhattan","(40.738948886, -73.985405172)",40.738948886,-73.985405172
"185","02M413","SCHOOL OF THE FUTURE HIGH SCHOOL",66,517,533,515,1565,20062007,NA,697,0.4,16.5,15.2,23,28,32.4,48.2,"Manhattan","(40.738948886, -73.985405172)",40.738948886,-73.985405172
"186","02M413","SCHOOL OF THE FUTURE HIGH SCHOOL",66,517,533,515,1565,20072008,NA,684,0.6,17.4,13.6,23.4,28.8,34.1,45.5,"Manhattan","(40.738948886, -73.985405172)",40.738948886,-73.985405172
"187","02M413","SCHOOL OF THE FUTURE HIGH SCHOOL",66,517,533,515,1565,20082009,NA,687,0.6,16.4,15.3,22.6,28.1,33.3,46.6,"Manhattan","(40.738948886, -73.985405172)",40.738948886,-73.985405172
"188","02M413","SCHOOL OF THE FUTURE HIGH SCHOOL",66,517,533,515,1565,20092010,35.5,689,1.2,16,18,20.2,26.4,34,48.2,"Manhattan","(40.738948886, -73.985405172)",40.738948886,-73.985405172
"189","02M413","SCHOOL OF THE FUTURE HIGH SCHOOL",66,517,533,515,1565,20102011,41.4,676,0.9,16,15.5,13.2,26.3,39.1,49.7,"Manhattan","(40.738948886, -73.985405172)",40.738948886,-73.985405172
"190","02M413","SCHOOL OF THE FUTURE HIGH SCHOOL",66,517,533,515,1565,20112012,31,673,2.1,14.6,16,12.3,26,38,50.8,"Manhattan","(40.738948886, -73.985405172)",40.738948886,-73.985405172
"191","02M414","N.Y.C. MUSEUM SCHOOL",103,468,492,459,1419,20052006,NA,387,0.8,9.3,11.4,26.9,40.6,18.6,46.8,"Manhattan","(40.742100713, -74.002073797)",40.742100713,-74.002073797
"192","02M414","N.Y.C. MUSEUM SCHOOL",103,468,492,459,1419,20062007,NA,380,0.3,10.5,12.6,22.1,43.9,20.5,47.4,"Manhattan","(40.742100713, -74.002073797)",40.742100713,-74.002073797
"193","02M414","N.Y.C. MUSEUM SCHOOL",103,468,492,459,1419,20072008,NA,422,1.4,11.4,19.9,19.9,39.8,20.1,48.8,"Manhattan","(40.742100713, -74.002073797)",40.742100713,-74.002073797
"194","02M414","N.Y.C. MUSEUM SCHOOL",103,468,492,459,1419,20082009,NA,442,1.4,11.1,24.7,19,38.2,17.4,47.5,"Manhattan","(40.742100713, -74.002073797)",40.742100713,-74.002073797
"195","02M414","N.Y.C. MUSEUM SCHOOL",103,468,492,459,1419,20092010,47.4,467,1.1,11.8,27.6,16.1,37.5,17.6,45.4,"Manhattan","(40.742100713, -74.002073797)",40.742100713,-74.002073797
"196","02M414","N.Y.C. MUSEUM SCHOOL",103,468,492,459,1419,20102011,47.4,440,0.9,11.1,33.4,14.1,35.9,16.4,42.7,"Manhattan","(40.742100713, -74.002073797)",40.742100713,-74.002073797
"197","02M414","N.Y.C. MUSEUM SCHOOL",103,468,492,459,1419,20112012,51.6,436,0.5,9.4,33,11.7,39.9,15.4,42.4,"Manhattan","(40.742100713, -74.002073797)",40.742100713,-74.002073797
"198","02M416","ELEANOR ROOSEVELT HIGH SCHOOL",127,572,594,592,1758,20052006,NA,468,0.2,2.6,25.9,9,12.6,49.1,37.6,"Manhattan","(40.770116471, -73.953379101)",40.770116471,-73.953379101
"199","02M416","ELEANOR ROOSEVELT HIGH SCHOOL",127,572,594,592,1758,20062007,NA,479,NA,2.5,21.7,7.5,10.9,55.3,37.4,"Manhattan","(40.770116471, -73.953379101)",40.770116471,-73.953379101
"200","02M416","ELEANOR ROOSEVELT HIGH SCHOOL",127,572,594,592,1758,20072008,NA,484,0,2.3,21.1,8.5,12.4,57,37.2,"Manhattan","(40.770116471, -73.953379101)",40.770116471,-73.953379101
"201","02M416","ELEANOR ROOSEVELT HIGH SCHOOL",127,572,594,592,1758,20082009,NA,506,NA,2,20.9,8.1,12.1,58.1,35.4,"Manhattan","(40.770116471, -73.953379101)",40.770116471,-73.953379101
"202","02M416","ELEANOR ROOSEVELT HIGH SCHOOL",127,572,594,592,1758,20092010,26.7,498,0.6,2.2,18.1,8.2,9.8,61.2,35.9,"Manhattan","(40.770116471, -73.953379101)",40.770116471,-73.953379101
"203","02M416","ELEANOR ROOSEVELT HIGH SCHOOL",127,572,594,592,1758,20102011,16.7,499,0.2,2.2,19.6,7.4,10,62.5,33.3,"Manhattan","(40.770116471, -73.953379101)",40.770116471,-73.953379101
"204","02M416","ELEANOR ROOSEVELT HIGH SCHOOL",127,572,594,592,1758,20112012,15.8,507,0.2,1.2,17.2,5.5,11.6,63.7,32.5,"Manhattan","(40.770116471, -73.953379101)",40.770116471,-73.953379101
"205","02M418","MILLENNIUM HIGH SCHOOL",144,528,553,533,1614,20052006,NA,458,0.7,4.4,38.4,10.5,18.3,23.6,41.7,"Manhattan","(40.704920366, -74.011514023)",40.704920366,-74.011514023
"206","02M418","MILLENNIUM HIGH SCHOOL",144,528,553,533,1614,20062007,NA,519,0.4,8.1,35.6,10.2,18.3,26.8,38.2,"Manhattan","(40.704920366, -74.011514023)",40.704920366,-74.011514023
"207","02M418","MILLENNIUM HIGH SCHOOL",144,528,553,533,1614,20072008,NA,548,0.4,9.7,27.4,9.1,22.3,30.1,36.3,"Manhattan","(40.704920366, -74.011514023)",40.704920366,-74.011514023
"208","02M418","MILLENNIUM HIGH SCHOOL",144,528,553,533,1614,20082009,NA,573,0.2,9.6,27.4,13.1,23.9,33.9,37.5,"Manhattan","(40.704920366, -74.011514023)",40.704920366,-74.011514023
"209","02M418","MILLENNIUM HIGH SCHOOL",144,528,553,533,1614,20092010,44.8,619,0.2,8.9,28.3,12,22.1,35.2,35.4,"Manhattan","(40.704920366, -74.011514023)",40.704920366,-74.011514023
"210","02M418","MILLENNIUM HIGH SCHOOL",144,528,553,533,1614,20102011,44.8,637,0,8.9,28.3,9.3,24.8,37.2,37.8,"Manhattan","(40.704920366, -74.011514023)",40.704920366,-74.011514023
"211","02M418","MILLENNIUM HIGH SCHOOL",144,528,553,533,1614,20112012,32.7,626,0.2,9.1,30,8.8,21.7,35.9,38.2,"Manhattan","(40.704920366, -74.011514023)",40.704920366,-74.011514023
"212","02M419","LANDMARK HIGH SCHOOL",62,390,399,381,1170,20062007,NA,431,4.2,17.6,2.6,31.6,60.3,3.9,49.7,"Manhattan","(40.742888101, -74.002127381)",40.742888101,-74.002127381
"213","02M419","LANDMARK HIGH SCHOOL",62,390,399,381,1170,20052006,NA,430,5.1,19.3,3,32.8,56.7,5.1,52.3,"Manhattan","(40.742888101, -74.002127381)",40.742888101,-74.002127381
"214","02M419","LANDMARK HIGH SCHOOL",62,390,399,381,1170,20072008,NA,450,8.4,18,2.4,26.7,67.3,2.2,46.7,"Manhattan","(40.742888101, -74.002127381)",40.742888101,-74.002127381
"215","02M419","LANDMARK HIGH SCHOOL",62,390,399,381,1170,20082009,NA,440,9.8,15.9,1.4,23.2,72.7,2.7,46.6,"Manhattan","(40.742888101, -74.002127381)",40.742888101,-74.002127381
"216","02M419","LANDMARK HIGH SCHOOL",62,390,399,381,1170,20092010,82.7,452,12.6,14.2,0.9,21.7,74.6,2,45.8,"Manhattan","(40.742888101, -74.002127381)",40.742888101,-74.002127381
"217","02M419","LANDMARK HIGH SCHOOL",62,390,399,381,1170,20102011,85.1,442,14.9,14.7,4.1,17.9,76.2,1.6,44.3,"Manhattan","(40.742888101, -74.002127381)",40.742888101,-74.002127381
"218","02M419","LANDMARK HIGH SCHOOL",62,390,399,381,1170,20112012,83.1,421,15.7,18.8,5.2,18.1,74.8,1.9,48.5,"Manhattan","(40.742888101, -74.002127381)",40.742888101,-74.002127381
"219","02M420","HIGH SCHOOL FOR HEALTH PROFESSIONS AND HUMAN SERVICES",336,429,449,428,1306,20052006,NA,1476,6,6.3,22.2,24.8,45.7,4.5,30.3,"Manhattan","(40.732485378, -73.983053388)",40.732485378,-73.983053388
"220","02M420","HIGH SCHOOL FOR HEALTH PROFESSIONS AND HUMAN SERVICES",336,429,449,428,1306,20062007,NA,1474,3.7,5.9,22.5,25,44.5,4.1,30.9,"Manhattan","(40.732485378, -73.983053388)",40.732485378,-73.983053388
"221","02M420","HIGH SCHOOL FOR HEALTH PROFESSIONS AND HUMAN SERVICES",336,429,449,428,1306,20072008,NA,1521,4.1,6.6,21.8,24.8,46.5,6,31,"Manhattan","(40.732485378, -73.983053388)",40.732485378,-73.983053388
"222","02M420","HIGH SCHOOL FOR HEALTH PROFESSIONS AND HUMAN SERVICES",336,429,449,428,1306,20082009,NA,1620,3.5,7.2,20.7,24.3,48.6,6,30.3,"Manhattan","(40.732485378, -73.983053388)",40.732485378,-73.983053388
"223","02M420","HIGH SCHOOL FOR HEALTH PROFESSIONS AND HUMAN SERVICES",336,429,449,428,1306,20092010,81.4,1695,4,7.9,18.9,23.7,50.7,5.3,28.3,"Manhattan","(40.732485378, -73.983053388)",40.732485378,-73.983053388
"224","02M420","HIGH SCHOOL FOR HEALTH PROFESSIONS AND HUMAN SERVICES",336,429,449,428,1306,20102011,81.4,1721,4.4,9.7,19.5,24.4,50.6,5.3,29.2,"Manhattan","(40.732485378, -73.983053388)",40.732485378,-73.983053388
"225","02M420","HIGH SCHOOL FOR HEALTH PROFESSIONS AND HUMAN SERVICES",336,429,449,428,1306,20112012,68,1768,4,10.9,20.5,24.4,49.7,5.3,29.4,"Manhattan","(40.732485378, -73.983053388)",40.732485378,-73.983053388
"226","02M425","LEADERSHIP AND PUBLIC SERVICE HIGH SCHOOL",84,416,426,391,1233,20052006,NA,682,5.1,11.4,11.3,26.5,53.2,8.5,41.5,"Manhattan","(40.709146539, -74.012076627)",40.709146539,-74.012076627
"227","02M425","LEADERSHIP AND PUBLIC SERVICE HIGH SCHOOL",84,416,426,391,1233,20062007,NA,683,4,14.9,11.4,27.5,54.2,5.9,45.7,"Manhattan","(40.709146539, -74.012076627)",40.709146539,-74.012076627
"228","02M425","LEADERSHIP AND PUBLIC SERVICE HIGH SCHOOL",84,416,426,391,1233,20072008,NA,693,5.2,14.9,10.5,28.3,55.6,5.3,49.9,"Manhattan","(40.709146539, -74.012076627)",40.709146539,-74.012076627
"229","02M425","LEADERSHIP AND PUBLIC SERVICE HIGH SCHOOL",84,416,426,391,1233,20082009,NA,663,3.5,15.1,8.3,29.9,56.3,4.8,49.3,"Manhattan","(40.709146539, -74.012076627)",40.709146539,-74.012076627
"230","02M425","LEADERSHIP AND PUBLIC SERVICE HIGH SCHOOL",84,416,426,391,1233,20092010,85.5,646,4.2,16.1,9.3,30.8,51.7,6.3,48.8,"Manhattan","(40.709146539, -74.012076627)",40.709146539,-74.012076627
"231","02M425","LEADERSHIP AND PUBLIC SERVICE HIGH SCHOOL",84,416,426,391,1233,20102011,80.4,646,5.3,16.7,8.5,29.4,54.2,7.6,46.6,"Manhattan","(40.709146539, -74.012076627)",40.709146539,-74.012076627
"232","02M425","LEADERSHIP AND PUBLIC SERVICE HIGH SCHOOL",84,416,426,391,1233,20112012,74.2,607,5.4,18.6,8.1,30.5,54.2,6.6,46.1,"Manhattan","(40.709146539, -74.012076627)",40.709146539,-74.012076627
"233","02M427","MANHATTAN ACADEMY FOR ARTS & LANGUAGE",NA,NA,NA,NA,NA,20102011,60,79,84.8,12.7,7.6,11.4,78.5,2.5,55.7,"Manhattan","(40.746106375, -73.981009667)",40.746106375,-73.981009667
"234","02M427","MANHATTAN ACADEMY FOR ARTS & LANGUAGE",NA,NA,NA,NA,NA,20112012,97.5,175,86.9,6.9,6.3,8,84.6,1.1,54.9,"Manhattan","(40.746106375, -73.981009667)",40.746106375,-73.981009667
"235","02M429","LEGACY SCHOOL FOR INTEGRATED STUDIES",29,356,357,349,1062,20052006,NA,497,6.8,16.9,9.1,42.5,42.7,4.4,48.3,NA,NA,NA,NA
"236","02M429","LEGACY SCHOOL FOR INTEGRATED STUDIES",29,356,357,349,1062,20062007,NA,360,5,16.4,3.9,44.7,46.1,3.1,46.7,NA,NA,NA,NA
